"TOA5","S2_bogwell","CR1000","34019","CR1000.Std.19","CPU:2020.10.07_S2BogWell.cr1","45040","S2BWMet"
"TIMESTAMP","RECORD","AirT","AirTBW","RH","RHBW","PAR_Den","BP","BPnorm","Batt_volt"
"TS","RN","Deg C","Deg C","%","%","µmol/s/m²","kPa","kPa","V DC"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2020-10-07 10:30:00",0,11.4,11.96,68.2,72.83,142.5204,96.3,101.3,12.7
"2020-10-07 11:00:00",1,11.9,12.76,65.1,68.92,145.4184,96.3,101.2,12.81
"2020-10-07 11:30:00",2,13.2,13.71,61.4,65.16,186.1292,96.3,101.3,12.98
"2020-10-07 12:00:00",3,13.5,14.07,59,63.17,295.3903,96.2,101.2,12.9
"2020-10-07 12:30:00",4,14.5,15.02,53.7,57.76,126.1094,96.2,101.2,12.91
"2020-10-07 13:00:00",5,13.9,14.31,52.2,55.84,797.3094,96.2,101.2,13.37
"2020-10-07 13:30:00",6,15.7,16.37,45.2,48.79,150.2888,96.2,101.2,12.85
"2020-10-07 14:00:00",7,14.7,15.43,47.4,50.31,181.1747,96.2,101.2,12.91
"2020-10-07 14:30:00",8,15.3,15.75,44.2,46.33,182.6082,96.2,101.2,12.9
"2020-10-07 15:00:00",9,15,16.12,42.3,46.57,570.4677,96.2,101.2,13.03
"2020-10-07 15:30:00",10,14.4,14.85,46.8,47.81,68.02819,96.3,101.2,12.83
"2020-10-07 16:00:00",11,14.7,15.16,44.2,48.26,91.53488,96.3,101.3,12.84
"2020-10-07 16:30:00",12,13.7,14.05,50.4,50.71,49.3071,96.4,101.3,12.77
"2020-10-07 17:00:00",13,12.9,13.14,47.7,51.72,27.75252,96.4,101.4,12.73
"2020-10-07 17:30:00",14,11.9,12.22,54.3,61.18,7.881473,96.4,101.4,12.7
"2020-10-07 18:00:00",15,10.8,10.92,62.5,67.06,0.471652,96.5,101.5,12.68
"2020-10-07 18:30:00",16,9.4,9.15,66.8,70.93,0.2695373,96.5,101.5,12.67
"2020-10-07 19:00:00",17,8.5,8.54,72.9,78.59,0.2695889,96.5,101.5,12.65
"2020-10-07 19:30:00",18,8.1,8.11,73.8,78.99,0.2696164,96.6,101.6,12.64
"2020-10-07 20:00:00",19,7.3,7.197,76,81.9,0.2696357,96.6,101.6,12.63
"2020-10-07 20:30:00",20,6.6,6.41,79.7,85.4,0.2696457,96.6,101.6,12.62
"2020-10-07 21:00:00",21,6,5.754,81,88.9,0.2696675,96.7,101.6,12.62
"2020-10-07 21:30:00",22,5.6,5.714,82.9,89.5,0.2022886,96.7,101.7,12.61
"2020-10-07 22:00:00",23,5.4,5.724,83,88.5,0.2697258,96.7,101.7,12.6
"2020-10-07 22:30:00",24,5.2,5.481,83.1,88.5,0.2697302,96.7,101.7,12.59
"2020-10-07 23:00:00",25,4.8,4.895,83.3,90,0.2697253,96.8,101.8,12.58
"2020-10-07 23:30:00",26,4.3,4.33,84.4,92.1,0.2697321,96.8,101.8,12.58
"2020-10-08 00:00:00",27,3.8,3.663,85,94.9,0.2697341,96.8,101.8,12.57
"2020-10-08 00:30:00",28,3.3,3.067,85.8,95.6,0.3372084,96.8,101.8,12.56
"2020-10-08 01:00:00",29,2.7,2.612,88,95.9,0.3372289,96.9,101.9,12.55
"2020-10-08 01:30:00",30,2.3,2.329,90,97.3,0.2023482,96.9,101.9,12.55
"2020-10-08 02:00:00",31,1.9,1.753,91.1,99.1,0.2698056,96.9,101.9,12.54
"2020-10-08 02:30:00",32,1.5,1.257,91.2,99.7,0.2698256,96.9,101.9,12.53
"2020-10-08 03:00:00",33,1,0.913,91,100,0.2698394,96.9,101.9,12.53
"2020-10-08 03:30:00",34,0.7,0.599,92.6,100,0.2698668,96.9,101.9,12.52
"2020-10-08 04:00:00",35,0.3,0.357,93.9,100,0.2698875,97,101.9,12.52
"2020-10-08 04:30:00",36,0.1,0.145,94.3,100,0.2699086,97,102,12.51
"2020-10-08 05:00:00",37,-0.2,0.043,94.4,100,0.2699138,97,101.9,12.5
"2020-10-08 05:30:00",38,-0.2,-0.057,94.1,100,0.2699121,97,102,12.5
"2020-10-08 06:00:00",39,-0.2,-0.138,93.6,100,0.3373905,97,102,12.5
"2020-10-08 06:30:00",40,-0.5,-0.603,92,100,5.668377,97,102,12.49
"2020-10-08 07:00:00",41,-0.6,-0.421,95.2,100,17.07174,97,102,12.48
"2020-10-08 07:30:00",42,-0.3,-0.259,94.6,100,26.04833,97,102,12.48
"2020-10-08 08:00:00",43,0.3,0.651,96.8,100,164.9621,97,102,12.49
"2020-10-08 08:30:00",44,2.5,3.239,98.4,100,41.63335,97,102,12.49
"2020-10-08 09:00:00",45,5.1,6.481,99.7,100,73.13721,97,102,12.52
"2020-10-08 09:30:00",46,8.1,9.38,82.3,81,622.295,97,102,12.57
"2020-10-08 10:00:00",47,10.2,11.87,60.7,61.33,70.26633,97,102,12.65
"2020-10-08 10:30:00",48,11.4,12.12,56.7,56.95,139.2207,96.9,101.9,12.73
"2020-10-08 11:00:00",49,12.3,12.97,53.7,55.19,166.7523,96.9,101.9,12.84
"2020-10-08 11:30:00",50,13,13.69,45.9,47.6,259.0923,96.8,101.8,13.03
"2020-10-08 12:00:00",51,13.9,14.93,43.8,46.14,187.9254,96.8,101.8,12.88
"2020-10-08 12:30:00",52,13.6,14.14,42.7,46.66,172.9412,96.8,101.8,13.06
"2020-10-08 13:00:00",53,14.1,14.4,43,46.17,425.4502,96.7,101.7,12.97
"2020-10-08 13:30:00",54,14.5,15.35,38.9,41.07,139.4377,96.7,101.7,13.02
"2020-10-08 14:00:00",55,14.7,15.49,34.2,36.56,229.4839,96.6,101.6,12.8
"2020-10-08 14:30:00",56,14.7,15.22,37,39.52,92.41063,96.6,101.6,13.03
"2020-10-08 15:00:00",57,14.9,16.39,34,38.33,352.1059,96.5,101.5,12.93
"2020-10-08 15:30:00",58,15,15.5,33.5,36.59,126.4846,96.5,101.5,13.03
"2020-10-08 16:00:00",59,14.5,14.91,44.3,46.29,45.19246,96.5,101.4,12.92
"2020-10-08 16:30:00",60,13.8,14.24,42.6,44.08,47.15152,96.4,101.4,12.82
"2020-10-08 17:00:00",61,13.3,13.2,46.5,49.12,21.55432,96.4,101.3,12.75
"2020-10-08 17:30:00",62,11.7,11.63,51.4,51.84,5.321584,96.3,101.3,12.71
"2020-10-08 18:00:00",63,10.2,9.9,55,59.65,0.4042635,96.3,101.3,12.69
"2020-10-08 18:30:00",64,8.9,8.7,61.9,62.46,0.2695502,96.3,101.2,12.67
"2020-10-08 19:00:00",65,8.1,8.11,64.5,68.37,0.2695931,96.2,101.2,12.66
"2020-10-08 19:30:00",66,7.8,8.04,65.3,68.1,0.3370392,96.2,101.2,12.65
"2020-10-08 20:00:00",67,7.4,7.742,65.2,67.73,0.337061,96.1,101.1,12.64
"2020-10-08 20:30:00",68,7.2,7.5,65.7,70.41,0.3370522,96.1,101.1,12.62
"2020-10-08 21:00:00",69,8.1,8.89,63.7,66.18,0.3370619,96.1,101,12.62
"2020-10-08 21:30:00",70,10,10.95,49.4,57.75,0.2022349,96.1,101,12.61
"2020-10-08 22:00:00",71,11.1,11.93,48.2,53.37,0.2022458,96,101,12.6
"2020-10-08 22:30:00",72,11.4,11.94,43.8,48.3,0.2696394,96,100.9,12.6
"2020-10-08 23:00:00",73,11.2,11.52,51.2,53.46,0.2696117,95.9,100.9,12.59
"2020-10-08 23:30:00",74,11.2,11.61,48.8,55.94,0.2022118,95.8,100.8,12.57
"2020-10-09 00:00:00",75,11.2,11.52,48.1,53.31,0.2696034,95.7,100.7,12.57
"2020-10-09 00:30:00",76,10.7,11.09,55.7,59.05,0.2021973,95.6,100.6,12.57
"2020-10-09 01:00:00",77,11.7,12.42,48.2,54.59,0.2022039,95.5,100.5,12.56
"2020-10-09 01:30:00",78,11.7,12.28,51.5,54.69,0.2021949,95.4,100.4,12.56
"2020-10-09 02:00:00",79,11.3,11.6,56.1,59.72,0.2021899,95.4,100.4,12.55
"2020-10-09 02:30:00",80,10.9,11.17,56.9,61.42,0.2695857,95.3,100.3,12.55
"2020-10-09 03:00:00",81,10.1,10.31,60.3,65.8,0.269597,95.3,100.3,12.54
"2020-10-09 03:30:00",82,9.8,10.27,63.5,67.8,0.2695906,95.2,100.2,12.53
"2020-10-09 04:00:00",83,10,10.38,65.5,69.45,0.2696133,95.2,100.2,12.54
"2020-10-09 04:30:00",84,10,10.21,66,71.92,0.202232,95.1,100.1,12.53
"2020-10-09 05:00:00",85,9.5,9.75,69.1,73.57,0.2696388,95.1,100.1,12.53
"2020-10-09 05:30:00",86,8.6,8.89,73.1,77.91,0.2696383,95.1,100.1,12.52
"2020-10-09 06:00:00",87,8.1,8.31,75.5,81,0.3370515,95,100,12.52
"2020-10-09 06:30:00",88,7.7,7.923,78.4,84.2,3.909885,95,100,12.51
"2020-10-09 07:00:00",89,7.3,7.53,80.8,86.6,17.45989,95,100,12.52
"2020-10-09 07:30:00",90,7.5,8.06,82.4,86.6,57.36582,95,100,12.52
"2020-10-09 08:00:00",91,9,9.82,83.5,86.2,96.33278,95,100,12.54
"2020-10-09 08:30:00",92,10.4,11.16,78.3,81.4,65.25597,95,100,12.53
"2020-10-09 09:00:00",93,11.4,12.41,77.5,80.1,164.9849,95,100,12.55
"2020-10-09 09:30:00",94,14.5,15.69,66.2,67.67,331.1189,95,99.9,12.63
"2020-10-09 10:00:00",95,15.3,16.22,64.2,67.39,211.7849,95,99.9,12.65
"2020-10-09 10:30:00",96,16.8,17.51,58.8,63.37,176.9835,94.9,99.9,12.7
"2020-10-09 11:00:00",97,18.1,18.96,54.2,57.24,127.7138,95,99.9,12.78
"2020-10-09 11:30:00",98,19.7,20.43,50.8,53.7,302.5446,95,99.9,12.92
"2020-10-09 12:00:00",99,20.2,21.23,49.1,49.65,479.8013,94.9,99.9,12.87
"2020-10-09 12:30:00",100,21,21.81,43.9,45.91,232.3874,94.9,99.9,13.02
"2020-10-09 13:00:00",101,22.6,23.02,36.5,39.52,534.1613,94.9,99.9,12.77
"2020-10-09 13:30:00",102,22.8,23.81,36.3,37.23,154.4061,95,99.9,12.7
"2020-10-09 14:00:00",103,22.8,23.69,37.7,40.47,204.8573,95,99.9,12.84
"2020-10-09 14:30:00",104,22.8,23.49,39.7,40.38,85.81541,95,100,12.87
"2020-10-09 15:00:00",105,23,24.39,40.3,38.81,138.1828,95,100,12.77
"2020-10-09 15:30:00",106,22.2,22.44,39.2,41.54,78.00071,95.1,100.1,12.79
"2020-10-09 16:00:00",107,20.3,20.54,42.8,44.38,62.65686,95.1,100.1,12.79
"2020-10-09 16:30:00",108,19.1,19.48,40,43.23,45.02888,95.2,100.2,12.73
"2020-10-09 17:00:00",109,17.9,18.39,44.9,47.77,21.94504,95.3,100.2,12.69
"2020-10-09 17:30:00",110,17,17.03,54,56.03,5.723119,95.3,100.3,12.66
"2020-10-09 18:00:00",111,15.2,15.33,54.7,57.17,0.336744,95.4,100.4,12.65
"2020-10-09 18:30:00",112,13.9,13.81,62.1,63.95,0.3367807,95.4,100.4,12.63
"2020-10-09 19:00:00",113,14.8,15.29,53.7,57.95,0.2694463,95.5,100.5,12.63
"2020-10-09 19:30:00",114,14.5,14.69,51.5,56.29,0.2694877,95.5,100.5,12.61
"2020-10-09 20:00:00",115,13.5,13.73,53.4,56.99,0.2694958,95.6,100.6,12.6
"2020-10-09 20:30:00",116,12.8,13.02,58.8,62.23,0.269519,95.6,100.6,12.6
"2020-10-09 21:00:00",117,12,12.18,55.1,59.99,0.2695252,95.7,100.7,12.59
"2020-10-09 21:30:00",118,10.9,11.09,61,65.11,0.2695381,95.8,100.8,12.58
"2020-10-09 22:00:00",119,10,10.17,64.4,69.15,0.3369362,95.8,100.8,12.58
"2020-10-09 22:30:00",120,9,9.1,67.1,73.02,0.269596,95.9,100.8,12.57
"2020-10-09 23:00:00",121,8.3,8.35,70.2,76.07,0.26963,95.9,100.8,12.56
"2020-10-09 23:30:00",122,7.5,7.692,71.9,78.63,0.269652,95.9,100.9,12.57
"2020-10-10 00:00:00",123,7.4,7.49,72,77.31,0.3370492,95.9,100.9,12.56
"2020-10-10 00:30:00",124,6.5,6.814,74.1,80.3,0.2696553,95.9,100.9,12.56
"2020-10-10 01:00:00",125,6.6,6.895,75.1,80.1,0.20228,95.9,100.9,12.55
"2020-10-10 01:30:00",126,6.2,6.43,76.6,82.2,0.269727,96,101,12.55
"2020-10-10 02:00:00",127,6,6.309,77.4,82.2,0.2697301,96,101,12.54
"2020-10-10 02:30:00",128,5.5,5.724,78.6,84.5,0.2697328,96.1,101.1,12.54
"2020-10-10 03:00:00",129,5.1,5.279,80.8,86.7,0.269726,96.1,101.1,12.53
"2020-10-10 03:30:00",130,4.5,4.733,82.4,88.4,0.2697282,96.2,101.2,12.53
"2020-10-10 04:00:00",131,4.3,4.623,83.6,89.1,0.2697446,96.2,101.2,12.52
"2020-10-10 04:30:00",132,4.5,5.098,83.3,88.2,0.269759,96.2,101.2,12.52
"2020-10-10 05:00:00",133,5,5.481,80.2,84.6,0.2697634,96.3,101.3,12.52
"2020-10-10 05:30:00",134,5,5.421,76.6,81.9,0.269763,96.3,101.3,12.52
"2020-10-10 06:00:00",135,5,5.502,74.6,80.1,0.3371845,96.3,101.3,12.51
"2020-10-10 06:30:00",136,5.1,5.542,75.9,81.6,3.506517,96.4,101.4,12.51
"2020-10-10 07:00:00",137,5.2,5.643,75.3,81.3,19.21773,96.4,101.4,12.51
"2020-10-10 07:30:00",138,5.5,5.976,73.1,79.48,44.3699,96.4,101.4,12.5
"2020-10-10 08:00:00",139,5.9,6.491,73.2,77.39,84.62702,96.5,101.4,12.53
"2020-10-10 08:30:00",140,6.3,6.895,69.7,74.7,132.2326,96.5,101.4,12.55
"2020-10-10 09:00:00",141,6.7,7.298,68.6,73.18,121.1768,96.5,101.5,12.57
"2020-10-10 09:30:00",142,7.4,8.09,63.6,68.11,746.2719,96.5,101.5,12.61
"2020-10-10 10:00:00",143,8.3,9.14,60.7,64.64,59.93264,96.5,101.5,12.65
"2020-10-10 10:30:00",144,8.8,9.51,60.9,67.03,284.4783,96.5,101.5,12.72
"2020-10-10 11:00:00",145,9.3,9.88,59.9,63.01,67.40917,96.6,101.6,12.79
"2020-10-10 11:30:00",146,9.6,10.26,57.5,64.18,117.6155,96.6,101.5,13.03
"2020-10-10 12:00:00",147,10.5,11.46,55,59.26,397.4381,96.6,101.5,12.91
"2020-10-10 12:30:00",148,11.2,11.85,52.5,56.25,100.2151,96.5,101.5,12.91
"2020-10-10 13:00:00",149,12.4,12.39,51.9,53.13,656.6324,96.5,101.5,12.97
"2020-10-10 13:30:00",150,12.5,13.54,48.4,49.5,112.1916,96.5,101.5,12.81
"2020-10-10 14:00:00",151,12.8,13.28,48.3,54.81,172.1243,96.5,101.4,12.79
"2020-10-10 14:30:00",152,13,13.49,45.1,50.29,48.43303,96.4,101.4,12.84
"2020-10-10 15:00:00",153,13.1,14.58,43.1,43.74,63.18454,96.4,101.4,12.87
"2020-10-10 15:30:00",154,13.8,13.74,43.1,47.27,53.88702,96.4,101.4,12.81
"2020-10-10 16:00:00",155,12.9,13.18,47,49.67,31.99426,96.4,101.3,12.79
"2020-10-10 16:30:00",156,12.1,12.46,48,50.77,24.99097,96.4,101.3,12.73
"2020-10-10 17:00:00",157,11.3,11.36,53.2,57.49,16.43865,96.4,101.3,12.69
"2020-10-10 17:30:00",158,9.9,9.6,61,65.27,5.053604,96.4,101.3,12.67
"2020-10-10 18:00:00",159,8.7,8.18,67.5,73.64,0.3369786,96.3,101.3,12.65
"2020-10-10 18:30:00",160,7.4,7.005,69,76.14,0.2696255,96.3,101.3,12.64
"2020-10-10 19:00:00",161,6.6,6.309,73.3,80.2,0.2696418,96.3,101.3,12.63
"2020-10-10 19:30:00",162,7.2,7.661,72.5,76.96,0.269668,96.3,101.3,12.61
"2020-10-10 20:00:00",163,7.7,8.12,69,74.43,0.2022874,96.3,101.3,12.6
"2020-10-10 20:30:00",164,7.4,7.833,70.3,75.25,0.2022901,96.3,101.3,12.6
"2020-10-10 21:00:00",165,7,7.238,71.3,76.84,0.2022749,96.3,101.3,12.58
"2020-10-10 21:30:00",166,6.3,6.552,72.4,79.05,0.2696985,96.4,101.3,12.58
"2020-10-10 22:00:00",167,5.8,5.936,76.2,82.1,0.2697179,96.4,101.4,12.57
"2020-10-10 22:30:00",168,5.4,5.683,77.4,83,0.2697283,96.4,101.3,12.56
"2020-10-10 23:00:00",169,5.2,5.36,78,84,0.2697232,96.3,101.3,12.56
"2020-10-10 23:30:00",170,4.9,5.199,74.6,82,0.2697224,96.3,101.3,12.55
"2020-10-11 00:00:00",171,4.6,4.733,76.7,83,0.2697229,96.4,101.3,12.54
"2020-10-11 00:30:00",172,4.4,4.754,79.4,85,0.2697345,96.3,101.3,12.54
"2020-10-11 01:00:00",173,4.3,4.663,82.5,87.8,0.2697622,96.3,101.3,12.53
"2020-10-11 01:30:00",174,4.3,4.774,86.5,91.2,0.2697516,96.3,101.3,12.52
"2020-10-11 02:00:00",175,4.2,4.471,87.5,93.1,0.2697594,96.2,101.2,12.52
"2020-10-11 02:30:00",176,4.3,4.552,89.1,93.8,0.2697684,96.2,101.2,12.52
"2020-10-11 03:00:00",177,4.1,4.37,90,95.2,0.2697688,96.2,101.1,12.52
"2020-10-11 03:30:00",178,4.2,4.613,91.1,95.3,0.2023309,96.1,101.1,12.51
"2020-10-11 04:00:00",179,4.1,4.461,91.3,96.8,0.2023379,96.1,101.1,12.51
"2020-10-11 04:30:00",180,4.2,4.37,91.8,96.4,0.2023268,96,101.1,12.51
"2020-10-11 05:00:00",181,4.3,4.733,92.5,97.1,0.2023288,96,101,12.5
"2020-10-11 05:30:00",182,4.5,5.118,92.8,96.7,0.2023316,96,101,12.49
"2020-10-11 06:00:00",183,5.2,5.693,90.6,94.7,0.2023167,96,100.9,12.48
"2020-10-11 06:30:00",184,5.3,5.704,89.7,94.1,3.574162,95.9,100.9,12.49
"2020-10-11 07:00:00",185,5.2,5.643,89.8,94.5,19.01595,95.9,100.9,12.49
"2020-10-11 07:30:00",186,5.5,6.026,88.6,92.8,41.67265,95.9,100.9,12.5
"2020-10-11 08:00:00",187,6.2,6.814,84.9,89.8,80.85011,95.8,100.8,12.52
"2020-10-11 08:30:00",188,7,7.682,81.5,86.3,76.13013,95.8,100.8,12.53
"2020-10-11 09:00:00",189,8.1,9.02,76.2,80.3,120.7016,95.7,100.7,12.56
"2020-10-11 09:30:00",190,9.2,9.89,72.1,76.56,297.6378,95.8,100.7,12.61
"2020-10-11 10:00:00",191,10.4,11.18,67.9,72.29,253.9455,95.7,100.7,12.73
"2020-10-11 10:30:00",192,11.4,12.14,68,72.08,183.357,95.6,100.6,12.76
"2020-10-11 11:00:00",193,12.6,13.39,64.1,68.03,168.5672,95.5,100.5,12.85
"2020-10-11 11:30:00",194,13,13.72,64.7,71.08,199.4737,95.5,100.5,13.18
"2020-10-11 12:00:00",195,14.3,14.93,61.9,66.95,363.5202,95.4,100.4,13.02
"2020-10-11 12:30:00",196,15,15.44,60.1,64.02,191.9308,95.4,100.4,13.02
"2020-10-11 13:00:00",197,14.6,15.2,63.1,67.84,217.1704,95.4,100.4,12.95
"2020-10-11 13:30:00",198,14.7,15.12,63,68,98.27902,95.4,100.4,12.82
"2020-10-11 14:00:00",199,14.4,14.78,67.2,71.45,130.4081,95.4,100.3,12.78
"2020-10-11 14:30:00",200,14.3,14.71,65.5,70.52,145.0197,95.3,100.3,12.81
"2020-10-11 15:00:00",201,13.6,14.03,68,70.74,137.6102,95.2,100.2,12.79
"2020-10-11 15:30:00",202,13.7,14.18,68.9,73.19,161.6195,95.2,100.2,12.84
"2020-10-11 16:00:00",203,13.3,13.74,69.4,74.4,42.57102,95.2,100.2,12.71
"2020-10-11 16:30:00",204,13.2,13.6,73.6,78.42,60.89607,95.2,100.2,12.7
"2020-10-11 17:00:00",205,13.1,13.56,74.7,79.49,19.13123,95.2,100.2,12.67
"2020-10-11 17:30:00",206,13.1,13.44,75.8,80.8,2.829752,95.2,100.2,12.65
"2020-10-11 18:00:00",207,13,13.3,77.3,82,0.3369105,95.1,100.1,12.64
"2020-10-11 18:30:00",208,12.7,13.09,79,83.6,0.2695344,95.1,100,12.63
"2020-10-11 19:00:00",209,12.7,13.02,79.9,84.9,0.2695461,95.1,100.1,12.62
"2020-10-11 19:30:00",210,12.5,12.86,80.7,85.2,0.26955,95.1,100.1,12.61
"2020-10-11 20:00:00",211,12.6,12.76,80.6,85.2,0.2695432,95,100,12.59
"2020-10-11 20:30:00",212,12.4,12.79,82.3,86.6,0.2695403,95,100,12.58
"2020-10-11 21:00:00",213,12.6,12.96,82.2,86.8,0.2695562,95,99.9,12.58
"2020-10-11 21:30:00",214,12.2,12.39,91.5,95.4,0.2695506,95.1,100.1,12.57
"2020-10-11 22:00:00",215,11.7,11.79,95.7,99.2,0.2695378,95,100,12.57
"2020-10-11 22:30:00",216,11.5,11.78,96.7,99.9,0.2021569,95,100,12.56
"2020-10-11 23:00:00",217,11.6,11.94,97.7,100,0.202163,95,99.9,12.56
"2020-10-11 23:30:00",218,11.9,12.22,98.4,100,0.2021764,94.8,99.8,12.55
"2020-10-12 00:00:00",219,12,12.4,98.2,100,0.2021701,94.9,99.8,12.55
"2020-10-12 00:30:00",220,12.1,12.5,98.4,100,0.202158,94.9,99.9,12.55
"2020-10-12 01:00:00",221,12.1,12.48,98.7,100,0.2021547,94.8,99.8,12.54
"2020-10-12 01:30:00",222,12.2,12.5,98.4,100,0.2021641,94.8,99.8,12.54
"2020-10-12 02:00:00",223,12.2,12.45,98.3,100,0.2021563,94.8,99.8,12.54
"2020-10-12 02:30:00",224,10.6,10.75,95.8,100,0.2021658,94.8,99.8,12.52
"2020-10-12 03:00:00",225,10.2,10.48,96.9,100,0.2021682,94.8,99.8,12.53
"2020-10-12 03:30:00",226,10.1,10.28,97.8,100,0.202192,94.8,99.8,12.53
"2020-10-12 04:00:00",227,9.2,9.44,96.1,100,0.2696093,94.8,99.8,12.52
"2020-10-12 04:30:00",228,8.4,8.69,96.1,100,0.2696331,94.9,99.9,12.52
"2020-10-12 05:00:00",229,7.6,7.873,96.1,100,0.2696443,94.9,99.9,12.52
"2020-10-12 05:30:00",230,7.1,7.47,96.4,100,0.2696471,95,100,12.52
"2020-10-12 06:00:00",231,6.9,7.218,96.3,100,0.2696369,95,100,12.51
"2020-10-12 06:30:00",232,6.8,7.116,97,100,0.943763,95,100,12.5
"2020-10-12 07:00:00",233,6.8,7.066,97.1,100,6.673838,95,100,12.51
"2020-10-12 07:30:00",234,6.8,7.197,98.1,100,22.38227,95.1,100.1,12.51
"2020-10-12 08:00:00",235,6.7,7.036,95.7,99.7,29.66669,95,100,12.51
"2020-10-12 08:30:00",236,6.5,6.783,95.7,99.3,60.00443,95.1,100.1,12.51
"2020-10-12 09:00:00",237,6.2,6.642,92.5,97.1,105.1174,95.2,100.1,12.52
"2020-10-12 09:30:00",238,6.6,7.247,92,94.6,215.5972,95.2,100.2,12.57
"2020-10-12 10:00:00",239,7.7,8.63,86.5,93.8,151.1758,95.2,100.2,12.59
"2020-10-12 10:30:00",240,8.4,9.26,83.1,80.9,162.977,95.2,100.2,12.67
"2020-10-12 11:00:00",241,9.1,10.15,73.2,76.2,82.18211,95.2,100.2,12.73
"2020-10-12 11:30:00",242,9.8,10.73,56.8,62.31,123.5692,95.2,100.2,13.52
"2020-10-12 12:00:00",243,10.9,12,58,56.15,257.7566,95.2,100.2,12.88
"2020-10-12 12:30:00",244,11.7,12.66,57.8,56.61,108.3765,95.2,100.2,12.93
"2020-10-12 13:00:00",245,12.7,13.43,38.6,41.99,612.1761,95.2,100.2,12.94
"2020-10-12 13:30:00",246,12.8,13.84,41.1,43.81,95.00344,95.2,100.2,13.26
"2020-10-12 14:00:00",247,13.1,13.79,38.5,45.5,199.5993,95.2,100.2,12.86
"2020-10-12 14:30:00",248,13.4,14.11,40.8,43.37,52.47458,95.3,100.2,13
"2020-10-12 15:00:00",249,13.3,14.81,44.5,43.32,365.8786,95.3,100.3,12.97
"2020-10-12 15:30:00",250,13.2,13.47,40.5,45.33,107.5037,95.3,100.3,12.93
"2020-10-12 16:00:00",251,12.3,12.93,39.1,44.14,34.95951,95.3,100.3,12.83
"2020-10-12 16:30:00",252,11.6,11.92,49.4,51.51,25.39598,95.3,100.3,12.76
"2020-10-12 17:00:00",253,10.7,11.13,54.2,50.61,15.56364,95.4,100.4,12.72
"2020-10-12 17:30:00",254,9.3,9.64,59.6,61.37,3.504018,95.4,100.4,12.7
"2020-10-12 18:00:00",255,8.1,8.51,64.2,69.8,0.2695896,95.4,100.4,12.68
"2020-10-12 18:30:00",256,7.5,7.762,71.1,71.72,0.2696254,95.5,100.4,12.67
"2020-10-12 19:00:00",257,7.2,7.177,77.8,77.16,0.2696331,95.5,100.5,12.66
"2020-10-12 19:30:00",258,6.5,6.38,72.5,74.87,0.2696538,95.5,100.5,12.65
"2020-10-12 20:00:00",259,5.6,5.38,79,81.2,0.2696749,95.5,100.5,12.64
"2020-10-12 20:30:00",260,4.8,4.643,81.7,86.2,0.2697228,95.5,100.5,12.63
"2020-10-12 21:00:00",261,4.9,4.885,83.1,90.2,0.2697282,95.6,100.5,12.61
"2020-10-12 21:30:00",262,4.7,4.774,83.3,88.6,0.2697168,95.6,100.5,12.6
"2020-10-12 22:00:00",263,4.1,3.906,85.4,92.5,0.2697194,95.5,100.5,12.6
"2020-10-12 22:30:00",264,3.6,3.542,87.5,94.8,0.3371921,95.5,100.5,12.59
"2020-10-12 23:00:00",265,3.8,3.825,89.7,96.7,0.2697676,95.5,100.5,12.58
"2020-10-12 23:30:00",266,4.1,4.654,92.5,97.6,0.2697956,95.5,100.4,12.57
"2020-10-13 00:00:00",267,4.7,5.279,91.1,96,0.2023465,95.4,100.4,12.57
"2020-10-13 00:30:00",268,5.3,5.945,87.8,91.8,0.2023342,95.4,100.4,12.56
"2020-10-13 01:00:00",269,5.5,5.976,88.6,92.7,0.2023093,95.4,100.4,12.55
"2020-10-13 01:30:00",270,5.5,5.916,86.8,90.8,0.2697248,95.4,100.4,12.55
"2020-10-13 02:00:00",271,5.5,5.845,86.6,90.7,0.2697229,95.3,100.3,12.54
"2020-10-13 02:30:00",272,5.6,5.855,89.1,95.2,0.2697375,95.2,100.2,12.53
"2020-10-13 03:00:00",273,5.5,5.845,87.1,91.3,0.2697253,95.2,100.2,12.54
"2020-10-13 03:30:00",274,5.5,5.845,87.4,92.6,0.2697264,95.1,100.1,12.53
"2020-10-13 04:00:00",275,5.5,5.926,87.6,90.7,0.2697335,95.1,100.1,12.53
"2020-10-13 04:30:00",276,5.7,6.067,90.9,95.3,0.2697267,95.2,100.2,12.52
"2020-10-13 05:00:00",277,5.3,5.663,95.3,99.5,0.2697218,95.2,100.2,12.51
"2020-10-13 05:30:00",278,5.4,5.683,93.1,98.2,0.2697407,95.3,100.3,12.51
"2020-10-13 06:00:00",279,5.3,5.724,92.7,96.3,0.2697234,95.4,100.4,12.5
"2020-10-13 06:30:00",280,5.5,5.845,93.5,97,0.7417154,95.5,100.5,12.51
"2020-10-13 07:00:00",281,5.4,5.905,94,97.7,13.89091,95.6,100.5,12.5
"2020-10-13 07:30:00",282,5.5,6.007,93.9,97.3,15.03669,95.6,100.6,12.51
"2020-10-13 08:00:00",283,5.7,6.218,91.9,95.2,42.48146,95.7,100.7,12.52
"2020-10-13 08:30:00",284,6.2,6.783,88.3,93,45.04505,95.7,100.7,12.53
"2020-10-13 09:00:00",285,7,7.772,79.1,84.3,89.7529,95.8,100.7,12.55
