"TOA5","S2bog","CR1000","34019","CR1000.Std.19","CPU:2020.01.13_S2BogWell.CR1","14464","S2BWMet"
TIMESTAMP,RECORD,AirT,AirTBW,RH,RHBW,PAR_Den,BP,BPnorm,Batt_volt
TS,RN,Deg C,Deg C,%,%,Âµmol/s/mÂ²,kPa,kPa,V DC
,,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp
2020-08-30 00:30:00,9291,10.2,10.4,94.6,100,0.2696523,96.2,101.1,12.59
2020-08-30 01:00:00,9292,10.2,10.38,96.3,100,0.2696523,96.2,101.1,12.59
2020-08-30 01:30:00,9293,10.1,10.3,96.2,100,0.2696461,96.1,101.1,12.59
2020-08-30 02:00:00,9294,10,10.3,96.2,100,0.2696497,96.1,101.1,12.59
2020-08-30 02:30:00,9295,9.8,10.01,95.4,100,0.2696685,96.1,101.1,12.57
2020-08-30 03:00:00,9296,9.6,9.84,96.1,100,0.2696553,96.1,101.1,12.58
2020-08-30 03:30:00,9297,9.3,9.45,94.9,100,0.2696304,96.1,101.1,12.57
2020-08-30 04:00:00,9298,9,9.23,95.5,100,0.2696422,96.1,101.1,12.57
2020-08-30 04:30:00,9299,8.9,9.13,96.1,100,0.2696455,96.1,101,12.57
2020-08-30 05:00:00,9300,8.8,9.21,97.4,100,0.3370582,96.1,101,12.57
2020-08-30 05:30:00,9301,8.7,8.99,96.7,100,3.033444,96.1,101,12.57
2020-08-30 06:00:00,9302,8.8,9.11,97.2,100,13.34718,96.1,101,12.56
2020-08-30 06:30:00,9303,9,9.43,97.9,100,22.9867,96.1,101,12.55
2020-08-30 07:00:00,9304,10.2,10.55,99,100,30.87344,96,101,12.55
2020-08-30 07:30:00,9305,11.6,12.18,95.3,100,84.66927,96,101,12.56
2020-08-30 08:00:00,9306,13.2,14.1,90.5,91.1,49.7466,96,101,12.57
2020-08-30 08:30:00,9307,14.9,15.46,80.3,85.2,68.13778,95.9,100.9,12.58
2020-08-30 09:00:00,9308,16.4,16.99,74.8,79.34,232.5956,95.9,100.9,12.6
2020-08-30 09:30:00,9309,17.9,18.62,71.6,77.8,1140.484,95.9,100.9,12.62
2020-08-30 10:00:00,9310,19,19.94,64,67.17,143.4062,95.9,100.9,12.65
2020-08-30 10:30:00,9311,20,20.62,60.2,64.64,1219.139,95.8,100.8,12.74
2020-08-30 11:00:00,9312,20.6,21.12,58.2,61.08,301.4228,95.8,100.8,12.77
2020-08-30 11:30:00,9313,21.5,21.92,54.8,59.23,301.6038,95.8,100.8,12.8
2020-08-30 12:00:00,9314,21.3,21.63,57.6,61.1,225.2855,95.7,100.7,12.85
2020-08-30 12:30:00,9315,21.4,21.73,61.6,63.42,255.7364,95.7,100.7,12.96
2020-08-30 13:00:00,9316,21.9,22.55,53.2,57.48,1012.632,95.7,100.7,12.87
2020-08-30 13:30:00,9317,21.9,22.18,55.1,58.1,198.8035,95.7,100.7,12.89
2020-08-30 14:00:00,9318,22.3,22.62,57.1,61.75,309.8004,95.6,100.6,12.9
2020-08-30 14:30:00,9319,22.1,22.53,57.5,61.7,371.77,95.6,100.6,12.88
2020-08-30 15:00:00,9320,22.2,22.65,53.6,57.46,803.8874,95.6,100.5,12.89
2020-08-30 15:30:00,9321,22.2,22.34,54.5,58.43,182.4585,95.5,100.5,12.91
2020-08-30 16:00:00,9322,22,22.17,55,61.37,115.5632,95.5,100.5,12.88
2020-08-30 16:30:00,9323,21.3,21.48,58.6,65.12,102.5742,95.4,100.4,12.86
2020-08-30 17:00:00,9324,20.7,20.94,60.5,65.89,90.73989,95.4,100.4,12.8
2020-08-30 17:30:00,9325,20.2,20.43,61.3,66.58,44.56377,95.4,100.4,12.76
2020-08-30 18:00:00,9326,19.4,19.54,65,69.95,24.77332,95.3,100.3,12.73
2020-08-30 18:30:00,9327,18.5,18.48,66.4,75.87,13.46568,95.3,100.3,12.71
2020-08-30 19:00:00,9328,17.2,16.91,77.3,84.4,1.683339,95.4,100.4,12.7
2020-08-30 19:30:00,9329,16.1,15.68,80,88,0.2694071,95.5,100.5,12.66
2020-08-30 20:00:00,9330,15.5,15.27,84.2,91.5,0.2694288,95.5,100.5,12.68
2020-08-30 20:30:00,9331,15.4,15.37,85.5,91.6,0.3367946,95.6,100.5,12.67
2020-08-30 21:00:00,9332,15.7,15.94,82.5,86.6,0.269451,95.5,100.5,12.66
2020-08-30 21:30:00,9333,16.2,16.41,81.9,86.3,0.2020868,95.5,100.5,12.65
2020-08-30 22:00:00,9334,16,16.38,82.8,87.5,0.2020854,95.5,100.5,12.65
2020-08-30 22:30:00,9335,16.2,16.48,82.5,86.9,0.2020912,95.5,100.5,12.64
2020-08-30 23:00:00,9336,16.2,16.64,80.8,85.4,0.2020842,95.4,100.4,12.64
2020-08-30 23:30:00,9337,16.3,16.71,79.7,84.2,0.2694406,95.4,100.3,12.63
2020-08-31 00:00:00,9338,16.2,16.56,80.5,85.9,0.269433,95.4,100.4,12.62
2020-08-31 00:30:00,9339,15.5,15.34,91.1,97.1,0.2020738,95.4,100.4,12.62
2020-08-31 01:00:00,9340,15,14.93,94.1,99.6,0.2694488,95.4,100.4,12.61
2020-08-31 01:30:00,9341,14.7,14.81,96.1,100,0.2694543,95.3,100.3,12.61
2020-08-31 02:00:00,9342,14.7,14.81,96.6,100,0.2020901,95.3,100.3,12.61
2020-08-31 02:30:00,9343,14.6,14.72,97.1,100,0.2694623,95.2,100.2,12.61
2020-08-31 03:00:00,9344,14.4,14.57,97.3,100,0.2694954,95.2,100.2,12.59
2020-08-31 03:30:00,9345,14.3,14.61,97.9,100,0.2695091,95.1,100.1,12.6
2020-08-31 04:00:00,9346,14.4,14.69,98.3,100,0.2695277,95.1,100.1,12.6
2020-08-31 04:30:00,9347,14.5,14.83,98.6,100,0.2021472,95.1,100,12.59
2020-08-31 05:00:00,9348,13.7,13.66,95.4,99.2,0.2695326,95.1,100.1,12.59
2020-08-31 05:30:00,9349,11.2,11.33,95.2,99.9,0.539066,95.3,100.3,12.59
2020-08-31 06:00:00,9350,10.4,10.66,97.1,100,2.021545,95.3,100.3,12.58
2020-08-31 06:30:00,9351,10.3,10.65,97.6,100,14.96117,95.2,100.2,12.57
2020-08-31 07:00:00,9352,10.3,10.59,97.6,100,17.32255,95.3,100.3,12.58
2020-08-31 07:30:00,9353,10.3,10.62,98.1,100,15.09977,95.4,100.3,12.57
2020-08-31 08:00:00,9354,10.3,10.64,97.8,100,34.64917,95.3,100.3,12.57
2020-08-31 08:30:00,9355,10.5,10.92,98.5,100,118.4439,95.4,100.3,12.59
2020-08-31 09:00:00,9356,10.8,11.09,97.8,100,130.1021,95.4,100.4,12.59
2020-08-31 09:30:00,9357,11.9,12.64,97.7,100,1166.189,95.4,100.4,12.63
2020-08-31 10:00:00,9358,13,13.77,94.4,95.5,344.852,95.4,100.4,12.67
2020-08-31 10:30:00,9359,13.8,14.73,87.2,93.3,485.6573,95.4,100.4,12.76
2020-08-31 11:00:00,9360,15.1,15.97,72,76.96,293.5757,95.5,100.4,12.77
2020-08-31 11:30:00,9361,16.1,17.1,64.5,65.81,531.7235,95.5,100.5,12.78
2020-08-31 12:00:00,9362,16.9,17.96,52.3,62.13,155.3468,95.5,100.4,12.99
2020-09-14 05:30:00,10021,2,2.076,95.2,100,0.3372785,97.6,102.6,12.52
2020-09-14 06:00:00,10022,2,2.207,95.8,100,5.396496,97.6,102.6,12.52
2020-09-14 06:30:00,10023,2.2,2.552,96.6,100,24.41959,97.7,102.7,12.52
2020-09-14 07:00:00,10024,2.6,2.996,97.4,100,51.7389,97.7,102.7,12.52
2020-09-14 07:30:00,10025,3.4,4.228,98.8,100,92.95879,97.6,102.6,12.53
2020-09-14 08:00:00,10026,5.2,6.309,99.9,100,114.8123,97.6,102.6,12.55
2020-09-14 08:30:00,10027,7,7.742,99.9,100,133.4782,97.6,102.6,12.57
2020-09-14 09:00:00,10028,8.7,9.39,93.4,97.4,160.5845,97.5,102.5,12.6
2020-09-14 09:30:00,10029,10.4,11.45,81.6,84.2,354.0583,97.6,102.5,12.63
2020-09-14 10:00:00,10030,11.8,12.64,72.9,77.94,376.8625,97.5,102.5,12.69
2020-09-14 10:30:00,10031,13.3,14.25,67.1,72.69,314.4967,97.4,102.4,12.74
2020-09-14 11:00:00,10032,14.3,15.01,62.4,64.07,297.4307,97.4,102.4,12.93
2020-09-14 11:30:00,10033,15.2,15.94,57,59.53,955.8423,97.4,102.4,13.16
2020-09-14 12:00:00,10034,15.8,16.2,54.3,58.21,291.9131,97.3,102.3,13.03
2020-09-14 12:30:00,10035,16,16.42,56.1,61.31,644.5148,97.3,102.2,13.11
2020-09-14 13:00:00,10036,16.8,17.18,57,63.82,351.7861,97.2,102.2,13
2020-09-14 13:30:00,10037,16.9,17.44,57.2,61.24,342.6873,97.1,102.1,12.96
2020-09-14 14:00:00,10038,17.1,17.36,55,62,292.398,97.1,102,13.09
2020-09-14 14:30:00,10039,17.1,17.59,60.5,65.4,170.8316,97,102,12.94
2020-09-14 15:00:00,10040,16.7,17.24,63,69.67,247.9763,96.9,101.9,12.98
2020-09-14 15:30:00,10041,16.8,17.19,62.9,69.4,185.3756,96.9,101.9,12.99
2020-09-14 16:00:00,10042,16.6,16.9,63.3,67.92,151.967,96.8,101.8,12.89
2020-09-14 16:30:00,10043,16.5,17.07,68.8,72.7,116.3676,96.8,101.8,12.86
2020-09-14 17:00:00,10044,16,16.24,70.8,78.9,83.44179,96.8,101.8,12.82
2020-09-14 17:30:00,10045,15.8,15.91,78.2,83.8,28.35694,96.8,101.7,12.75
2020-09-14 18:00:00,10046,15.4,15.59,77.3,82.6,13.9437,96.7,101.7,12.73
2020-09-14 18:30:00,10047,15,15.18,78.5,85.7,1.751294,96.6,101.6,12.72
2020-09-14 19:00:00,10048,14.8,14.92,80.6,85.5,0.2694341,96.6,101.6,12.7
2020-09-14 19:30:00,10049,14.3,14.32,82.1,88.7,0.2020885,96.6,101.6,12.69
2020-09-14 20:00:00,10050,13.3,13.06,86.1,93.2,0.269449,96.6,101.6,12.68
2020-09-14 20:30:00,10051,12.7,12.64,88.5,95,0.2694848,96.5,101.5,12.66
2020-09-14 21:00:00,10052,12.8,12.65,89.7,95.8,0.2695247,96.5,101.5,12.65
2020-09-14 21:30:00,10053,12.1,12.1,90.2,97.1,0.2695353,96.5,101.5,12.64
2020-09-14 22:00:00,10054,11.6,11.36,90.9,99,0.2695424,96.5,101.5,12.64
2020-09-14 22:30:00,10055,11.1,10.86,91.2,100,0.2021797,96.4,101.4,12.63
2020-09-14 23:00:00,10056,10.5,10.53,93.8,100,0.2695853,96.4,101.3,12.62
2020-09-14 23:30:00,10057,10.2,10.39,94.5,100,0.2695953,96.3,101.3,12.61
2020-09-15 00:00:00,10058,10.1,10.32,94.4,100,0.2696327,96.3,101.3,12.61
2020-09-15 00:30:00,10059,10.3,10.59,96.1,100,0.2696436,96.3,101.3,12.6
2020-09-15 01:00:00,10060,10.6,10.85,96.5,100,0.2696591,96.2,101.2,12.59
2020-09-15 01:30:00,10061,10.6,10.9,95.6,100,0.269653,96.2,101.2,12.59
2020-09-15 02:00:00,10062,10.6,10.91,96.6,100,0.2696458,96.2,101.2,12.58
2020-09-15 02:30:00,10063,10.7,11.11,97.4,100,0.2696421,96.2,101.1,12.58
2020-09-15 03:00:00,10064,10.8,11.12,96.9,100,0.2696286,96.1,101.1,12.57
2020-09-15 03:30:00,10065,10.9,11.25,97.4,100,0.2696037,96.1,101,12.57
2020-09-15 04:00:00,10066,11,11.38,97.6,100,0.2696187,96,101,12.57
2020-09-15 04:30:00,10067,11.1,11.55,98.2,100,0.2695953,96,101,12.57
2020-09-15 05:00:00,10068,11.4,11.82,98.3,100,0.2021955,96,101,12.57
2020-09-15 05:30:00,10069,11.6,12.2,98.8,100,0.3369972,96,101,12.56
2020-09-15 06:00:00,10070,12.2,12.72,99.2,100,4.920146,96,101,12.56
2020-09-15 06:30:00,10071,12.6,13.24,99.4,100,30.26163,96,101,12.56
2020-09-15 07:00:00,10072,13.2,13.75,99,100,51.28155,96,101,12.56
2020-09-15 07:30:00,10073,14.2,14.47,98.9,100,48.11501,96,101,12.57
2020-09-15 08:00:00,10074,14.8,15.18,96.2,100,61.99392,96,101,12.57
2020-09-15 08:30:00,10075,15.5,16.08,96.2,99.2,90.88973,96,101,12.58
2020-09-15 09:00:00,10076,16.8,17.42,90.2,90.8,187.0787,96,101,12.62
2020-09-15 09:30:00,10077,17.3,18.01,82.2,84.8,169.4972,96.1,101,12.63
2020-09-15 10:00:00,10078,17.4,18.05,81.3,85.5,185.6485,96.1,101.1,12.63
2020-09-15 10:30:00,10079,17.5,17.95,80.5,85.5,153.4935,96.1,101.1,12.63
2020-09-15 11:00:00,10080,17.2,17.64,82.4,87.4,171.8525,96.1,101.1,12.62
2020-09-15 11:30:00,10081,17.7,18.31,80.1,84.3,281.3,96.1,101.1,12.7
2020-09-15 12:00:00,10082,18,18.6,80.4,84.4,175.0749,96.1,101.1,12.68
2020-09-15 12:30:00,10083,18.3,18.95,77.2,82.1,453.5339,96.1,101.1,12.88
2020-09-15 13:00:00,10084,19.4,19.92,73.2,80.3,328.5402,96.1,101.1,13.03
2020-09-15 13:30:00,10085,20.1,20.88,70.6,74.95,318.2028,96.1,101.1,12.93
2020-09-15 14:00:00,10086,19.6,19.87,72.7,77.15,189.9561,96.1,101.1,12.85
2020-09-15 14:30:00,10087,19.6,20.18,72.4,75.58,193.5945,96.1,101.1,12.94
2020-09-15 15:00:00,10088,19.5,19.8,70.3,76.08,209.9587,96.1,101.1,12.85
2020-09-15 15:30:00,10089,19.3,19.64,71.6,77.16,136.7917,96.2,101.1,12.79
2020-09-15 16:00:00,10090,19.3,19.6,75.3,82.4,164.7447,96.2,101.1,12.79
2020-09-15 16:30:00,10091,19,19.12,74.5,83.7,74.19484,96.2,101.1,12.75
2020-09-15 17:00:00,10092,18.4,18.27,81.6,86.7,74.26878,96.1,101.1,12.72
2020-09-15 17:30:00,10093,17.7,17.42,84.3,91.1,20.40159,96.1,101.1,12.69
2020-09-15 18:00:00,10094,16.7,16.31,86.8,95,10.50487,96.2,101.2,12.67
2020-09-15 18:30:00,10095,15.9,15.5,88,96,1.549025,96.2,101.2,12.65
2020-09-15 19:00:00,10096,15,14.65,89.6,97.9,0.2694311,96.2,101.2,12.64
2020-09-15 19:30:00,10097,14.4,14,89.8,98.3,0.2694568,96.2,101.2,12.62
2020-09-15 20:00:00,10098,13.8,13.47,91.2,99.7,0.2694424,96.2,101.2,12.63
2020-09-15 20:30:00,10099,13.4,13.28,92.4,100,0.2694864,96.2,101.1,12.62
2020-09-15 21:00:00,10100,13.3,13.23,93.6,100,0.2695388,96.2,101.1,12.62
2020-09-15 21:30:00,10101,13,12.89,92.6,100,0.2695398,96.1,101.1,12.61
2020-09-15 22:00:00,10102,12.5,12.56,94.3,100,0.2695364,96.2,101.1,12.61
2020-09-15 22:30:00,10103,12.7,12.84,95.6,100,0.2695523,96.2,101.2,12.6
2020-09-15 23:00:00,10104,12.7,12.86,94.7,100,0.2695489,96.2,101.2,12.6
2020-09-15 23:30:00,10105,12.7,12.82,95.6,100,0.2695453,96.2,101.2,12.6
2020-09-16 00:00:00,10106,12.4,12.56,95.6,100,0.2695516,96.2,101.2,12.59
2020-09-16 00:30:00,10107,12.2,12.22,95.1,100,0.2695467,96.2,101.2,12.58
2020-09-16 01:00:00,10108,11.6,11.49,94.3,100,0.336938,96.2,101.2,12.58
2020-09-16 01:30:00,10109,11.1,11.12,95.2,100,0.3369595,96.2,101.2,12.57
2020-09-16 02:00:00,10110,10.6,10.79,95.5,100,0.2695875,96.2,101.2,12.57
2020-09-16 02:30:00,10111,10.3,10.36,95.6,100,0.2696041,96.2,101.2,12.57
2020-09-16 03:00:00,10112,9.9,9.91,95.7,100,0.269626,96.3,101.3,12.57
2020-09-16 03:30:00,10113,9.6,9.64,95.6,100,0.2696486,96.3,101.3,12.56
2020-09-16 04:00:00,10114,9.1,9.13,94.5,100,0.2696415,96.3,101.3,12.56
2020-09-16 04:30:00,10115,8.6,8.71,94,100,0.2696468,96.4,101.4,12.56
2020-09-16 05:00:00,10116,8.3,8.39,93.4,99.8,0.2696414,96.5,101.4,12.56
2020-09-16 05:30:00,10117,8.1,8.57,93.9,98.1,0.4044716,96.5,101.5,12.56
2020-09-16 06:00:00,10118,7.8,8.19,93,98.2,5.325587,96.5,101.5,12.56
2020-09-16 06:30:00,10119,7.6,8.04,95.3,100,22.7855,96.6,101.6,12.55
2020-09-16 07:00:00,10120,7.9,8.46,94.5,98.7,41.79613,96.6,101.6,12.55
2020-09-16 07:30:00,10121,8.6,9.31,90.3,94.2,63.36874,96.6,101.6,12.55
2020-09-16 08:00:00,10122,9.7,10.44,85,90.9,163.5724,96.7,101.6,12.57
2020-09-16 08:30:00,10123,10.5,11.05,84.7,87.8,177.5257,96.7,101.7,12.58
2020-09-16 09:00:00,10124,11,11.76,77.8,83.3,154.2624,96.8,101.7,12.6
2020-09-16 09:30:00,10125,11.3,11.9,75.8,82.9,139.183,96.8,101.8,12.61
2020-09-16 10:00:00,10126,12.1,12.84,68.2,72.53,142.9359,96.8,101.8,12.62
2020-09-16 10:30:00,10127,12.1,12.57,73.1,74.28,217.264,96.8,101.8,12.62
2020-09-16 11:00:00,10128,13.1,13.93,63.9,68.07,153.4399,96.9,101.8,12.67
2020-09-16 11:30:00,10129,13.4,13.81,59.4,61.24,183.4786,96.8,101.8,12.67
2020-09-16 12:00:00,10130,14.3,14.93,57.3,59.87,95.39146,96.8,101.8,13.4
2020-09-16 12:30:00,10131,14.2,14.67,58.9,65.62,816.7844,96.9,101.9,13.37
2020-09-16 13:00:00,10132,15.1,15.26,49.2,55.77,130.2747,96.9,101.9,12.86
2020-09-16 13:30:00,10133,14.8,15.03,46.9,51.52,234.3257,96.9,101.9,12.93
2020-09-16 14:00:00,10134,14.8,15.12,48.7,53.68,183.18,96.9,101.9,12.86
2020-09-19 05:00:00,10260,3.1,3.522,95.1,100,0.269818,97,102,12.53
2020-09-19 05:30:00,10261,3.1,3.482,95.1,100,0.2698136,97,102,12.53
2020-09-19 06:00:00,10262,3.2,3.482,94.8,100,3.642486,97,102,12.53
2020-09-19 06:30:00,10263,3.2,3.482,94.8,100,23.33961,97,102,12.52
2020-09-19 07:00:00,10264,3.5,3.966,95.1,100,39.25934,97,102,12.52
2020-09-19 07:30:00,10265,4.4,5.118,96,99.9,58.54763,97,102,12.53
2020-09-19 08:00:00,10266,5.6,6.491,95.3,98.1,87.48382,96.9,101.9,12.53
2020-09-19 08:30:00,10267,8.4,8.93,86,89.1,138.4559,96.9,101.9,12.55
2020-09-19 09:00:00,10268,10.2,10.87,74.3,82.6,80.51351,96.9,101.9,12.57
2020-09-19 09:30:00,10269,12.1,13.34,73.6,76.98,775.1444,96.9,101.9,12.61
2020-09-19 10:00:00,10270,14.9,15.87,53.6,56.41,508.1988,96.9,101.9,12.68
2020-09-19 10:30:00,10271,16,17.1,51,52.55,126.8102,96.9,101.9,12.72
2020-09-19 11:00:00,10272,17,17.61,47.9,50.36,209.4753,96.9,101.9,12.9
2020-09-19 11:30:00,10273,16.5,17.12,52.4,58.05,510.9238,96.8,101.8,13.04
2020-09-19 12:00:00,10274,18.4,18.98,54.1,55.41,268.5726,96.8,101.8,12.95
2020-09-19 12:30:00,10275,19.2,19.64,52.3,52.78,259.4867,96.8,101.8,12.87
2020-09-19 13:00:00,10276,19.7,20,52.8,55.56,330.1484,96.8,101.8,12.93
2020-09-19 13:30:00,10277,20.9,21.28,45,48.26,201.2807,96.7,101.7,12.75
2020-09-19 14:00:00,10278,21,21.13,48,52.33,200.4363,96.7,101.7,12.7
2020-09-19 14:30:00,10279,20.7,21.15,52.8,50.68,218.1866,96.7,101.7,12.8
2020-09-19 15:00:00,10280,20.5,20.92,51.4,57.66,163.4877,96.7,101.7,12.79
2020-09-19 15:30:00,10281,20.7,20.59,54.3,61.54,149.6932,96.7,101.7,12.9
2020-09-19 16:00:00,10282,20.1,19.86,52.7,59.27,79.55476,96.7,101.6,12.83
2020-09-19 16:30:00,10283,19.4,19.56,62,66.1,66.57008,96.7,101.7,12.78
2020-09-19 17:00:00,10284,18,17.69,71.4,75.62,42.07452,96.7,101.7,12.73
2020-09-19 17:30:00,10285,16.8,16.32,75.1,83.6,27.20066,96.7,101.7,12.69
2020-09-19 18:00:00,10286,15.7,15.12,79.4,87.8,10.63955,96.7,101.7,12.66
2020-09-19 18:30:00,10287,14.6,14.05,82.3,91.6,0.7408909,96.7,101.7,12.65
2020-09-19 19:00:00,10288,13.6,13.08,85.7,94.6,0.2694359,96.8,101.7,12.64
2020-09-19 19:30:00,10289,12.9,12.47,87.9,96.6,0.2694738,96.8,101.8,12.63
2020-09-19 20:00:00,10290,12.3,11.94,88,97.4,0.2695198,96.8,101.8,12.62
2020-09-19 20:30:00,10291,11.8,11.53,89.4,98.6,0.3369312,96.8,101.8,12.62
2020-09-19 21:00:00,10292,11.3,11.1,89.7,99.4,0.3369481,96.8,101.8,12.61
2020-09-19 21:30:00,10293,10.8,10.44,89.3,99.1,0.2021903,96.8,101.8,12.6
2020-09-19 22:00:00,10294,10.3,10.17,91.2,100,0.2696075,96.9,101.9,12.6
2020-09-19 22:30:00,10295,10.3,10.36,93.6,100,0.2696328,96.9,101.9,12.59
2020-09-19 23:00:00,10296,10.3,10.5,94,100,0.2696468,96.9,101.9,12.59
2020-09-19 23:30:00,10297,10.1,10.29,93.5,100,0.2696475,96.9,101.9,12.58
2020-09-20 00:00:00,10298,9.9,10.2,94.7,100,0.2022341,96.9,101.9,12.57
2020-09-20 00:30:00,10299,9.8,10.08,94.9,100,0.2696367,96.8,101.8,12.57
2020-09-20 01:00:00,10300,9.7,9.92,94.7,100,0.2696418,96.8,101.8,12.57
2020-09-20 01:30:00,10301,9.8,10,95.6,100,0.2696486,96.8,101.8,12.56
2020-09-20 02:00:00,10302,10.5,10.86,91.6,96.5,0.2696389,96.8,101.8,12.56
2020-09-20 02:30:00,10303,10.5,11.06,90.3,94.6,0.2696409,96.8,101.8,12.56
2020-09-20 03:00:00,10304,10.5,10.85,89.7,94.7,0.2696554,96.8,101.7,12.56
2020-09-20 03:30:00,10305,10.4,10.53,88.9,94.9,0.2696394,96.8,101.7,12.56
2020-09-20 04:00:00,10306,10.1,10.26,89.1,95.4,0.3370639,96.8,101.7,12.55
2020-09-20 04:30:00,10307,10.2,10.43,89.1,94.1,0.2696517,96.7,101.7,12.55
2020-09-20 05:00:00,10308,10.1,10.46,88.5,93.8,0.2696452,96.7,101.7,12.55
2020-09-20 05:30:00,10309,10.5,10.89,85.9,91.6,0.3370629,96.7,101.7,12.55
2020-09-20 06:00:00,10310,10.4,10.7,85.6,91.8,3.505464,96.7,101.6,12.55
2020-09-20 06:30:00,10311,10.4,10.78,86.1,91.6,25.48234,96.7,101.7,12.55
2020-09-20 07:00:00,10312,11,11.59,83.8,88.3,56.55804,96.7,101.7,12.54
2020-09-20 07:30:00,10313,11.3,11.94,81.1,86.2,77.11406,96.6,101.6,12.56
2020-09-20 08:00:00,10314,11.9,12.55,80.4,84.8,104.7433,96.6,101.6,12.57
2020-09-20 08:30:00,10315,12.8,13.29,76.8,82.6,146.0518,96.6,101.6,12.58
2020-09-20 09:00:00,10316,13.8,14.42,73.2,78.12,181.4947,96.6,101.6,12.62
2020-09-20 09:30:00,10317,14.8,15.52,71.4,75.12,214.8178,96.6,101.6,12.65
2020-09-20 10:00:00,10318,15.9,16.59,69.2,73.92,354.7813,96.6,101.6,12.69
2020-09-20 10:30:00,10319,16.8,17.48,67.6,70.76,273.5309,96.6,101.6,12.74
2020-09-20 11:00:00,10320,16.5,17.01,69.7,72.86,256.5234,96.5,101.6,12.73
2020-09-20 11:30:00,10321,17.6,18.17,64.3,69.23,316.2701,96.5,101.5,12.84
2020-09-20 12:00:00,10322,18,18.38,63,67.37,208.2015,96.5,101.5,12.89
2020-09-20 12:30:00,10323,17.9,18.41,62.9,68.25,360.0505,96.5,101.4,12.88
2020-09-20 13:00:00,10324,18.9,19.32,63.1,68.21,349.1382,96.5,101.4,12.95
2020-09-20 13:30:00,10325,19.6,20.16,56.1,59.74,302.4813,96.4,101.4,13.12
2020-09-20 14:00:00,10326,19.9,20.26,52.5,56.86,233.795,96.3,101.3,12.85
2020-09-20 14:30:00,10327,20.3,20.84,52.2,55.71,383.5679,96.2,101.2,12.91
2020-09-20 15:00:00,10328,20.5,21.16,49.3,52.4,299.183,96.3,101.3,12.93
2020-09-20 15:30:00,10329,20.5,20.89,52,55.5,167.3462,96.3,101.3,12.93
2020-09-20 16:00:00,10330,20.2,20.52,48.9,52.78,130.4569,96.3,101.3,12.9
2020-09-20 16:30:00,10331,19.3,19.37,53.2,58,62.26792,96.3,101.3,12.81
2020-09-20 17:00:00,10332,18.7,19.02,53.5,57.31,23.96805,96.4,101.4,12.76
2020-09-20 17:30:00,10333,18.2,18.27,58.7,66.88,24.57598,96.4,101.4,12.74
2020-09-20 18:00:00,10334,17.6,17.5,61.2,67.88,3.030122,96.4,101.4,12.71
2020-09-20 18:30:00,10335,17,17.01,60.2,70.93,0.4714483,96.4,101.4,12.7
2020-09-20 19:00:00,10336,16.7,16.63,61.1,67.08,0.2694128,96.5,101.5,12.69
2020-09-20 19:30:00,10337,16.2,16.52,60.8,64.53,0.3367932,96.4,101.4,12.68
2020-09-20 20:00:00,10338,16.2,16.52,56.3,61.8,0.2694428,96.4,101.4,12.66
2020-09-20 20:30:00,10339,16.1,16.35,59.4,64.27,0.2020779,96.4,101.4,12.66
2020-09-20 21:00:00,10340,15.7,15.88,58.1,62.41,0.202081,96.5,101.4,12.65
2020-09-20 21:30:00,10341,15.2,15.4,61.7,67.79,0.2694434,96.4,101.4,12.64
2020-09-20 22:00:00,10342,15.1,15.58,58.8,62.98,0.2694473,96.4,101.4,12.64
2020-09-20 22:30:00,10343,14.7,14.88,60.7,67.9,0.269444,96.4,101.4,12.63
2020-09-20 23:00:00,10344,14.3,14.28,64.2,69.75,0.2694534,96.4,101.4,12.63
2020-09-20 23:30:00,10345,14,14.24,66.1,71.38,0.2694717,96.4,101.4,12.61
2020-09-21 00:00:00,10346,14.3,14.47,61.3,68.58,0.2695087,96.4,101.4,12.61
2020-09-21 00:30:00,10347,13.5,13.65,70.1,76.62,0.2695436,96.4,101.4,12.6
2020-09-21 01:00:00,10348,13.5,13.75,66.1,72.7,0.2695456,96.4,101.4,12.59
2020-09-21 01:30:00,10349,13.3,13.71,69.8,77.13,0.269545,96.4,101.4,12.6
2020-09-21 02:00:00,10350,13.2,13.41,70.3,75.2,0.269542,96.4,101.4,12.59
2020-09-21 02:30:00,10351,12.9,13.34,73.8,77.59,0.2695406,96.4,101.4,12.59
2020-09-21 03:00:00,10352,12.8,12.86,74.5,80.4,0.3369422,96.4,101.4,12.58
2020-09-21 03:30:00,10353,12.2,12.32,79.8,86.2,0.269553,96.4,101.4,12.58
2020-09-21 04:00:00,10354,11.8,11.77,82.5,88.4,0.3369254,96.4,101.4,12.58
2020-09-21 04:30:00,10355,11.2,11.35,85.4,91.6,0.2021862,96.4,101.4,12.57
2020-09-21 05:00:00,10356,11,11.19,86.7,92.2,0.2695852,96.4,101.4,12.57
2020-09-21 05:30:00,10357,10.6,10.95,89.6,94.7,0.2695971,96.4,101.4,12.57
2020-09-21 06:00:00,10358,10.9,11.11,89.4,95,3.167843,96.4,101.4,12.57
2020-09-21 06:30:00,10359,10.9,11.25,90.3,94.8,17.39165,96.4,101.4,12.57
2020-09-21 07:00:00,10360,11,11.45,91.7,95.6,35.79552,96.4,101.4,12.55
2020-09-21 07:30:00,10361,12.4,12.82,87.5,91.9,102.0552,96.5,101.4,12.56
