"TIMESTAMP","RECORD","Fc_wpl","LE_wpl","Hs","Hc","tau","u_star","cov_Uz_Uz","cov_Uz_Ux","cov_Uz_Uy","cov_Uz_co2","cov_Uz_h2o","cov_Uz_Ts","cov_Ux_Ux","cov_Ux_Uy","cov_Ux_co2","cov_Ux_h2o","cov_Ux_Ts","cov_Uy_Uy","cov_Uy_co2","cov_Uy_h2o","cov_Uy_Ts","cov_co2_co2","cov_h2o_h2o","cov_Ts_Ts","Uz_Avg","Ux_Avg","Uy_Avg","co2_mean","h2o_Avg","Ts_mean","rho_a_mean","press_mean","panel_temp_Avg","wnd_dir_compass","wnd_dir_csat3","wnd_spd","rslt_wnd_spd","batt_volt_Avg","std_wnd_dir","n_Tot","csat_warnings","irga_warnings","del_T_f_Tot","sig_lck_f_Tot","amp_h_f_Tot","amp_l_f_Tot","chopper_f_Tot","detector_f_Tot","pll_f_Tot","sync_f_Tot","agc_Avg","Fc_irga","LE_irga","co2_wpl_LE","co2_wpl_H","h2o_wpl_LE","h2o_wpl_H","h2o_hmp_mean","t_hmp_mean","SWUpper_Avg","SWLower_Avg","LWUpper_Avg","LWLower_Avg","LWUpperCo_Avg","LWLowerCo_Avg","RsNet_Avg","RlNet_Avg","Rn_Avg","CNR4TC_Avg","Albedo_Avg","hfp01sc_1_Avg","hfp01sc_2_Avg","hfp01sc_3_Avg","hfp01sc_4_Avg","del_Tsoil(1)","del_Tsoil(2)","soil_water_T_Avg(1)","soil_water_T_Avg(2)","Tsoil_avg(1)","Tsoil_avg(2)","shf_cal(1)","shf_cal(2)","shf_cal(3)","shf_cal(4)","cs616_Avg(1)","cs616_Avg(2)","ch4_um_mol_Avg","press_7700_Avg","rssi_Avg"
"TS","RN","mg/(m^2 s)","W/m^2","W/m^2","W/m^2","kg/(m s^2)","m/s","(m/s)^2","(m/s)^2","(m/s)^2","mg/(m^2 s)","g/(m^2 s)","m C/s","(m/s)^2","(m/s)^2","mg/(m^2 s)","g/(m^2 s)","m C/s","(m/s)^2","mg/(m^2 s)","g/(m^2 s)","m C/s","(mg/m^3)^2","(g/m^3)^2","C^2","m/s","m/s","m/s","mg/m^3","g/m^3","C","kg/m^3","kPa","C","degrees","degrees","m/s","m/s","V","degrees","samples","samples","samples","samples","samples","samples","samples","samples","samples","samples","samples","unitless","mg/(m^2 s)","W/m^2","mg/(m^2 s)","mg/(m^2 s)","W/m^2","W/m^2","g/m^3","C","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","Deg C","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","C","C","frac_v_wtr","frac_v_wtr","C","C","W/(m^2 mV)","W/(m^2 mV)","W/(m^2 mV)","W/(m^2 mV)","uSeconds","uSeconds","umol/mol","kPa",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Avg","Avg","Avg","Smp","Avg","Smp","Smp","Smp","Avg","Smp","Smp","Smp","Smp","Avg","Smp","Tot","Tot","Tot","Tot","Tot","Tot","Tot","Tot","Tot","Tot","Tot","Avg","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Smp","Smp","Avg","Avg","Smp","Smp","Smp","Smp","Smp","Smp","Avg","Avg","Avg","Avg","Avg"
"2022-07-16 04:30:00",5948,0.339144,-1.463464,-1.77275,-1.671611,0.005453807,0.06860674,0.0005564206,0.0003506927,-0.004693802,0.3444028,-0.0005181666,-0.001522853,0.005364634,-0.009254856,0.2093573,-0.002423568,-0.002491196,0.1552773,-5.166686,0.08100599,0.02580514,6908.118,0.4825636,0.07536833,-0.01317653,0.08649433,-0.5241261,908.2125,5.039383,18.14301,1.158687,96.70149,17.40988,40.62917,-80.62918,0.5968027,0.5312151,11.00181,26.85224,18000,0,0,0,0,0,0,0,0,0,0,67.83489,0.3444028,-1.264327,-0.0006620078,-0.00459676,-0.02380951,-0.1753281,13.38705,15.90714,1.288,1.606,-12.02,-1.808,7999,7999,-0.318,-10.21,-10.53,777.9,"INF",11.18897,9.098226,9.824203,10.54867,-0.0122757,-0.04815483,1.008988,0.9601552,18.45073,18.64075,22.43225,19.69895,21.81638,20.10634,42.73119,42.04499,3.766692,95.80122,46.41903
"2022-07-16 05:00:00",5949,-0.3383412,-5.814693,-1.385355,-1.02721,0.0007012762,0.02460548,0.0007347621,0.0002071376,0.0005688926,-0.3321366,-0.002283143,-0.001190452,0.009509419,-0.001341621,1.004099,-0.007004309,-0.01104982,0.05976266,4.259387,0.06186056,0.0119628,4551.881,0.1800856,0.07612388,-0.04809958,-0.06403366,0.02582533,981.1606,3.161187,18.12963,1.158312,96.70527,17.23246,161.9647,158.0353,0.2374384,0.06904533,10.9916,68.21371,18000,0,0,0,0,0,0,0,0,0,0,62.15272,-0.3321366,-5.570868,-0.003152537,-0.003052108,-0.1057491,-0.138076,13.4886,15.99598,10.64,2.888,-11.68,-1.569,7999,7999,7.753,-10.11,-2.354,779,0.321,11.1095,9.105522,9.845655,10.39164,0.005552292,-0.001068115,1.008784,0.9601146,18.45628,18.63968,22.43225,19.69895,21.81638,20.10634,42.73182,42.04362,4.401892,95.80503,51.3367
"2022-07-16 05:30:00",5950,0.268434,-6.579391,-0.08430613,0.3100698,0.0006284641,0.02329429,0.0001859591,-0.0005148303,0.0001714367,0.2715833,-0.002642879,-7.245265E-05,0.01442485,0.001236081,-2.624461,0.07160919,0.0006332255,0.02276483,0.9952075,0.1307915,0.01279742,5371.479,2.151688,0.02315791,-0.04564514,-0.03311156,0.1434131,1132.596,6.576501,18.12719,1.158194,96.69418,17.42612,216.9992,103.0008,0.2256993,0.1471859,11.00207,47.77402,18000,0,0,0,0,0,0,0,0,0,0,76.573,0.2715833,-6.448625,-0.004212903,0.001063606,-0.1223671,-0.008399694,13.48243,15.99294,28.75,5.587,-12.87,-0.687,7999,7999,23.16,-12.18,10.98,777.6,0.194,11.01592,9.102738,9.846909,10.22095,0.005281448,0.05299187,1.00857,0.9578995,18.46156,18.69267,22.43225,19.69895,21.81638,20.10634,42.73208,42.04205,4.238984,95.79417,59.19383
"2022-07-16 06:00:00",5951,-0.1680365,-8.902371,0.596513,1.125539,0.000488217,0.02054802,0.0002888972,-7.281877E-05,0.0004158942,-0.1662729,-0.003603045,0.0005134799,0.01468333,-0.003599914,2.574985,0.01272651,-0.00705519,0.01000704,-2.22539,-0.07013757,0.002149777,5159.043,2.227349,0.02896618,-0.04298592,-0.06156982,0.05854488,1055.836,11.00803,18.63606,1.156307,96.71558,17.61097,183.5574,136.4426,0.1539176,0.08496085,11.00219,54.21622,18000,0,0,0,0,0,0,0,0,0,0,86.89906,-0.1662729,-8.79143,-0.005364965,0.003601354,-0.1722047,0.06126372,13.88944,16.46387,44.42,7.678,-14.75,-0.764,7999,7999,36.74,-13.99,22.76,775.8,0.174,10.90604,9.089351,9.82859,10.03691,-0.01847076,-0.06901741,1.009411,0.9605904,18.44309,18.62366,22.43225,19.69895,21.81638,20.10634,42.73269,42.04078,3.648868,95.81605,61.70062
"2022-07-16 06:30:00",5952,0.3127816,-3.513746,-0.8971969,-0.6791986,0.001370823,0.03447843,0.001347242,4.638883E-05,-0.001187857,0.3168685,-0.00137233,-0.0007744225,0.01167274,-0.0002523195,-1.579084,-0.006710579,-0.01500583,0.02548367,-4.31344,0.06960241,0.04724531,4089.506,0.3020807,0.2504662,-0.05528471,-0.08477413,0.2544362,1021.115,15.14443,19.50293,1.153152,96.72896,18.08479,211.5728,108.4273,0.3047382,0.2681873,11.00394,28.05242,18000,0,0,0,0,0,0,0,0,0,0,93.99934,0.3168685,-3.348486,-0.001982789,-0.002104177,-0.06880563,-0.09645411,14.5222,17.19404,99.4,16.05,-14.07,0.395,7999,7999,83.3,-14.47,68.86,775.4,0.162,10.78472,9.069139,9.793094,9.840557,0.0004444122,0.04223633,1.00941,0.9587119,18.44353,18.66589,22.43225,19.69895,21.81638,20.10634,42.733,42.03761,4.964604,95.83047,69.40784
"2022-07-16 07:00:00",5953,0.3292748,-8.281841,-3.099024,-2.571933,0.0008993839,0.02801215,0.004802137,-9.889314E-05,-0.0007784237,0.3411228,-0.003171642,-0.00269122,0.01395501,-0.003468507,-2.305625,0.0212095,0.0305899,0.06776253,0.2495529,-0.06916614,-0.07442736,1523.344,0.2939221,0.3843901,-0.04719913,-0.1186358,0.1957801,959.6838,16.86223,21.47226,1.146179,96.74921,19.35453,198.7856,121.2144,0.3071137,0.2289199,10.99824,40.87159,18000,0,0,0,0,0,0,0,0,0,0,94,0.3411228,-7.738807,-0.004338837,-0.007509134,-0.1760032,-0.3670308,15.95459,18.78672,136.9,21.11,-17.64,0.859,7999,7999,115.7,-18.5,97.3,775.5,0.154,10.6468,9.041159,9.73115,9.636602,0.009021759,0.03915977,1.009039,0.9570955,18.45256,18.70505,22.43225,19.69895,21.81638,20.10634,42.73334,42.03672,3.967105,95.85181,73.00895
"2022-07-16 07:30:00",5954,-0.4894046,23.38581,15.18323,13.62133,0.001231199,0.03285771,0.006141169,-0.0009238226,0.0005587044,-0.537173,0.008575634,0.01325216,0.02599806,0.0161105,-2.583365,0.009676833,0.03034383,0.07637035,-13.15819,0.05371485,0.1243633,3348.77,0.1090291,0.3411148,-0.02622579,-0.07366849,0.02025542,887.2999,18.13662,23.0589,1.140391,96.78207,21.12089,155.3738,164.6262,0.2606492,0.07640241,11.00963,68.10152,18000,0,0,0,0,0,0,0,0,0,0,93.99767,-0.537173,20.92455,0.01091475,0.03685366,0.5166732,1.944586,17.21403,20.15911,175.8,26.1,-24.68,0.735,7999,7999,149.7,-25.42,124.3,770.9,0.148,10.49909,9.004216,9.653644,9.424328,-0.01016235,-0.01449203,1.009557,0.9576302,18.44239,18.69056,22.43225,19.69895,21.81638,20.10634,42.73459,42.03591,2.769715,95.88536,72.5528
"2022-07-16 08:00:00",5955,-0.4667918,76.45483,46.34715,41.21254,0.01353105,0.1093109,0.03957691,-0.009013081,-0.007844747,-0.5908518,0.02797214,0.04073759,0.1656999,-0.06550465,-5.199314,-0.01929302,0.1027769,0.2562374,5.755371,-0.002861525,-0.1583003,678.67,0.09519584,0.37545,-0.03483265,0.2805036,0.04921463,745.2824,18.51857,25.17882,1.132411,96.78146,23.36627,310.0487,9.951313,0.64661,0.2847883,11.01284,60.59143,18000,0,0,0,0,0,0,0,0,0,0,94,-0.5908518,68.25202,0.03015116,0.09390882,1.821775,6.381029,18.45533,22.00917,314,40.78,-27.31,2.237,7999,7999,273.2,-29.55,243.6,767.4,0.131,10.34256,8.963353,9.564882,9.207748,0.001228333,0.03951263,1.009566,0.9559847,18.44362,18.73007,22.43225,19.69895,21.81638,20.10634,42.73561,42.03478,2.213065,95.88628,73.04003
"2022-07-16 08:30:00",5956,-0.3061876,66.35885,30.89887,26.58963,0.01525149,0.1163585,0.0324056,-0.01259828,-0.004959451,-0.3862233,0.02492533,0.02730254,0.3660313,0.007116193,1.893003,-0.05799914,-0.04357032,0.1420003,0.3755853,-0.01467083,-0.01708725,89.53005,0.1052278,0.1040885,-0.06123496,0.3750558,0.423653,681.9317,18.34591,26.02866,1.126461,96.76268,25.94492,271.5182,48.48185,0.8004694,0.5658168,11.02176,43.85562,18000,0,0,0,0,0,0,0,0,0,0,94,-0.3862233,60.81782,0.02469174,0.05534395,1.537192,4.003841,17.39913,23.66373,304,41.96,-40.63,3.326,7999,7999,262.1,-43.95,218.1,764,0.138,10.17415,8.912864,9.45744,8.984096,-0.01225471,0.008890152,1.010147,0.9552332,18.43137,18.73896,22.43225,19.69895,21.81638,20.10634,42.73641,42.02817,2.102198,95.86863,73.29847
"2022-07-16 09:00:00",5957,-0.08467758,91.31918,33.96979,28.11738,0.02919389,0.1612965,0.03056541,-0.007161034,-0.02501162,-0.1759319,0.03474077,0.03013196,0.2023419,0.093737,-1.719752,-0.1197815,-0.0004498326,0.5995007,-4.501468,-0.2897878,-0.01286029,90.19865,0.3636411,0.1201902,-0.02615147,0.0329929,0.8848013,668.4365,18.59835,26.77402,1.122127,96.73632,27.85171,232.1355,87.8645,1.044205,0.8854162,11.0161,31.5865,18000,0,0,0,0,0,0,0,0,0,0,94,-0.1759319,84.76747,0.03386624,0.05738811,2.150035,4.40168,17.39197,24.71929,332.9,49.01,-43.48,-1.381,7999,7999,283.9,-42.1,241.8,761.4,0.146,9.997332,8.858655,9.337448,8.755857,-0.02489662,-0.05311012,1.011271,0.9572246,18.40647,18.68585,22.43225,19.69895,21.81638,20.10634,42.73706,42.02566,2.045204,95.84301,73.41981
"2022-07-16 09:30:00",5958,-0.3041795,104.9859,41.60218,34.84548,0.05371407,0.2187513,0.06159797,-0.02787161,-0.03889729,-0.4139427,0.03988148,0.03688976,0.4989576,0.003326893,-0.8850529,0.001904214,-0.008372069,0.4229696,1.026326,-0.05230748,-0.05388932,56.46767,0.1936769,0.1139111,-0.05521418,0.333289,1.5827,667.4778,18.27162,26.80532,1.122501,96.72746,29.15094,241.8918,78.10825,1.770083,1.617411,11.03096,23.78852,18000,0,0,0,0,0,0,0,0,0,0,94,-0.4139427,97.31081,0.03879477,0.07096837,2.410482,5.264598,16.99721,24.65701,357.7,50.67,-48.65,-1.806,7999,7999,307.1,-46.84,260.2,760.1,0.141,9.813574,8.79536,9.205331,8.530822,-0.01173019,0.0288372,1.011829,0.9559681,18.39474,18.71469,22.43225,19.69895,21.81638,20.10634,42.73784,42.02409,2.049726,95.83427,73.32724
"2022-07-16 10:00:00",5959,-0.275188,131.7741,66.53317,57.93584,0.02247206,0.1416863,0.05051133,-0.01200884,-0.01608708,-0.4418255,0.04940036,0.05915995,0.3394177,-0.04616413,-0.4216881,-0.01988418,0.04872609,0.5376675,1.181353,-0.09173054,-0.04400382,35.86969,0.3570226,0.4683548,-0.02181956,-0.1242761,1.407806,669.533,17.88198,27.61291,1.119404,96.7262,29.95577,224.9552,95.04478,1.537497,1.413281,11.02764,23.02327,18000,0,0,0,0,0,0,0,0,0,0,94,-0.4418255,120.5369,0.04832639,0.1183111,2.948279,8.288968,16.74042,25.51089,600.9,83.7,-61.01,0.207,7999,7999,517.2,-61.21,456,758.5,0.138,9.636058,8.727586,9.074224,8.313778,-0.02319908,-0.02656364,1.012886,0.9569792,18.37154,18.68813,22.43225,19.69895,21.81638,20.10634,42.7386,42.02308,2.05048,95.83312,73.36137
"2022-07-16 10:30:00",5960,-0.2934959,189.1891,56.92519,44.84075,0.02894095,0.1609108,0.06125459,-0.01325243,-0.02224374,-0.4545082,0.07302456,0.05069192,0.399456,-0.1349085,0.1966973,-0.1308185,-0.02244514,0.3767363,0.1342658,0.05229433,-0.02375531,23.80721,0.4704068,0.2499454,-0.04210538,0.8160014,0.5429044,661.4638,17.24958,28.02595,1.117744,96.70937,31.31883,286.3633,33.63673,1.209006,0.9801039,11.02986,35.24487,18000,0,0,0,0,0,0,0,0,0,0,94,-0.4545082,178.1799,0.07064144,0.09037087,4.195495,6.813712,16.10052,26.00229,538.7,70.55,-66.33,-2.904,7999,7999,468.1,-63.42,404.7,757.1,0.13,9.458441,8.658699,8.94078,8.106945,-0.02797318,-0.04237938,1.014122,0.9586134,18.34357,18.64575,22.43225,19.69895,21.81638,20.10634,42.73887,42.02209,2.006758,95.8176,73.32083
"2022-07-16 11:00:00",5961,-0.3063637,247.082,114.4649,98.40309,0.03534963,0.178047,0.05363138,-0.02554113,-0.01877733,-0.5927188,0.0936323,0.1021724,0.5705132,-0.06780837,-0.7489222,-0.1119579,-0.04219491,0.879473,-0.04217804,-0.05023831,-0.05273575,38.1389,0.6666526,0.6023175,-0.0005594722,0.46607,-0.3351426,655.4142,16.829,28.62376,1.115104,96.68098,32.92141,-4.280762,-35.71924,1.21295,0.5740573,11.02077,58.78648,18000,0,0,0,0,0,0,0,0,0,0,94,-0.5927188,228.4628,0.08993166,0.1964234,5.258698,13.3605,15.70694,26.68044,734.5,94.5,-73.68,-5.401,7999,7999,640.1,-68.28,571.8,757.2,0.127,9.296872,8.59011,8.809232,7.914434,-0.003318787,0.04578018,1.014261,0.9567117,18.34025,18.69153,22.43225,19.69895,21.81638,20.10634,42.73877,42.02089,1.963129,95.79002,73.54776
"2022-07-16 11:30:00",5962,-0.3006967,172.711,62.67712,51.59101,0.03677299,0.1817345,0.03754255,-0.01786607,-0.02777794,-0.4651503,0.06628348,0.05603138,0.2727385,-0.03416743,0.509375,-0.03289182,-0.04453295,0.8057879,0.5699018,-0.04217811,-0.09553777,22.44215,0.534078,0.2756584,-0.01721467,0.27898,0.4744489,646.4111,16.7593,28.77474,1.113408,96.6621,34.2633,260.4559,59.54411,1.011147,0.5503922,11.0356,54.67803,18000,0,0,0,0,0,0,0,0,0,0,94,-0.4651503,161.7317,0.06288093,0.1015727,3.706182,7.2731,15.61445,27.08971,461.2,60.55,-62.1,-9.3,7999,7999,400.6,-52.81,347.8,752.7,0.131,9.145071,8.513796,8.676773,7.732372,-0.03087044,-0.04969978,1.015611,0.9589804,18.30938,18.64183,22.43225,19.69895,21.81638,20.10634,42.73882,42.02562,1.952868,95.77182,73.49913
"2022-07-16 12:00:00",5963,-0.2503806,162.5537,55.61087,45.22325,0.01768479,0.1261007,0.0434861,-0.01277322,-0.009470959,-0.3976506,0.06262759,0.04977045,0.2508671,0.01425877,0.3325468,-0.01584208,-0.02133074,0.2811714,0.3016941,0.01314154,-0.01802932,22.15856,0.462101,0.2383665,-0.05308574,0.1641226,0.9510097,641.2184,16.42543,28.82889,1.112154,96.63977,34.27689,239.7915,80.20849,1.109606,0.9650676,11.03461,29.23423,18000,0,0,0,0,0,0,0,0,0,0,94,-0.3976506,152.8113,0.05898491,0.08828507,3.429781,6.312636,15.28065,27.41064,592.2,78.22,-63.93,-6.19,7999,7999,514,-57.74,456.2,752.6,0.132,9.013517,8.438911,8.549983,7.573333,-0.02255821,-0.02564812,1.016592,0.960278,18.28682,18.61618,22.43225,19.69895,21.81638,20.10634,42.73875,42.03008,1.924334,95.74912,73.4447
"2022-07-16 12:30:00",5964,-0.2654975,271.8892,79.84844,62.53035,0.01888884,0.1304065,0.06097146,0.009619746,-0.01402354,-0.4868358,0.1055463,0.07155439,0.4030604,-0.1211047,0.2337089,0.0383717,0.05794884,0.5910727,-0.5323794,0.0003207296,0.01400679,22.41772,1.100521,0.3620321,-0.03599599,0.145498,0.6108109,640.8688,15.87556,29.15139,1.110725,96.62962,35.03727,243.3984,76.60156,1.056638,0.627901,11.03211,51.59618,18000,0,0,0,0,0,0,0,0,0,0,94,-0.4868358,257.533,0.09943729,0.121901,5.596019,8.760178,14.78118,27.8443,688.7,88.3,-73.53,-8.82,7999,7999,600.4,-64.7,535.7,754.8,0.128,8.908484,8.370039,8.431638,7.442329,-0.001171112,0.06983376,1.016597,0.9574421,18.28565,18.68601,22.43225,19.69895,21.81638,20.10634,42.73801,42.02947,1.905133,95.73975,73.44775
"2022-07-16 13:00:00",5965,-0.2873841,203.3824,70.35928,57.32417,0.04026476,0.1904824,0.04872983,-0.008623997,-0.03524374,-0.4718289,0.07841139,0.06310771,0.3563269,0.0809245,0.6657288,-0.1202003,-0.03021135,0.4205613,0.3504798,-0.02667052,-0.09104732,27.25466,0.8388557,0.2985384,-0.001280792,0.1673526,1.167521,636.2719,16.14247,29.48386,1.109725,96.61269,35.69706,238.1572,81.84277,1.337807,1.179454,11.02503,27.86778,18000,0,0,0,0,0,0,0,0,0,0,94,-0.4718289,191.3238,0.07342443,0.1110204,4.222419,7.836228,14.99594,28.02522,554.4,72.59,-65.14,-9.48,7999,7999,481.8,-55.66,426.2,759.4,0.131,8.826688,8.298265,8.322556,7.336368,-0.02334785,-0.05324364,1.017549,0.9595733,18.2623,18.63277,22.43225,19.69895,21.81638,20.10634,42.7369,42.0294,1.913365,95.72237,73.45019
"2022-07-16 13:30:00",5966,-0.3207262,198.3375,51.68803,39.07864,0.005800052,0.07229418,0.04370097,0.00343437,0.003939653,-0.4674861,0.07718834,0.04635978,0.1768343,0.00880515,0.1723479,-0.05158497,0.01075143,0.2509535,-0.4104879,0.07718186,0.02185982,27.86693,0.9447922,0.2138362,-0.0247144,-0.1799122,0.394982,630.9365,16.25121,29.27679,1.10975,96.5968,35.79514,205.511,114.489,0.6737239,0.4340267,11.03389,48.31428,18000,0,0,0,0,0,0,0,0,0,0,94,-0.4674861,188.3396,0.07167957,0.07508036,4.191267,5.806665,15.11979,27.94867,459.7,61.25,-63.03,-10.26,7999,7999,398.4,-52.77,345.7,761,0.133,8.768613,8.237167,8.223199,7.26898,-0.01571465,-0.09315109,1.018155,0.9632858,18.24659,18.53962,22.43225,19.69895,21.81638,20.10634,42.7356,42.02897,1.886575,95.7071,73.40926
"2022-07-16 14:00:00",5967,-0.4109212,295.0469,76.55173,57.72957,0.05614001,0.2249832,0.05906969,-0.02729431,-0.04262802,-0.6286408,0.1150223,0.06870044,0.6873724,-0.06421608,1.472273,-0.2387498,-0.08871368,0.7231315,1.486164,-0.2489847,-0.02518902,37.0172,1.176508,0.3824082,-0.002848472,0.231231,1.239999,631.0991,15.83565,29.73681,1.109104,96.58167,35.73751,240.563,79.43699,1.541194,1.261375,11.03268,34.51401,18000,0,0,0,0,0,0,0,0,0,0,94,-0.6286408,280.6544,0.1068595,0.1108601,6.058272,8.33427,14.66369,28.15067,652.4,87.9,-67.16,-6.744,7999,7999,564.5,-60.42,504.1,759,0.134,8.743762,8.1919,8.13955,7.238555,0.01287079,0.09578896,1.017488,0.9593963,18.25946,18.63541,22.43225,19.69895,21.81638,20.10634,42.73391,42.0284,1.894253,95.69151,73.47031
"2022-07-16 14:30:00",5968,-0.2568846,188.6907,40.29069,28.32116,0.02082027,0.1369609,0.04265818,-0.009634923,-0.01609477,-0.381046,0.07429055,0.03613168,0.180136,-0.004485351,-0.02589672,0.01451078,-0.002939174,0.3557632,-0.1649283,0.1091647,-0.01460406,24.19092,1.104998,0.1247724,-0.0589284,0.3713061,1.277644,636.5562,14.31714,29.38969,1.109924,96.57104,35.65296,246.2048,73.79518,1.409147,1.330505,11.03771,19.1353,18000,0,0,0,0,0,0,0,0,0,0,93.999,-0.381046,181.269,0.06946684,0.0546946,3.500648,3.921111,13.14673,28.14629,446.5,61.32,-59.14,-7.681,7999,7999,385.2,-51.46,333.7,755.8,0.137,8.74841,8.154066,8.068371,7.245293,-0.002918243,-0.00733757,1.017506,0.9596339,18.25654,18.62807,22.43225,19.69895,21.81638,20.10634,42.73212,42.02721,1.88794,95.68099,73.50965
"2022-07-16 15:00:00",5969,-0.2753395,217.4437,45.31977,31.52713,0.02313784,0.1444812,0.03621163,-0.0002428846,-0.0208734,-0.4146236,0.08517221,0.04069715,0.214669,0.0941119,0.05781261,-0.2137257,0.04128229,0.4418773,0.5733324,-0.4140899,-0.008203384,36.81587,1.880025,0.1766424,-0.007235278,-0.03256596,0.727842,628.6879,16.16007,29.5288,1.10841,96.52071,35.07158,227.4381,92.56188,0.9260438,0.7285702,11.02762,37.4045,18000,0,0,0,0,0,0,0,0,0,0,94,-0.4146236,207.8202,0.07889715,0.06038696,4.582108,5.041391,14.96405,28.09798,413.7,57.37,-62.16,-8.05,7999,7999,356.3,-54.11,302.2,751.8,0.138,8.78459,8.129875,8.009284,7.292079,-0.007555008,-0.03468132,1.017691,0.9609147,18.24899,18.59339,22.43225,19.69895,21.81638,20.10634,42.72979,42.02549,1.893447,95.62976,73.46795
"2022-07-16 15:30:00",5970,-0.1428037,121.5544,32.07074,24.31496,0.01670458,0.1227412,0.02142003,-0.000456287,-0.01505849,-0.2319185,0.04706183,0.02878928,0.1102246,0.05027951,0.07846142,-0.06486701,0.01353852,0.2045562,0.3970811,-0.1228385,-0.03307595,22.08558,1.218731,0.1720605,0.01802231,-0.161239,0.2751525,620.024,17.55317,29.48958,1.108804,96.50118,34.91951,199.6298,120.3702,0.5048136,0.3189152,11.03838,49.15381,18000,0,0,0,0,0,0,0,0,0,0,94,-0.2319185,114.8309,0.04303704,0.04607773,2.787332,3.936161,16.45754,27.68514,296.5,40.38,-58.64,-10.41,7999,7999,256.1,-48.23,207.9,752,0.136,8.850492,8.121062,7.967593,7.377225,0.01683235,0.05477715,1.01682,0.9586264,18.26582,18.64816,22.43225,19.69895,21.81638,20.10634,42.72757,42.02389,1.914781,95.61099,73.4208
"2022-07-16 16:00:00",5971,-0.2077575,120.343,15.49137,7.914629,0.01949099,0.1325044,0.02327739,-0.006355438,-0.01636678,-0.2660938,0.04742493,0.01388972,0.09324336,0.005418689,0.4154163,-0.09432442,-0.004845903,0.189688,0.9578938,-0.2176503,-0.01454462,21.58219,0.7821954,0.03682271,-0.002407736,0.2147688,0.915142,620.4664,17.3387,29.24357,1.110128,96.50545,34.12474,243.2074,76.79263,0.9949187,0.9400057,11.04243,19.02958,18000,0,0,0,0,0,0,0,0,0,0,94,-0.2660938,115.7168,0.0433366,0.01499968,2.757857,1.86835,16.18249,27.388,236.6,32.42,-50.03,-6.828,7999,7999,204.2,-43.2,161,755.6,0.137,8.936707,8.126591,7.940977,7.500434,0.01306343,-0.01726341,1.01611,0.9592341,18.27888,18.6309,22.43225,19.69895,21.81638,20.10634,42.7253,42.02226,1.946269,95.61398,73.35653
"2022-07-16 16:30:00",5972,0.04740915,69.75835,23.26203,18.78518,0.002963822,0.0516481,0.01247229,-0.0004639587,0.002626868,-0.01255895,0.02661078,0.02083919,0.07659058,0.07097311,-0.122755,-0.1841511,0.05153912,0.1230296,0.04855033,-0.2434625,0.07466213,52.51174,1.080955,0.1396609,-0.0009006945,-0.1443147,-0.06656271,619.4999,19.23022,28.82129,1.111075,96.49367,33.05198,115.2393,-155.2393,0.4307992,0.1589256,11.04141,64.34742,18000,0,0,0,0,0,0,0,0,0,0,94,-0.01255895,64.93031,0.02429606,0.03567205,1.713212,3.11484,17.90304,26.81606,236.4,33.54,-47.85,-5.527,7999,7999,202.8,-42.33,160.5,767.5,0.142,9.051472,8.150354,7.931805,7.655629,0.01122856,0.04615402,1.015467,0.9573165,18.29011,18.67706,22.43225,19.69895,21.81638,20.10634,42.72279,42.02094,1.940634,95.60246,72.8368
"2022-07-16 17:00:00",5973,0.4239299,58.06415,21.71507,17.96349,0.005162218,0.06808154,0.007760032,0.002185485,0.004087514,0.3687075,0.02197999,0.01940707,0.01643727,-0.0007943324,0.5010925,0.01128857,0.006524072,0.0176439,0.8456133,0.02334502,0.02396014,227.053,0.3181547,0.1152649,0.01166078,-0.2092246,-0.1205348,631.6094,19.67637,28.39828,1.113724,96.50643,32.3919,110.0536,-150.0536,0.2793708,0.2414613,11.03309,29.83794,18000,0,0,0,0,0,0,0,0,0,0,94,0.3687075,53.63117,0.02041946,0.03480291,1.448519,2.984462,18.3628,26.07438,181.8,25.68,-45.41,-6.229,7999,7999,156.1,-39.18,116.9,764,0.141,9.186564,8.187038,7.935968,7.841373,0.007574081,-0.0298233,1.014983,0.9603721,18.29768,18.64723,22.43225,19.69895,21.81638,20.10634,42.72029,42.05286,1.921501,95.61507,72.58496
