"TIMESTAMP","RECORD","Fc_wpl","LE_wpl","Hs","Hc","tau","u_star","cov_Uz_Uz","cov_Uz_Ux","cov_Uz_Uy","cov_Uz_co2","cov_Uz_h2o","cov_Uz_Ts","cov_Ux_Ux","cov_Ux_Uy","cov_Ux_co2","cov_Ux_h2o","cov_Ux_Ts","cov_Uy_Uy","cov_Uy_co2","cov_Uy_h2o","cov_Uy_Ts","cov_co2_co2","cov_h2o_h2o","cov_Ts_Ts","Uz_Avg","Ux_Avg","Uy_Avg","co2_mean","h2o_Avg","Ts_mean","rho_a_mean","press_mean","panel_temp_Avg","wnd_dir_compass","wnd_dir_csat3","wnd_spd","rslt_wnd_spd","batt_volt_Avg","std_wnd_dir","n_Tot","csat_warnings","irga_warnings","del_T_f_Tot","sig_lck_f_Tot","amp_h_f_Tot","amp_l_f_Tot","chopper_f_Tot","detector_f_Tot","pll_f_Tot","sync_f_Tot","agc_Avg","Fc_irga","LE_irga","co2_wpl_LE","co2_wpl_H","h2o_wpl_LE","h2o_wpl_H","h2o_hmp_mean","t_hmp_mean","SWUpper_Avg","SWLower_Avg","LWUpper_Avg","LWLower_Avg","LWUpperCo_Avg","LWLowerCo_Avg","RsNet_Avg","RlNet_Avg","Rn_Avg","CNR4TC_Avg","Albedo_Avg","hfp01sc_1_Avg","hfp01sc_2_Avg","hfp01sc_3_Avg","hfp01sc_4_Avg","del_Tsoil(1)","del_Tsoil(2)","soil_water_T_Avg(1)","soil_water_T_Avg(2)","Tsoil_avg(1)","Tsoil_avg(2)","shf_cal(1)","shf_cal(2)","shf_cal(3)","shf_cal(4)","cs616_Avg(1)","cs616_Avg(2)","ch4_um_mol_Avg","press_7700_Avg","rssi_Avg"
"TS","RN","mg/(m^2 s)","W/m^2","W/m^2","W/m^2","kg/(m s^2)","m/s","(m/s)^2","(m/s)^2","(m/s)^2","mg/(m^2 s)","g/(m^2 s)","m C/s","(m/s)^2","(m/s)^2","mg/(m^2 s)","g/(m^2 s)","m C/s","(m/s)^2","mg/(m^2 s)","g/(m^2 s)","m C/s","(mg/m^3)^2","(g/m^3)^2","C^2","m/s","m/s","m/s","mg/m^3","g/m^3","C","kg/m^3","kPa","C","degrees","degrees","m/s","m/s","V","degrees","samples","samples","samples","samples","samples","samples","samples","samples","samples","samples","samples","unitless","mg/(m^2 s)","W/m^2","mg/(m^2 s)","mg/(m^2 s)","W/m^2","W/m^2","g/m^3","C","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","Deg C","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","C","C","frac_v_wtr","frac_v_wtr","C","C","W/(m^2 mV)","W/(m^2 mV)","W/(m^2 mV)","W/(m^2 mV)","uSeconds","uSeconds","umol/mol","kPa",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Avg","Avg","Avg","Smp","Avg","Smp","Smp","Smp","Avg","Smp","Smp","Smp","Smp","Avg","Smp","Tot","Tot","Tot","Tot","Tot","Tot","Tot","Tot","Tot","Tot","Tot","Avg","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Smp","Smp","Avg","Avg","Smp","Smp","Smp","Smp","Smp","Smp","Avg","Avg","Avg","Avg","Avg"
"2022-07-17 17:00:00",6021,-0.2057403,170.7001,55.1864,44.15203,0.09962392,0.3010542,0.1153477,-0.03846534,-0.0820663,-0.3522211,0.06531467,0.0499729,0.882587,0.02618959,-0.2098214,0.03166297,0.009637705,0.8657216,1.476566,-0.239963,-0.1533191,17.22372,0.2744702,0.1676111,-0.01983717,0.0727636,2.426296,628.8682,18.66584,31.26925,1.099193,96.20966,35.64514,231.7178,88.28223,2.604166,2.427386,11.04011,21.1041,18000,0,0,0,0,0,0,0,0,0,0,94,-0.3522211,159.3678,0.06117217,0.08530866,4.131237,7.201129,17.40588,29.21701,397.6,69.7,-66.52,-4.531,7999,7999,327.9,-61.99,265.9,764.4,0.167,8.669415,7.744204,7.747897,7.855902,0.0069561,-0.09005165,1.007392,0.9530435,18.4297,18.76901,22.46557,19.7086,21.83304,20.10004,42.68988,42.01083,1.87347,95.31751,71.98382
"2022-07-17 17:30:00",6022,-0.1710135,156.5345,45.28389,35.18917,0.1095,0.3155616,0.1263827,-0.04248496,-0.09006125,-0.2949747,0.06007234,0.04098968,0.8116697,-0.0007800069,0.1223391,0.0009537883,-0.009747921,0.7296504,0.7561204,-0.1555726,-0.09680682,4.97052,0.2073589,0.08236973,-0.0127495,0.2111526,2.394313,627.0508,19.14361,31.22784,1.099628,96.19841,35.44684,235.0399,84.96016,2.557377,2.403605,11.05013,19.86213,18000,0,0,0,0,0,0,0,0,0,0,94,-0.2949747,146.5765,0.05609982,0.06786141,3.894888,6.06305,17.84212,28.99073,339,65.1,-63.94,-4.766,7999,7999,273.9,-59.17,214.7,766.6,0.189,8.907495,7.799971,7.831903,8.147066,0.03232765,0.07010269,1.005758,0.9499158,18.46202,18.83911,22.46557,19.7086,21.83304,20.10004,42.68602,42.00504,1.882394,95.30663,71.83435
"2022-07-17 18:00:00",6023,-0.09862907,92.14303,24.652,18.73113,0.07104613,0.2541997,0.1065338,-0.01850695,-0.06191052,-0.167966,0.03545908,0.02231714,0.7339653,0.1036558,0.03462411,-0.01678153,-0.01880818,0.6681821,0.4864237,-0.08062909,-0.06239758,3.25936,0.1223096,0.0415893,-0.0332885,-0.07914019,2.424922,627.7801,19.17576,31.09557,1.099488,96.17677,35.11564,228.1308,91.86924,2.579411,2.426213,11.04893,19.7402,18000,0,0,0,0,0,0,0,0,0,0,94,-0.167966,86.52016,0.03315913,0.03617784,2.308321,3.314544,17.91063,28.94962,276.4,58.38,-64.65,-7.049,7999,7999,218,-57.6,160.4,760.5,0.212,9.168151,7.872968,7.930209,8.457952,0.02006912,-0.01669312,1.004665,0.9505466,18.48209,18.82242,22.46557,19.7086,21.83304,20.10004,42.6823,42.00463,1.880126,95.28559,71.72764
"2022-07-17 18:30:00",6024,-0.05105562,65.66447,0.3461447,-3.743678,0.07033978,0.2527547,0.07664641,-0.02201871,-0.05997054,-0.06826986,0.02618898,0.000312919,0.4931542,0.06735793,0.09203491,-0.02088189,-0.01731602,0.5658467,0.09526919,-0.1207146,0.03022335,3.056538,0.09424741,0.07532273,-0.03067721,0.2574864,2.056122,627.3648,19.38402,30.75244,1.101038,96.17029,34.50505,237.1379,82.86205,2.180976,2.072182,11.05021,18.09098,18000,0,0,0,0,0,0,0,0,0,0,94,-0.06826986,63.90111,0.02444234,-0.007228099,1.716421,0.04693149,18.05558,28.48401,156.7,33.23,-61.22,-8.77,7999,7999,123.4,-52.44,70.97,754.2,0.18,9.446355,7.966276,8.037553,8.780152,0.02403259,0.02788734,1.003391,0.9496149,18.50613,18.8503,22.46557,19.7086,21.83304,20.10004,42.67841,42.00784,1.892655,95.27875,71.52995
"2022-07-17 19:00:00",6025,-0.04007709,43.64478,-4.957139,-7.627413,0.04756212,0.2076097,0.05868905,-0.01656716,-0.0397906,-0.04183719,0.01769079,-0.00447138,0.3187414,0.03621374,0.03239626,-0.01911629,0.004235141,0.3987385,0.3574551,-0.06235529,0.02246858,6.460033,0.06487667,0.01945777,-0.02760163,0.1610583,1.742888,630.7961,19.12047,30.26019,1.103484,96.16521,33.16112,235.2797,84.72035,1.838664,1.750314,11.03907,17.75572,18000,0,0,0,0,0,0,0,0,0,0,94,-0.04183719,43.16552,0.01656066,-0.01480056,1.143371,-0.6641122,17.84878,27.84027,111.1,30.02,-55.45,-7.785,7999,7999,81.1,-47.66,33.46,755.7,0.263,9.737134,8.075222,8.153669,9.10284,0.03250885,0.000869751,1.001759,0.9494816,18.53864,18.85117,22.46557,19.7086,21.83304,20.10004,42.6746,42.00605,1.905511,95.27235,71.40215
"2022-07-17 19:30:00",6026,0.5285118,38.28623,-14.16399,-16.43051,0.02431172,0.1483259,0.030443,-0.002889001,-0.02181006,0.5459859,0.0160531,-0.01275793,0.1625058,0.04429236,-2.397698,-0.03478039,0.02340894,0.5204422,-15.03268,-0.2981969,0.2934372,1137.195,0.2957191,0.2811301,-0.02370778,-0.1744424,1.121664,652.27,19.68129,29.61093,1.10505,96.15741,32.28313,221.1601,98.83987,1.218343,1.135148,11.04626,21.1666,18000,0,0,0,0,0,0,0,0,0,0,94,0.5459859,39.16955,0.01552285,-0.03299703,1.061083,-1.944407,18.27323,27.3238,51.41,15.41,-56.18,-10.48,7999,7999,36,-45.7,-9.7,757,0.28,10.0309,8.198361,8.269472,9.412026,0.04646683,0.02886963,0.999541,0.9482075,18.5851,18.88004,22.46557,19.7086,21.83304,20.10004,42.67104,42.00395,1.92534,95.26482,71.37659
"2022-07-17 20:00:00",6027,0.3873995,5.542019,-5.141058,-5.441354,0.002213405,0.04458541,0.00430742,0.000474288,-0.001930449,0.3972372,0.002500542,-0.00459572,0.02376135,0.005849604,1.826544,0.003504963,-0.02243838,0.03067684,2.319438,0.007289959,-0.01865165,3374.345,0.0547286,0.4806074,-0.002240542,-0.0902716,0.1910522,751.7315,20.56704,27.36369,1.113462,96.16299,30.94807,204.7094,115.2906,0.2765615,0.2113052,11.05315,39.34596,18000,0,0,0,0,0,0,0,0,0,0,94,0.3972372,6.101324,0.002766697,-0.01260433,0.1692648,-0.7285689,18.84856,25.00023,4.98,-0.408,-49.25,-9.78,7999,7999,5.388,-39.47,-34.08,760,"NAN",10.31431,8.332611,8.386349,9.711945,0.04188919,0.05602455,0.9975677,0.9458739,18.62699,18.93607,22.46557,19.7086,21.83304,20.10004,42.6682,42.00194,2.113335,95.26936,70.88051
"2022-07-17 20:30:00",6028,-0.08727273,-0.07655597,0.07997803,0.0839413,0.001381546,0.03512556,0.002279245,-3.071324E-05,-0.001233422,-0.08743878,-3.499403E-05,7.109327E-05,0.01781106,0.00862914,0.7562078,0.00622157,-0.002519606,0.04058903,2.125708,0.000107884,-0.02998035,2057.433,0.01295487,0.1676172,-0.01963142,0.0001821389,0.3395503,801.1971,20.24536,26.05765,1.119744,96.16117,28.79154,230.0308,89.96925,0.3731504,0.3395504,11.05011,24.30596,18000,0,0,0,0,0,0,0,0,0,0,94,-0.08743878,-0.08538544,-4.102002E-05,0.0002070739,-0.002317585,0.01114706,18.55195,23.38653,-1.61,0.234,-41.75,-6.889,7999,7999,-1.844,-34.87,-36.71,761.9,"NAN",10.58418,8.475832,8.501944,9.986202,0.01727676,-0.03476334,0.9966456,0.9471302,18.64427,18.9013,22.46557,19.7086,21.83304,20.10004,42.6652,41.99968,2.375805,95.26604,70.42294
"2022-07-17 21:00:00",6029,-0.03111592,-4.184374,-1.596951,-1.326807,0.001876233,0.04086327,0.003240812,-0.0003466323,-0.001633433,-0.0257037,-0.00158275,-0.001414646,0.02701289,0.005925661,0.6590912,0.007636399,-0.002072813,0.04818733,1.654501,0.005845559,-0.01680973,3697.605,0.03063378,0.207344,-0.01727746,-0.06197213,0.4650749,847.0345,19.83274,25.31434,1.123622,96.16372,26.79019,222.4099,97.59005,0.503427,0.4691857,11.03716,21.12473,18000,0,0,0,0,0,0,0,0,0,0,94,-0.0257037,-3.86191,-0.001954118,-0.0034581,-0.1030252,-0.219439,18.30222,22.42083,-1.978,0.595,-37.65,-5.139,7999,7999,-2.573,-32.51,-35.08,766.6,"INF",10.84176,8.622524,8.617925,10.23372,0.03647232,0.1132412,0.9949214,0.9424927,18.68074,19.01455,22.46557,19.7086,21.83304,20.10004,42.66257,41.99724,2.756123,95.26731,69.76401
"2022-07-17 21:30:00",6030,-0.06198282,-0.3653839,1.239969,1.250004,0.002605014,0.04810616,0.003433434,-0.0009406556,-0.002114403,-0.0649965,-0.0002130491,0.001096425,0.03309116,0.0141137,-0.234273,-0.0005833154,-0.01622318,0.058107,3.417567,-0.01014701,-0.0637467,3923.842,0.01593072,0.2600658,-0.0243589,-0.03585764,0.3735202,852.7493,19.52839,24.87292,1.125664,96.17072,25.36852,224.5165,95.48354,0.4371713,0.3752374,11.04381,30.48761,18000,0,0,0,0,0,0,0,0,0,0,94,-0.0649965,-0.5198399,-0.0002642689,0.003277942,-0.01366355,0.1681196,18.06962,21.94848,-0.967,0.962,-36.92,-5.56,7999,7999,-1.929,-31.36,-33.29,765.8,"NAN",11.07429,8.771874,8.72302,10.45003,0.01587296,-0.04989052,0.994097,0.9443243,18.69661,18.96465,22.46557,19.7086,21.83304,20.10004,42.66018,41.99474,2.827803,95.27428,69.69775
"2022-07-17 22:00:00",6031,-0.1587605,-8.163082,-0.03185112,0.4636957,0.0001827194,0.01272704,0.002038577,-8.455411E-05,-0.0001381569,-0.1556079,-0.003259738,-2.810422E-05,0.03774589,0.02027834,4.306963,0.003470384,-0.0345571,0.07280056,0.678865,-0.02284307,-0.0646279,11346.94,0.07299704,0.2647389,-0.02061378,-0.09127012,0.3408865,953.8459,18.95577,24.23972,1.128054,96.17011,24.17727,215.011,104.989,0.4268678,0.3528935,11.04058,33.71931,18000,0,0,0,0,0,0,0,0,0,0,93.87534,-0.1556079,-7.953761,-0.004511822,0.001359226,-0.2050776,-0.004243751,17.76867,21.37496,-0.839,0.809,-35.36,-5.864,7999,7999,-1.648,-29.5,-31.15,767.1,"INF",11.28383,8.918383,8.826511,10.63543,0.01752472,-0.0001487732,0.9932095,0.9441743,18.71414,18.96451,22.46557,19.7086,21.83304,20.10004,42.6579,41.99212,2.974255,95.27296,69.32638
"2022-07-17 22:30:00",6032,-0.1719091,-1.560727,1.684851,1.76276,0.001464084,0.03601009,0.002952669,0.001111683,-0.0006675789,-0.1757342,-0.0007128896,0.001485322,0.04481031,0.01753949,-4.830707,0.0164961,-0.01550306,0.05871374,-1.936446,0.00183384,-0.03505519,10368.88,0.1226929,0.2472881,-0.02090632,-0.0533011,0.3688302,872.6773,18.46975,24.03949,1.129061,96.16028,23.2982,221.7769,98.2231,0.4471537,0.3726617,11.03942,33.06067,18000,0,0,0,0,0,0,0,0,0,0,92.92467,-0.1757342,-1.739451,-0.0009018555,0.00472693,-0.04457283,0.223296,17.67653,21.09905,-0.512,0.974,-26.53,-4.826,7999,7999,-1.487,-21.7,-23.19,769.8,"NAN",11.46351,9.058041,8.924778,10.79035,0.02673721,0.04579353,0.9919288,0.9421917,18.74088,19.0103,22.46557,19.7086,21.83304,20.10004,42.65564,41.98914,2.928244,95.26264,68.76912
"2022-07-17 23:00:00",6033,-0.408565,-9.676502,1.892254,2.459481,0.002404929,0.04613023,0.002002591,-0.002027262,-0.0006469818,-0.4100995,-0.003966975,0.001666576,0.06462505,0.009379128,-1.840478,0.01878973,-0.02142006,0.03219881,-0.1823675,0.01919087,-0.01087376,5035.182,0.2610475,0.1406011,-0.029044,-0.02701965,0.3601345,847.5437,17.56093,23.80155,1.130137,96.16869,22.73305,225.7094,94.29066,0.4373936,0.3611467,11.02985,33.81894,18000,0,0,0,0,0,0,0,0,0,0,89.446,-0.4100995,-9.67942,-0.00486882,0.00640325,-0.246375,0.2492926,17.57702,20.86308,0.044,1.22,-17.68,-3.65,7999,7999,-1.176,-14.03,-15.2,772.7,"NAN",11.61538,9.191067,9.011113,10.91265,0.03520775,0.0508213,0.9903146,0.9399334,18.77608,19.06112,22.46557,19.7086,21.83304,20.10004,42.65386,41.98488,2.924855,95.27109,65.47108
"2022-07-17 23:30:00",6034,0.6712052,-10.29722,-1.15283,-0.5181527,0.004052445,0.05985766,0.004285794,-0.002529936,-0.0025371,0.6780923,-0.004056024,-0.001014529,0.06412031,0.02616076,-0.9116596,0.0181113,-0.0437487,0.06497629,-0.5531164,0.01801071,-0.04511099,8213.764,0.1341935,0.3186946,-0.02726008,-0.04648686,0.347347,923.2951,18.16866,23.66196,1.131039,96.17181,22.53337,222.3772,97.62283,0.4518487,0.3504439,11.03826,38.37229,18000,0,0,0,0,0,0,0,0,0,0,93.30634,0.6780923,-9.896698,-0.005418016,-0.001469115,-0.2498103,-0.1507071,17.447,20.66065,-0.185,0.691,-13.55,-3.051,7999,7999,-0.876,-10.5,-11.38,770.3,"NAN",11.74006,9.316126,9.090736,11.00503,0.009153366,-0.04279709,0.9898453,0.9414373,18.78524,19.01832,22.46557,19.7086,21.83304,20.10004,42.65255,41.9815,3.50181,95.27454,68.29966
"2022-07-18 00:00:00",6035,0.3393167,-9.951836,-5.681563,-5.022474,0.004390127,0.06229884,0.003579171,-0.0003797367,-0.003862523,0.3581786,-0.003681885,-0.004999508,0.05760261,0.02502542,1.636222,-0.001878823,-0.03956465,0.1405346,0.5731216,-0.01766433,-0.02544772,3928.589,0.09431859,0.3253011,-0.01586306,-0.01062737,0.1127328,908.9405,18.30009,23.56348,1.131142,96.15355,22.30426,224.6146,95.38538,0.4112985,0.1132326,11.03828,68.95449,18000,0,0,0,0,0,0,0,0,0,0,93.58266,0.3581786,-8.9838,-0.004841212,-0.01402065,-0.2263801,-0.7416558,17.41926,20.58278,0.131,0.859,-10.27,-2.233,7999,7999,-0.728,-8.04,-8.76,771.7,"NAN",11.8319,9.436224,9.157436,11.06746,0.0277462,0.06149864,0.9883246,0.9388189,18.81298,19.07982,22.46557,19.7086,21.83304,20.10004,42.6469,41.97824,3.832318,95.25607,66.63583
"2022-07-18 00:30:00",6036,0.01516357,-2.949454,1.097246,1.265299,0.001566227,0.03716803,0.00136242,0.0006385189,-0.001225044,0.01295833,-0.001235607,0.0009633076,0.03267525,0.00124938,-0.1481465,0.0008479084,-0.01589449,0.04710363,1.132531,-0.0129041,-0.02070784,1217.691,0.0405461,0.1630954,-0.03217553,0.08121675,-0.1503753,1050.954,18.12465,22.84909,1.133745,96.18518,22.14897,21.62679,-61.62677,0.2879811,0.1709061,11.00843,51.64582,18000,0,0,0,0,0,0,0,0,0,0,93.64733,0.01295833,-3.014882,-0.001873322,0.004078557,-0.07367976,0.1391083,16.94063,20.086,-0.633,0.116,-8.26,-2.141,7999,7999,-0.749,-6.124,-6.873,769.1,"NAN",12.09317,9.713375,9.384191,11.31603,0.006736755,-0.0005531311,0.9879574,0.9387316,18.81972,19.07927,22.44045,19.67303,21.83973,20.1554,42.64555,41.97601,5.115175,95.28828,67.42012
"2022-07-18 01:00:00",6037,-0.1751794,-2.821601,0.5275652,0.6928036,0.00121399,0.0327339,0.0008221298,0.0006964503,-0.0008143015,-0.1756644,-0.001155543,0.0004634824,0.04042089,-0.01461804,0.2448163,-0.01275318,-0.01656829,0.07769535,12.99121,0.02481354,-0.004694498,4659.566,0.05304083,0.09943505,-0.02665151,-0.03146375,-0.1461228,1060.379,18.27868,23.21574,1.132973,96.1839,22.00033,62.15161,-102.1516,0.3221942,0.1494719,11.03529,59.30624,18000,0,0,0,0,0,0,0,0,0,0,93.802,-0.1756644,-2.819524,-0.001769206,0.002254226,-0.0698282,0.06775104,17.15236,20.24699,0.581,0.694,-5.867,-1.529,7999,7999,-0.114,-4.338,-4.452,772,"NAN",12.12023,9.79004,9.403786,11.32794,0.03464699,0.05005646,0.9864297,0.9365913,18.85437,19.12933,22.44045,19.67303,21.83973,20.1554,42.64475,41.97332,4.51418,95.28686,66.71259
"2022-07-18 01:30:00",6038,-12.52773,-156.7879,20.87901,30.14782,0.2140271,0.4347361,0.1243439,0.01786948,-0.1881488,-12.52807,-0.06377792,0.0183514,0.7245901,-0.4547675,-7.743293,-0.02687239,0.0321614,5.177488,229.9958,1.194619,-0.7358529,27011.1,0.7062171,0.2919715,0.05081264,0.1537098,-1.441653,956.6969,18.06463,23.43891,1.132445,96.19595,22.14005,43.91408,-83.91406,1.798888,1.449824,11.04347,35.68088,18000,0,0,0,0,0,0,0,0,0,0,94,-12.52807,-155.6181,-0.08813569,0.08847982,-3.838601,2.66882,17.07677,20.43106,0.254,-0.008,-2.142,-1.077,7999,7999,0.262,-1.065,-0.803,772.4,"NAN",11.99271,9.751635,9.321289,11.17807,0.01194763,-0.002317429,0.985886,0.9365488,18.86631,19.12701,22.44045,19.67303,21.83973,20.1554,42.64419,41.97092,3.718462,95.29654,66.55662
"2022-07-18 02:00:00",6039,22.1389,-185.0563,-65.80202,-54.10362,0.1078755,0.3078622,0.4650519,0.01540461,0.09351885,22.43925,-0.07164721,-0.05754474,2.532608,-0.8527767,75.36127,-0.06459936,-0.1737871,3.684003,-135.2484,0.8986403,0.2172716,1500202,19.00313,0.8705885,0.2135654,3.487698E-05,-4.080544,1124.077,12.87952,22.2279,1.138178,96.41709,22.2359,49.9995,-89.99951,4.397777,4.080544,11.04375,21.75493,17999,1,0,0,0,0,1,0,0,0,0,87.9875,22.43925,-174.8192,-0.1154066,-0.1849401,-3.471362,-6.76571,13.8572,20.1397,-7.264,1.121,-3.906,-1.72,7999,7999,-8.38,-2.186,-10.57,773.8,-0.162,11.94198,9.788503,9.32476,11.10697,0.01564217,0.04590225,0.9852914,0.9348302,18.88196,19.17291,22.44045,19.67303,21.83973,20.1554,42.64544,41.97265,2.466218,95.51418,52.7596
"2022-07-18 02:30:00",6040,74.85105,-290.0624,-17.59996,-0.02779791,0.0401314,0.1868543,0.2135209,0.02301107,-0.0262586,75.39047,-0.1157644,-0.01524088,0.8729156,-0.2448742,214.3487,-0.2327964,-0.02888498,2.525061,-886.2075,1.967327,0.1022396,3402758,7.382375,0.03607642,0.08890302,-0.08973579,-2.414471,3281.306,1.426941,20.0174,1.149419,96.51765,21.4775,52.12846,-92.12845,2.620399,2.416138,11.04313,22.6149,17993,7,0,0,0,6,1,0,0,0,0,44.90894,75.39047,-282.4651,-0.5391434,-0.0002772479,-5.731258,-1.866008,14.29561,17.52816,-1.256,0.347,-1.98,-0.069,"NAN","NAN",-1.604,"NAN","NAN","NAN","NAN",11.84654,9.703681,9.426142,10.98223,0.02245522,-0.02690887,0.9844954,0.9362672,18.90441,19.146,22.44045,19.67303,21.83973,20.1554,42.64866,41.97905,10.14347,95.61623,0.2590533
"2022-07-18 03:00:00",6041,0.3711234,-18.61329,-9.750583,-8.540135,0.0179343,0.1250291,0.1133766,0.01508152,0.004112879,0.4041351,-0.00705846,-0.008459504,0.3852298,-0.03594546,21.36356,-0.103781,-0.02299451,0.7233047,-28.94299,0.1087743,0.0006513279,47350.64,1.448183,0.01468377,-0.04312068,0.08413435,0.5925409,915.3588,7.601738,20.18244,1.147261,96.27676,20.42599,238.0814,81.91863,1.067604,0.5984842,11.03573,53.69351,18000,0,0,0,0,0,0,0,0,0,0,55.508,0.4041351,-17.22264,-0.009188107,-0.02382366,-0.3511401,-1.03951,14.33692,17.33753,-1.268,1.385,-21.82,-0.161,7999,7999,-2.653,-21.66,-24.32,776.6,"INF",11.86122,9.725425,9.372017,10.87762,0.04954529,0.09051704,0.9823528,0.9324273,18.95396,19.23652,22.44045,19.67303,21.83973,20.1554,42.64775,41.97439,2.756538,95.37769,38.31877
"2022-07-18 03:30:00",6042,0.2159609,-3.131579,-9.888126,-9.609586,0.01604647,0.1181954,0.02434209,0.001723357,-0.01386345,0.2401984,-0.0008417473,-0.008568648,0.1219833,0.01404463,-0.3428756,-0.02951696,0.03412293,0.3373139,-3.037164,-0.02104732,0.04773942,179.2605,0.08823677,0.1122729,-0.02564314,-0.1280973,0.853332,795.6323,8.678464,19.76109,1.148625,96.2898,19.82142,221.4628,98.53716,0.9804808,0.8628931,11.04337,28.05087,18000,0,0,0,0,0,0,0,0,0,0,60.51966,0.2401984,-2.053863,-0.0009510601,-0.02328639,-0.04114303,-1.036573,14.10623,17.06984,-1.701,1.295,-40.85,-2.399,7999,7999,-2.996,-38.45,-41.45,776.1,"INF",11.83514,9.747515,9.346357,10.8089,0.01042938,-0.02179718,0.9819184,0.9331993,18.96439,19.21472,22.44045,19.67303,21.83973,20.1554,42.64792,41.97284,1.880808,95.39072,56.10671
"2022-07-18 04:00:00",6043,0.1915479,-8.031097,-11.54811,-10.95907,0.01125808,0.09900056,0.02584994,0.004984984,-0.008438702,0.2212962,-0.002742045,-0.01000687,0.09673898,-0.021918,0.1170732,-0.001898187,-0.01120507,0.3339977,-0.8316167,0.003574447,0.02926291,85.67384,0.009598154,0.05832038,-0.02983901,-0.2308592,0.9017896,797.7894,8.807884,19.63564,1.148653,96.23196,19.1846,215.6406,104.3594,0.9997485,0.9308709,11.04328,21.26075,18000,0,0,0,0,0,0,0,0,0,0,63,0.2212962,-6.690589,-0.003106325,-0.02664196,-0.1335477,-1.20696,14.05685,16.89596,-1.112,1.289,-34.43,-2.001,7999,7999,-2.401,-32.43,-34.83,778.2,"INF",11.74271,9.757259,9.315176,10.75273,0.01177025,0.04227448,0.9814296,0.9313914,18.97616,19.257,22.44045,19.67303,21.83973,20.1554,42.64815,41.97026,1.92431,95.33231,56.44714
"2022-07-18 04:30:00",6044,0.2381757,-11.86067,-12.30578,-11.47812,0.01600216,0.1180218,0.03036473,0.000459772,-0.01392156,0.2711242,-0.004250239,-0.01066183,0.150303,0.05565125,0.4959853,-0.03106073,-0.01854539,0.2129894,-0.6188739,-0.02754061,0.01176528,113.0028,0.07505383,0.06972053,-0.02676506,-0.2852984,0.9686246,803.3632,8.842118,19.61674,1.148825,96.2187,18.84406,213.5882,106.4118,1.095237,1.009767,11.04335,22.62763,18000,0,0,0,0,0,0,0,0,0,0,63,0.2711242,-10.37058,-0.004847662,-0.02810089,-0.2065327,-1.283557,14.02745,16.81746,0.256,1.188,-24.32,-1.671,7999,7999,-0.932,-22.64,-23.58,778,"INF",11.61736,9.767644,9.276679,10.69265,0.001079559,0.002490997,0.9814233,0.9311938,18.97724,19.25949,22.44045,19.67303,21.83973,20.1554,42.64883,41.96851,1.947867,95.31931,56.81739
"2022-07-18 05:00:00",6045,0.4004323,-1.574839,-12.8232,-12.60543,0.01935648,0.1298977,0.04291828,-0.0001893973,-0.01687236,0.43122,-8.564873E-05,-0.01112628,0.1753168,0.0640294,-1.280638,-0.00402458,0.004485375,0.3913538,-3.815574,-0.01454833,0.05377056,469.4651,0.005959195,0.07046983,-0.01938522,-0.3882161,0.78642,798.3203,9.640484,19.94655,1.147158,96.19448,18.85365,203.7268,116.2732,1.005285,0.8770223,11.03433,28.93282,18000,0,0,0,0,0,0,0,0,0,0,63,0.43122,-0.2089829,-9.723808E-05,-0.0306904,-0.004240817,-1.361616,14.26923,17.12555,6.056,1.998,-27.87,-0.928,7999,7999,4.057,-26.94,-22.88,779,0.335,11.47128,9.769219,9.240626,10.62321,0.009525299,0.02573204,0.9810615,0.930086,18.98676,19.28522,22.44045,19.67303,21.83973,20.1554,42.6496,41.96674,1.893991,95.29522,62.94887
"2022-07-18 05:30:00",6046,0.1924033,-0.2640294,-11.32017,-11.19654,0.03582291,0.1768042,0.05408055,0.002781246,-0.03113576,0.2184666,0.0003794359,-0.009832272,0.2329829,0.05237107,-1.093931,0.006190204,0.001971455,0.5802605,-3.573905,-0.02619541,0.07792007,134.515,0.05237961,0.04135007,-0.004626959,-0.3980979,1.39981,775.0215,10.34508,20.06082,1.145976,96.1471,19.10704,214.1246,105.8754,1.55116,1.455318,11.0421,20.13427,18000,0,0,0,0,0,0,0,0,0,0,64.22266,0.2184666,0.9258236,0.0004186689,-0.02648203,0.01890116,-1.208754,14.33975,17.2686,27.73,4.549,-31.61,-0.872,7999,7999,23.18,-30.74,-7.553,775.8,0.163,11.31085,9.756845,9.225492,10.53931,-0.01337814,-0.06554794,0.9816737,0.9325579,18.97338,19.21967,22.44045,19.67303,21.83973,20.1554,42.65031,41.96473,1.889374,95.24719,69.65925
