"TOA5","S6_bogwell","CR1000X","4724","CR1000X.Std.03.02","CPU:2021.05.04_S6BogWell.cr1x","51836","S6BWMet"
"2021-05-05 16:00:00",55,"NAN",0,0,0,0,13.65
"2021-05-05 16:30:00",56,"NAN",0,0,0,0,13.62
"2021-05-05 17:00:00",57,"NAN",0,0,0,0,13.52
"2021-05-05 17:30:00",58,"NAN",0,0,0,0,13.39
"2021-05-05 18:00:00",59,"NAN",0,0,0,0,13.3
"2021-05-05 18:30:00",60,"NAN",0,0,0,0,13.22
"2021-05-05 19:00:00",61,"NAN",0,0,0,0,13.16
"2021-05-05 19:30:00",62,"NAN",0,0,0,0,13.12
"2021-05-05 20:00:00",63,"NAN",0,0,0,0,13.09
"2021-05-05 20:30:00",64,"NAN",0,0,0,0,13.08
"2021-05-05 21:00:00",65,"NAN",0,0,0,0,13.06
"2021-05-05 21:30:00",66,"NAN",0,0,0,0,13.05
"2021-05-05 22:00:00",67,"NAN",0,0,0,0,13.03
"2021-05-05 22:30:00",68,"NAN",0,0,0,0,13.02
"2021-05-05 23:00:00",69,"NAN",0,0,0,0,13.01
"2021-05-05 23:30:00",70,"NAN",0,0,0,0,13.01
"2021-05-06 00:00:00",71,"NAN",0,0,0,0,13
"2021-05-06 00:30:00",72,"NAN",0,0,0,0,12.99
"2021-05-06 01:00:00",73,"NAN",0,0,0,0,12.98
"2021-05-06 01:30:00",74,"NAN",0,0,0,0,12.96
"2021-05-06 02:00:00",75,"NAN",0,0,0,0,12.96
"2021-05-06 02:30:00",76,"NAN",0,0,0,0,12.95
"2021-05-06 03:00:00",77,"NAN",0,0,0,0,12.94
"2021-05-06 03:30:00",78,"NAN",0,0,0,0,12.92
"2021-05-06 04:00:00",79,"NAN",0,0,0,0,12.92
"2021-05-06 04:30:00",80,"NAN",0,0,0,0,12.91
"2021-05-06 05:00:00",81,"NAN",0,0,0,0,12.9
"2021-05-06 05:30:00",82,"NAN",0,0,0,0,12.89
"2021-05-06 06:00:00",83,"NAN",0,0,0,0,12.89
"2021-05-06 06:30:00",84,"NAN",0,0,0,0,12.9
"2021-05-06 07:00:00",85,"NAN",0,0,0,0,12.92
"2021-05-06 07:30:00",86,"NAN",0,0,0,0,12.97
"2021-05-06 08:00:00",87,"NAN",0,0,0,0,13.07
"2021-05-06 08:30:00",88,"NAN",0,0,0,0,14.66
"2021-05-06 09:00:00",89,"NAN",0,0,0,0,13.93
"2021-05-06 09:30:00",90,"NAN",0,0,0,0,14.52
"2021-05-06 10:00:00",91,"NAN",0,0,0,0,14.47
"2021-05-06 10:30:00",92,"NAN",0,0,0,0,14.46
"2021-05-06 11:00:00",93,"NAN",0,0,0,0,14.42
"2021-05-06 11:30:00",94,"NAN",0,0,0,0,14.35
"2021-05-06 12:00:00",95,"NAN",0,0,0,0,13.92
"2021-05-06 12:30:00",96,"NAN",0,0,0,0,13.92
"2021-05-06 13:00:00",97,"NAN",0,0,0,0,13.89
"2021-05-06 13:30:00",98,"NAN",0,0,0,0,13.96
"2021-05-06 14:00:00",99,"NAN",0,0,0,0,13.96
"2021-05-06 14:30:00",100,"NAN",0,0,0,0,13.95
"2021-05-06 15:00:00",101,"NAN",0,0,0,0,13.73
"2021-05-06 15:30:00",102,"NAN",0,0,0,0,13.64
"2021-05-06 16:00:00",103,"NAN",0,0,0,0,13.66
"2021-05-06 16:30:00",104,"NAN",0,0,0,0,13.52
"2021-05-06 17:00:00",105,"NAN",0,0,0,0,13.48
"2021-05-06 17:30:00",106,"NAN",0,0,0,0,13.37
"2021-05-06 18:00:00",107,"NAN",0,0,0,0,13.3
"2021-05-06 18:30:00",108,"NAN",0,0,0,0,13.22
"2021-05-06 19:00:00",109,"NAN",0,0,0,0,13.16
"2021-05-06 19:30:00",110,"NAN",0,0,0,0,13.11
"2021-05-06 20:00:00",111,"NAN",0,0,0,0,13.09
"2021-05-06 20:30:00",112,"NAN",0,0,0,0,13.06
"2021-05-06 21:00:00",113,"NAN",0,0,0,0,13.05
"2021-05-06 21:30:00",114,"NAN",0,0,0,0,13.04
"2021-05-06 22:00:00",115,"NAN",0,0,0,0,13.03
"2021-05-06 22:30:00",116,"NAN",0,0,0,0,13.02
"2021-05-06 23:00:00",117,"NAN",0,0,0,0,13.01
"2021-05-06 23:30:00",118,"NAN",0,0,0,0,13
"2021-05-07 00:00:00",119,"NAN",0,0,0,0,12.99
"2021-05-07 00:30:00",120,"NAN",0,0,0,0,12.98
"2021-05-07 01:00:00",121,"NAN",0,0,0,0,12.97
"2021-05-07 01:30:00",122,"NAN",0,0,0,0,12.96
"2021-05-07 02:00:00",123,"NAN",0,0,0,0,12.95
"2021-05-07 02:30:00",124,"NAN",0,0,0,0,12.94
"2021-05-07 03:00:00",125,"NAN",0,0,0,0,12.93
"2021-05-07 03:30:00",126,"NAN",0,0,0,0,12.92
"2021-05-07 04:00:00",127,"NAN",0,0,0,0,12.91
"2021-05-07 04:30:00",128,"NAN",0,0,0,0,12.9
"2021-05-07 05:00:00",129,"NAN",0,0,0,0,12.89
"2021-05-07 05:30:00",130,"NAN",0,0,0,0,12.89
"2021-05-07 06:00:00",131,"NAN",0,0,0,0,12.88
"2021-05-07 06:30:00",132,"NAN",0,0,0,0,12.89
"2021-05-07 07:00:00",133,"NAN",0,0,0,0,12.91
"2021-05-07 07:30:00",134,"NAN",0,0,0,0,12.95
"2021-05-07 08:00:00",135,"NAN",0,0,0,0,13.18
"2021-05-07 08:30:00",136,"NAN",0,0,0,0,14.68
"2021-05-07 09:00:00",137,"NAN",0,0,0,0,13.83
"2021-05-07 09:30:00",138,"NAN",0,0,0,0,13.94
"2021-05-07 10:00:00",139,"NAN",0,0,0,0,14.56
"2021-05-07 10:30:00",140,"NAN",0,0,0,0,14.53
"2021-05-07 11:00:00",141,"NAN",0,0,0,0,14.51
"2021-05-07 11:30:00",142,"NAN",0,0,0,0,14.48
"2021-05-07 12:00:00",143,"NAN",0,0,0,0,14.48
"2021-05-07 12:30:00",144,"NAN",0,0,0,0,14.05
"2021-05-07 13:00:00",145,"NAN",0,0,0,0,14.05
"2021-05-07 13:30:00",146,"NAN",0,0,0,0,13.96
"2021-05-07 14:00:00",147,"NAN",0,0,0,0,14.05
"2021-05-07 14:30:00",148,"NAN",0,0,0,0,14.01
"2021-05-07 15:00:00",149,"NAN",0,0,0,0,13.95
"2021-05-07 15:30:00",150,"NAN",0,0,0,0,13.96
"2021-05-07 16:00:00",151,"NAN",0,0,0,0,13.74
"2021-05-07 16:30:00",152,"NAN",0,0,0,0,13.51
"2021-05-07 17:00:00",153,"NAN",0,0,0,0,13.42
"2021-05-07 17:30:00",154,"NAN",0,0,0,0,13.34
"2021-05-07 18:00:00",155,"NAN",0,0,0,0,13.28
"2021-05-07 18:30:00",156,"NAN",0,0,0,0,13.22
"2021-05-07 19:00:00",157,"NAN",0,0,0,0,13.16
"2021-05-07 19:30:00",158,"NAN",0,0,0,0,13.12
"2021-05-07 20:00:00",159,"NAN",0,0,0,0,13.09
"2021-05-07 20:30:00",160,"NAN",0,0,0,0,13.07
"2021-05-07 21:00:00",161,"NAN",0,0,0,0,13.06
"2021-05-07 21:30:00",162,"NAN",0,0,0,0,13.04
"2021-05-07 22:00:00",163,"NAN",0,0,0,0,13.03
"2021-05-07 22:30:00",164,"NAN",0,0,0,0,13.02
"2021-05-07 23:00:00",165,"NAN",0,0,0,0,13.01
"2021-05-07 23:30:00",166,"NAN",0,0,0,0,13
"2021-05-08 00:00:00",167,"NAN",0,0,0,0,12.98
"2021-05-08 00:30:00",168,"NAN",0,0,0,0,12.97
"2021-05-08 01:00:00",169,"NAN",0,0,0,0,12.96
"2021-05-08 01:30:00",170,"NAN",0,0,0,0,12.95
"2021-05-08 02:00:00",171,"NAN",0,0,0,0,12.94
"2021-05-08 02:30:00",172,"NAN",0,0,0,0,12.93
"2021-05-08 03:00:00",173,"NAN",0,0,0,0,12.92
"2021-05-08 03:30:00",174,"NAN",0,0,0,0,12.91
"2021-05-08 04:00:00",175,"NAN",0,0,0,0,12.9
"2021-05-08 04:30:00",176,"NAN",0,0,0,0,12.89
"2021-05-08 05:00:00",177,"NAN",0,0,0,0,12.88
"2021-05-08 05:30:00",178,"NAN",0,0,0,0,12.87
"2021-05-08 06:00:00",179,"NAN",0,0,0,0,12.87
"2021-05-08 06:30:00",180,"NAN",0,0,0,0,12.88
"2021-05-08 07:00:00",181,"NAN",0,0,0,0,12.91
"2021-05-08 07:30:00",182,"NAN",0,0,0,0,12.94
"2021-05-08 08:00:00",183,"NAN",0,0,0,0,13.19
"2021-05-08 08:30:00",184,"NAN",0,0,0,0,14.64
"2021-05-08 09:00:00",185,"NAN",0,0,0,0,13.85
"2021-05-08 09:30:00",186,"NAN",0,0,0,0,14.37
"2021-05-08 10:00:00",187,"NAN",0,0,0,0,14.46
"2021-05-08 10:30:00",188,"NAN",0,0,0,0,14.41
"2021-05-08 11:00:00",189,"NAN",0,0,0,0,14.36
"2021-05-08 11:30:00",190,"NAN",0,0,0,0,14.32
"2021-05-08 12:00:00",191,"NAN",0,0,0,0,13.89
"2021-05-08 12:30:00",192,"NAN",0,0,0,0,13.9
"2021-05-08 13:00:00",193,"NAN",0,0,0,0,13.86
"2021-05-08 13:30:00",194,"NAN",0,0,0,0,13.86
"2021-05-08 14:00:00",195,"NAN",0,0,0,0,13.86
"2021-05-08 14:30:00",196,"NAN",0,0,0,0,13.86
"2021-05-08 15:00:00",197,"NAN",0,0,0,0,13.86
"2021-05-08 15:30:00",198,"NAN",0,0,0,0,13.84
"2021-05-08 16:00:00",199,"NAN",0,0,0,0,13.64
"2021-05-08 16:30:00",200,"NAN",0,0,0,0,13.57
"2021-05-08 17:00:00",201,"NAN",0,0,0,0,13.46
"2021-05-08 17:30:00",202,"NAN",0,0,0,0,13.39
"2021-05-08 18:00:00",203,"NAN",0,0,0,0,13.32
"2021-05-08 18:30:00",204,"NAN",0,0,0,0,13.25
"2021-05-08 19:00:00",205,"NAN",0,0,0,0,13.18
"2021-05-08 19:30:00",206,"NAN",0,0,0,0,13.13
"2021-05-08 20:00:00",207,"NAN",0,0,0,0,13.1
"2021-05-08 20:30:00",208,"NAN",0,0,0,0,13.09
"2021-05-08 21:00:00",209,"NAN",0,0,0,0,13.07
"2021-05-08 21:30:00",210,"NAN",0,0,0,0,13.06
"2021-05-08 22:00:00",211,"NAN",0,0,0,0,13.05
"2021-05-08 22:30:00",212,"NAN",0,0,0,0,13.03
"2021-05-08 23:00:00",213,"NAN",0,0,0,0,13.02
"2021-05-08 23:30:00",214,"NAN",0,0,0,0,13.01
"2021-05-09 00:00:00",215,"NAN",0,0,0,0,13
"2021-05-09 00:30:00",216,"NAN",0,0,0,0,12.99
"2021-05-09 01:00:00",217,"NAN",0,0,0,0,12.98
"2021-05-09 01:30:00",218,"NAN",0,0,0,0,12.97
"2021-05-09 02:00:00",219,"NAN",0,0,0,0,12.96
"2021-05-09 02:30:00",220,"NAN",0,0,0,0,12.95
"2021-05-09 03:00:00",221,"NAN",0,0,0,0,12.94
"2021-05-09 03:30:00",222,"NAN",0,0,0,0,12.93
"2021-05-09 04:00:00",223,"NAN",0,0,0,0,12.92
"2021-05-09 04:30:00",224,"NAN",0,0,0,0,12.91
"2021-05-09 05:00:00",225,"NAN",0,0,0,0,12.9
"2021-05-09 05:30:00",226,"NAN",0,0,0,0,12.89
"2021-05-09 06:00:00",227,"NAN",0,0,0,0,12.89
"2021-05-09 06:30:00",228,"NAN",0,0,0,0,12.89
"2021-05-09 07:00:00",229,"NAN",0,0,0,0,12.92
"2021-05-09 07:30:00",230,"NAN",0,0,0,0,12.97
"2021-05-09 08:00:00",231,"NAN",0,0,0,0,13.22
"2021-05-09 08:30:00",232,"NAN",0,0,0,0,14.66
"2021-05-09 09:00:00",233,"NAN",0,0,0,0,13.83
"2021-05-09 09:30:00",234,"NAN",0,0,0,0,14.14
"2021-05-09 10:00:00",235,"NAN",0,0,0,0,14.52
"2021-05-09 10:30:00",236,"NAN",0,0,0,0,14.44
"2021-05-09 11:00:00",237,"NAN",0,0,0,0,14.45
"2021-05-09 11:30:00",238,"NAN",0,0,0,0,14.42
"2021-05-09 12:00:00",239,"NAN",0,0,0,0,14.01
"2021-05-09 12:30:00",240,"NAN",0,0,0,0,14.01
"2021-05-09 13:00:00",241,"NAN",0,0,0,0,14.01
"2021-05-09 13:30:00",242,"NAN",0,0,0,0,14.01
"2021-05-09 14:00:00",243,"NAN",0,0,0,0,14.02
"2021-05-09 14:30:00",244,"NAN",0,0,0,0,13.86
"2021-05-09 15:00:00",245,"NAN",0,0,0,0,13.95
"2021-05-09 15:30:00",246,"NAN",0,0,0,0,13.83
"2021-05-09 16:00:00",247,"NAN",0,0,0,0,13.68
"2021-05-09 16:30:00",248,"NAN",0,0,0,0,13.67
"2021-05-09 17:00:00",249,"NAN",0,0,0,0,13.56
"2021-05-09 17:30:00",250,"NAN",0,0,0,0,13.46
"2021-05-09 18:00:00",251,"NAN",0,0,0,0,13.38
"2021-05-09 18:30:00",252,"NAN",0,0,0,0,13.3
"2021-05-09 19:00:00",253,"NAN",0,0,0,0,13.22
"2021-05-09 19:30:00",254,"NAN",0,0,0,0,13.15
"2021-05-09 20:00:00",255,"NAN",0,0,0,0,13.11
"2021-05-09 20:30:00",256,"NAN",0,0,0,0,13.08
"2021-05-09 21:00:00",257,"NAN",0,0,0,0,13.06
"2021-05-09 21:30:00",258,"NAN",0,0,0,0,13.05
"2021-05-09 22:00:00",259,"NAN",0,0,0,0,13.04
"2021-05-09 22:30:00",260,"NAN",0,0,0,0,13.02
"2021-05-09 23:00:00",261,"NAN",0,0,0,0,13.01
"2021-05-09 23:30:00",262,"NAN",0,0,0,0,13
"2021-05-10 00:00:00",263,"NAN",0,0,0,0,12.99
"2021-05-10 00:30:00",264,"NAN",0,0,0,0,12.98
"2021-05-10 01:00:00",265,"NAN",0,0,0,0,12.97
"2021-05-10 01:30:00",266,"NAN",0,0,0,0,12.96
"2021-05-10 02:00:00",267,"NAN",0,0,0,0,12.95
"2021-05-10 02:30:00",268,"NAN",0,0,0,0,12.94
"2021-05-10 03:00:00",269,"NAN",0,0,0,0,12.93
"2021-05-10 03:30:00",270,"NAN",0,0,0,0,12.92
"2021-05-10 04:00:00",271,"NAN",0,0,0,0,12.91
"2021-05-10 04:30:00",272,"NAN",0,0,0,0,12.9
"2021-05-10 05:00:00",273,"NAN",0,0,0,0,12.89
"2021-05-10 05:30:00",274,"NAN",0,0,0,0,12.88
"2021-05-10 06:00:00",275,"NAN",0,0,0,0,12.89
"2021-05-10 06:30:00",276,"NAN",0,0,0,0,12.91
"2021-05-10 07:00:00",277,"NAN",0,0,0,0,12.97
"2021-05-10 07:30:00",278,"NAN",0,0,0,0,13.09
"2021-05-10 08:00:00",279,"NAN",0,0,0,0,13.3
"2021-05-10 08:30:00",280,"NAN",0,0,0,0,14.64
"2021-05-10 09:00:00",281,"NAN",0,0,0,0,13.94
"2021-05-10 09:30:00",282,"NAN",0,0,0,0,14.01
"2021-05-10 10:00:00",283,"NAN",0,0,0,0,14.53
"2021-05-10 10:30:00",284,"NAN",0,0,0,0,14.54
"2021-05-10 11:00:00",285,"NAN",0,0,0,0,14.45
"2021-05-10 11:30:00",286,"NAN",0,0,0,0,14.33
"2021-05-10 12:00:00",287,"NAN",0,0,0,0,14.36
"2021-05-10 12:30:00",288,"NAN",0,0,0,0,14.44
"2021-05-10 13:00:00",289,"NAN",0,0,0,0,14.05
"2021-05-10 13:30:00",290,"NAN",0,0,0,0,14.02
"2021-05-10 14:00:00",291,"NAN",0,0,0,0,14.01
"2021-05-10 14:30:00",292,"NAN",0,0,0,0,14.02
"2021-05-10 15:00:00",293,"NAN",0,0,0,0,14.05
"2021-05-10 15:30:00",294,"NAN",0,0,0,0,14.01
"2021-05-10 16:00:00",295,"NAN",0,0,0,0,13.86
"2021-05-10 16:30:00",296,"NAN",0,0,0,0,13.74
"2021-05-10 17:00:00",297,"NAN",0,0,0,0,13.8
"2021-05-10 17:30:00",298,"NAN",0,0,0,0,13.53
"2021-05-10 18:00:00",299,"NAN",0,0,0,0,13.4
"2021-05-10 18:30:00",300,"NAN",0,0,0,0,13.32
"2021-05-10 19:00:00",301,"NAN",0,0,0,0,13.23
"2021-05-10 19:30:00",302,"NAN",0,0,0,0,13.16
"2021-05-10 20:00:00",303,"NAN",0,0,0,0,13.12
"2021-05-10 20:30:00",304,"NAN",0,0,0,0,13.09
"2021-05-10 21:00:00",305,"NAN",0,0,0,0,13.07
"2021-05-10 21:30:00",306,"NAN",0,0,0,0,13.05
"2021-05-10 22:00:00",307,"NAN",0,0,0,0,13.03
"2021-05-10 22:30:00",308,"NAN",0,0,0,0,13.02
"2021-05-10 23:00:00",309,"NAN",0,0,0,0,13.01
"2021-05-10 23:30:00",310,"NAN",0,0,0,0,13
"2021-05-11 00:00:00",311,"NAN",0,0,0,0,12.99
"2021-05-11 00:30:00",312,"NAN",0,0,0,0,12.97
"2021-05-11 01:00:00",313,"NAN",0,0,0,0,12.96
"2021-05-11 01:30:00",314,"NAN",0,0,0,0,12.95
"2021-05-11 02:00:00",315,"NAN",0,0,0,0,12.94
"2021-05-11 02:30:00",316,"NAN",0,0,0,0,12.93
"2021-05-11 03:00:00",317,"NAN",0,0,0,0,12.92
"2021-05-11 03:30:00",318,"NAN",0,0,0,0,12.9
"2021-05-11 04:00:00",319,"NAN",0,0,0,0,12.89
"2021-05-11 04:30:00",320,"NAN",0,0,0,0,12.88
"2021-05-11 05:00:00",321,"NAN",0,0,0,0,12.87
"2021-05-11 05:30:00",322,"NAN",0,0,0,0,12.86
"2021-05-11 06:00:00",323,"NAN",0,0,0,0,12.86
"2021-05-11 06:30:00",324,"NAN",0,0,0,0,12.87
"2021-05-11 07:00:00",325,"NAN",0,0,0,0,12.9
"2021-05-11 07:30:00",326,"NAN",0,0,0,0,12.93
"2021-05-11 08:00:00",327,"NAN",0,0,0,0,13.23
"2021-05-11 08:30:00",328,"NAN",0,0,0,0,14.67
"2021-05-11 09:00:00",329,"NAN",0,0,0,0,13.84
"2021-05-11 09:30:00",330,"NAN",0,0,0,0,14.15
"2021-05-11 10:00:00",331,"NAN",0,0,0,0,14.52
"2021-05-11 10:30:00",332,"NAN",0,0,0,0,14.43
"2021-05-11 11:00:00",333,"NAN",0,0,0,0,14.42
"2021-05-11 11:30:00",334,"NAN",0,0,0,0,14.39
"2021-05-11 12:00:00",335,"NAN",0,0,0,0,13.96
"2021-05-11 12:30:00",336,"NAN",0,0,0,0,13.93
"2021-05-11 13:00:00",337,"NAN",0,0,0,0,13.92
"2021-05-11 13:30:00",338,"NAN",0,0,0,0,13.92
"2021-05-11 14:00:00",339,"NAN",0,0,0,0,13.9
"2021-05-11 14:30:00",340,"NAN",0,0,0,0,13.87
"2021-05-11 15:00:00",341,"NAN",0,0,0,0,13.85
"2021-05-11 15:30:00",342,"NAN",0,0,0,0,13.78
"2021-05-11 16:00:00",343,"NAN",0,0,0,0,13.66
"2021-05-11 16:30:00",344,"NAN",0,0,0,0,13.53
"2021-05-11 17:00:00",345,"NAN",0,0,0,0,13.47
"2021-05-11 17:30:00",346,"NAN",0,0,0,0,13.38
"2021-05-11 18:00:00",347,"NAN",0,0,0,0,13.3
"2021-05-11 18:30:00",348,"NAN",0,0,0,0,13.22
"2021-05-11 19:00:00",349,"NAN",0,0,0,0,13.16
"2021-05-11 19:30:00",350,"NAN",0,0,0,0,13.12
"2021-05-11 20:00:00",351,"NAN",0,0,0,0,13.09
"2021-05-11 20:30:00",352,"NAN",0,0,0,0,13.08
"2021-05-11 21:00:00",353,"NAN",0,0,0,0,13.06
"2021-05-11 21:30:00",354,"NAN",0,0,0,0,13.05
"2021-05-11 22:00:00",355,"NAN",0,0,0,0,13.03
"2021-05-11 22:30:00",356,"NAN",0,0,0,0,13.02
"2021-05-11 23:00:00",357,"NAN",0,0,0,0,13.01
"2021-05-11 23:30:00",358,"NAN",0,0,0,0,13
"2021-05-12 00:00:00",359,"NAN",0,0,0,0,12.98
"2021-05-12 00:30:00",360,"NAN",0,0,0,0,12.97
"2021-05-12 01:00:00",361,"NAN",0,0,0,0,12.96
"2021-05-12 01:30:00",362,"NAN",0,0,0,0,12.95
"2021-05-12 02:00:00",363,"NAN",0,0,0,0,12.94
"2021-05-12 02:30:00",364,"NAN",0,0,0,0,12.92
"2021-05-12 03:00:00",365,"NAN",0,0,0,0,12.91
"2021-05-12 03:30:00",366,"NAN",0,0,0,0,12.9
"2021-05-12 04:00:00",367,"NAN",0,0,0,0,12.89
"2021-05-12 04:30:00",368,"NAN",0,0,0,0,12.88
"2021-05-12 05:00:00",369,"NAN",0,0,0,0,12.88
"2021-05-12 05:30:00",370,"NAN",0,0,0,0,12.87
"2021-05-12 06:00:00",371,"NAN",0,0,0,0,12.87
"2021-05-12 06:30:00",372,"NAN",0,0,0,0,12.89
"2021-05-12 07:00:00",373,"NAN",0,0,0,0,12.91
"2021-05-12 07:30:00",374,"NAN",0,0,0,0,12.95
"2021-05-12 08:00:00",375,"NAN",0,0,0,0,13.21
"2021-05-12 08:30:00",376,"NAN",0,0,0,0,14.58
"2021-05-12 09:00:00",377,"NAN",0,0,0,0,13.81
"2021-05-12 09:30:00",378,"NAN",0,0,0,0,13.96
"2021-05-12 10:00:00",379,"NAN",0,0,0,0,14.32
"2021-05-12 10:30:00",380,"NAN",0,0,0,0,14.27
"2021-05-12 11:00:00",381,"NAN",0,0,0,0,14.24
"2021-05-12 11:30:00",382,"NAN",0,0,0,0,14.2
"2021-05-12 12:00:00",383,"NAN",0,0,0,0,13.77
"2021-05-12 12:30:00",384,"NAN",0,0,0,0,13.76
"2021-05-12 13:00:00",385,"NAN",0,0,0,0,13.74
"2021-05-12 13:30:00",386,"NAN",0,0,0,0,13.75
"2021-05-12 14:00:00",387,"NAN",0,0,0,0,13.76
"2021-05-12 14:30:00",388,"NAN",0,0,0,0,13.71
"2021-05-12 15:00:00",389,"NAN",0,0,0,0,13.68
"2021-05-12 15:30:00",390,"NAN",0,0,0,0,13.66
"2021-05-12 16:00:00",391,"NAN",0,0,0,0,13.5
"2021-05-12 16:30:00",392,"NAN",0,0,0,0,13.52
"2021-05-12 17:00:00",393,"NAN",0,0,0,0,13.5
"2021-05-12 17:30:00",394,"NAN",0,0,0,0,13.36
"2021-05-12 18:00:00",395,"NAN",0,0,0,0,13.27
"2021-05-12 18:30:00",396,"NAN",0,0,0,0,13.2
"2021-05-12 19:00:00",397,"NAN",0,0,0,0,13.15
"2021-05-12 19:30:00",398,"NAN",0,0,0,0,13.11
"2021-05-12 20:00:00",399,"NAN",0,0,0,0,13.09
"2021-05-12 20:30:00",400,"NAN",0,0,0,0,13.08
"2021-05-12 21:00:00",401,"NAN",0,0,0,0,13.06
"2021-05-12 21:30:00",402,"NAN",0,0,0,0,13.05
"2021-05-12 22:00:00",403,"NAN",0,0,0,0,13.04
"2021-05-12 22:30:00",404,"NAN",0,0,0,0,13.03
"2021-05-12 23:00:00",405,"NAN",0,0,0,0,13.02
"2021-05-12 23:30:00",406,"NAN",0,0,0,0,13.01
"2021-05-13 00:00:00",407,"NAN",0,0,0,0,12.99
"2021-05-13 00:30:00",408,"NAN",0,0,0,0,12.98
"2021-05-13 01:00:00",409,"NAN",0,0,0,0,12.97
"2021-05-13 01:30:00",410,"NAN",0,0,0,0,12.96
"2021-05-13 02:00:00",411,"NAN",0,0,0,0,12.95
"2021-05-13 02:30:00",412,"NAN",0,0,0,0,12.94
"2021-05-13 03:00:00",413,"NAN",0,0,0,0,12.93
"2021-05-13 03:30:00",414,"NAN",0,0,0,0,12.92
"2021-05-13 04:00:00",415,"NAN",0,0,0,0,12.92
"2021-05-13 04:30:00",416,"NAN",0,0,0,0,12.91
