"TOA5","S4N_weir","CR1000X","4730","CR1000X.Std.03.02","CPU:2019.10_S4NWeir.cr1x","52245","S4NShelterT"
TIMESTAMP,RECORD,Batt_Volt,PTemp,GageHouseT,WeirCoverT
TS,RN,V DC,Deg C,Deg C,Deg C
,,Smp,Smp,Smp,Smp
2020-07-17 11:00:00,0,14,30.1,-108.5,-108.1
2020-07-17 11:30:00,1,13.9,31.4,25.6,-89.7
2020-07-17 12:00:00,2,13.5,32.1,26.7,-91.6
2020-07-17 12:30:00,3,13.4,34,28.8,-91.2
2020-07-17 13:00:00,4,13.4,34.4,28.9,-91.4
2020-07-17 13:30:00,5,13.4,34.3,28.7,-91.2
2020-07-17 14:00:00,6,13.4,34.5,28,-91.6
2020-07-17 14:30:00,7,13.3,35.4,27.6,-91.4
2020-07-17 15:00:00,8,13.3,35.7,29.2,-91.2
2020-07-17 15:30:00,9,13.3,36.8,28.5,-91.4
2020-07-17 16:00:00,10,13.3,35.5,27.4,-91.5
2020-07-17 16:30:00,11,13.4,33.7,26.9,-91.6
2020-07-17 17:00:00,12,13.4,32,26.8,-91.5
2020-07-17 17:30:00,13,13.5,30.4,26.2,-91.7
2020-07-17 18:00:00,14,13.4,29,25.5,-91.6
2020-07-17 18:30:00,15,13.2,27.6,24.8,-91.8
2020-07-17 19:00:00,16,13.1,26.2,24,-92
2020-07-17 19:30:00,17,13.1,24.9,23.3,-91.8
2020-07-17 20:00:00,18,13,23.9,22.8,-92.1
2020-07-17 20:30:00,19,13,23.2,22.5,-92.2
2020-07-17 21:00:00,20,13,22.7,22.2,-92.1
2020-07-17 21:30:00,21,12.9,22.2,22,-92.1
2020-07-17 22:00:00,22,12.9,21.5,21.4,-92.1
2020-07-17 22:30:00,23,12.9,20.8,20.8,-92.2
2020-07-17 23:00:00,24,12.9,20.2,20.6,-92.1
2020-07-17 23:30:00,25,12.9,19.9,20.4,-92.5
2020-07-18 00:00:00,26,12.9,19.7,20.3,-92.4
2020-07-18 00:30:00,27,12.9,19.5,20.2,-92.2
2020-07-18 01:00:00,28,12.9,19.4,20.1,-92.4
2020-07-18 01:30:00,29,12.9,19.4,20.1,-92.4
2020-07-18 02:00:00,30,12.9,19.4,20.1,-92.4
2020-07-18 02:30:00,31,12.9,19.4,20,-92.5
2020-07-18 03:00:00,32,12.9,19.4,20,-92.4
2020-07-18 03:30:00,33,12.9,19.4,19.9,-92.5
2020-07-18 04:00:00,34,12.9,19.3,19.9,-92.3
2020-07-18 04:30:00,35,12.9,19.2,19.7,-92.2
2020-07-18 05:00:00,36,12.9,19.1,19.6,-92.6
2020-07-18 05:30:00,37,12.9,19.2,19.7,-92.5
2020-07-18 06:00:00,38,12.9,19.2,19.8,-92.2
2020-07-18 06:30:00,39,13,19.4,20,-92.3
2020-07-18 07:00:00,40,13,19.8,20.3,-92.3
2020-07-18 07:30:00,41,13.1,20.2,20.5,-92.2
2020-07-18 08:00:00,42,13.1,20.3,20.7,-92.2
2020-07-18 08:30:00,43,13.1,20.5,21.1,-92
2020-07-18 09:00:00,44,13.2,20.9,21.2,-92.1
2020-07-18 09:30:00,45,13.3,21.6,21.8,-92.2
2020-07-18 10:00:00,46,13.5,23.3,23.8,-91.9
2020-07-18 10:30:00,47,14.1,26,24.5,-92
2020-07-18 11:00:00,48,14,30.6,24.6,-91.8
2020-07-18 11:30:00,49,13.8,31.9,25.3,-91.3
2020-07-18 12:00:00,50,13.9,31.8,27.6,-91.4
2020-07-18 12:30:00,51,13.5,33.4,28.8,-91.4
2020-07-18 13:00:00,52,13.4,33.7,28.9,-91.3
2020-07-18 13:30:00,53,13.4,33.4,28.4,-91.2
2020-07-18 14:00:00,54,13.4,33.1,28,-91.2
2020-07-18 14:30:00,55,13.4,33,27.9,-91.4
2020-07-18 15:00:00,56,13.4,32.5,27.3,-91.5
2020-07-18 15:30:00,57,13.4,31.3,26.6,-91.5
2020-07-18 16:00:00,58,13.5,30,26.4,-91.6
2020-07-18 16:30:00,59,13.4,29.4,26.1,-91.6
2020-07-18 17:00:00,60,13.3,28.2,25.5,-91.7
2020-07-18 17:30:00,61,13.2,26.9,24.9,-91.6
2020-07-18 18:00:00,62,13.1,25.2,23.8,-91.9
2020-07-18 18:30:00,63,13.1,24,23.6,-91.8
2020-07-18 19:00:00,64,13.1,23.2,23.2,-91.9
2020-07-18 19:30:00,65,13,22.5,22.9,-91.8
2020-07-18 20:00:00,66,13,22,22.6,-92.1
2020-07-18 20:30:00,67,13,21.4,22.1,-92.3
2020-07-18 21:00:00,68,13,20.8,21.5,-92.2
2020-07-18 21:30:00,69,13,20.3,21.1,-92
2020-07-18 22:00:00,70,12.9,19.9,20.8,-92.4
2020-07-18 22:30:00,71,12.9,19.5,20.5,-92.2
2020-07-18 23:00:00,72,12.9,19.1,20.2,-92.3
2020-07-18 23:30:00,73,12.9,18.7,19.9,-92.4
2020-07-19 00:00:00,74,12.9,18.3,19.6,-92.4
2020-07-19 00:30:00,75,12.9,18.1,19.3,-92.5
2020-07-19 01:00:00,76,12.9,17.9,19.2,-92.3
2020-07-19 01:30:00,77,12.9,18,19.2,-92.4
2020-07-19 02:00:00,78,12.9,17.8,18.9,-92.6
2020-07-19 02:30:00,79,12.9,17.6,18.7,-92.3
2020-07-19 03:00:00,80,12.9,17.2,18.5,-92.6
2020-07-19 03:30:00,81,12.9,16.9,18.3,-92.8
2020-07-19 04:00:00,82,12.9,16.6,18,-92.8
2020-07-19 04:30:00,83,12.9,16.4,17.8,-92.6
2020-07-19 05:00:00,84,12.9,16.2,17.7,-92.6
2020-07-19 05:30:00,85,12.9,16.3,17.7,-92.6
2020-07-19 06:00:00,86,12.9,16.3,17.6,-92.9
2020-07-19 06:30:00,87,12.9,16.3,17.7,-92.5
2020-07-19 07:00:00,88,12.9,16.5,17.9,-92.6
2020-07-19 07:30:00,89,13,16.8,17.9,-92.8
2020-07-19 08:00:00,90,13,17.5,18.2,-92.5
2020-07-19 08:30:00,91,13.1,18,18.6,-92.6
2020-07-19 09:00:00,92,13.2,18.7,19,-92.1
2020-07-19 09:30:00,93,13.3,19.6,19.8,-92.1
2020-07-19 10:00:00,94,13.7,21,21.7,-92.2
2020-07-19 10:30:00,95,14,23.3,21.9,-92
2020-07-19 11:00:00,96,14.1,24.7,21.6,-91.9
2020-07-19 11:30:00,97,14.1,25.2,22.5,-91.9
2020-07-19 12:00:00,98,14,25.9,23.7,-91.7
2020-07-19 12:30:00,99,14,25.6,23.5,-91.9
2020-07-19 13:00:00,100,13.6,25.1,23.8,-92
2020-07-19 13:30:00,101,13.6,24.8,23.5,-92
2020-07-19 14:00:00,102,13.6,25.1,23,-91.8
2020-07-19 14:30:00,103,13.7,24.5,22.3,-92
2020-07-19 15:00:00,104,13.6,24.4,22.6,-91.9
2020-07-19 15:30:00,105,13.7,25.3,22.9,-92.1
2020-07-19 16:00:00,106,13.6,24.8,22.1,-92.2
2020-07-19 16:30:00,107,13.7,24,22,-92
2020-07-19 17:00:00,108,13.7,23.2,22,-92
2020-07-19 17:30:00,109,13.7,22.5,21.6,-92.2
2020-07-19 18:00:00,110,13.7,21.9,21,-92.1
2020-07-19 18:30:00,111,13.4,21.2,20.5,-92.4
2020-07-19 19:00:00,112,13.3,20.6,20.2,-92.2
2020-07-19 19:30:00,113,13.2,20,19.7,-92.6
2020-07-19 20:00:00,114,13.1,19.3,19.3,-92.8
2020-07-19 20:30:00,115,13.1,18.4,18.7,-92.6
2020-07-19 21:00:00,116,13,17.4,18.1,-92.6
2020-07-19 21:30:00,117,13,16.5,17.7,-92.7
2020-07-19 22:00:00,118,13,15.6,17,-92.8
2020-07-19 22:30:00,119,13,14.9,16.7,-93
2020-07-19 23:00:00,120,13,14.2,16.3,-92.8
2020-07-19 23:30:00,121,12.9,13.8,16,-92.8
2020-07-20 00:00:00,122,12.9,13.3,15.5,-92.7
2020-07-20 00:30:00,123,12.9,12.9,15.2,-93
2020-07-20 01:00:00,124,12.9,12.5,15,-93.3
2020-07-20 01:30:00,125,12.9,12.2,14.8,-93
2020-07-20 02:00:00,126,12.9,11.9,14.5,-93.2
2020-07-20 02:30:00,127,12.9,11.7,14.3,-93.3
2020-07-20 03:00:00,128,12.9,11.4,14.1,-93.4
2020-07-20 03:30:00,129,12.8,11.1,13.9,-93.3
2020-07-20 04:00:00,130,12.8,10.8,13.6,-93.4
2020-07-20 04:30:00,131,12.8,10.6,13.3,-93.1
2020-07-20 05:00:00,132,12.8,10.2,13,-93.3
2020-07-20 05:30:00,133,12.8,10.1,13,-93.4
2020-07-20 06:00:00,134,12.9,10.1,13,-93.4
2020-07-20 06:30:00,135,12.9,10.2,13.2,-93.4
2020-07-20 07:00:00,136,12.9,10.8,13.7,-93.2
2020-07-20 07:30:00,137,12.9,11.6,14.2,-93.2
2020-07-20 08:00:00,138,13,12.4,14.7,-93.2
2020-07-20 08:30:00,139,13,13.2,15.3,-92.8
2020-07-20 09:00:00,140,13.1,14.2,15.8,-92.9
2020-07-20 09:30:00,141,13.2,15.5,16.6,-93
2020-07-20 10:00:00,142,13.5,17.9,18.6,-92.5
2020-07-20 10:30:00,143,14.2,20.4,19.4,-92.4
2020-07-20 11:00:00,144,14,23.1,19.3,-92.5
2020-07-20 11:30:00,145,14.1,22.5,19,-92.3
2020-07-20 12:00:00,146,14.1,24,21.7,-92.3
2020-07-20 12:30:00,147,14,26.8,23.3,-91.9
2020-07-20 13:00:00,148,14.1,25.4,21.5,-92.1
2020-07-20 13:30:00,149,13.7,24.6,21.4,-92
2020-07-20 14:00:00,150,13.6,26,22.6,-91.9
2020-07-20 14:30:00,151,13.6,27.6,22.4,-91.9
2020-07-20 15:00:00,152,13.5,28.1,24.1,-91.7
2020-07-20 15:30:00,153,13.5,30.4,24.4,-91.8
2020-07-20 16:00:00,154,13.5,30.4,22.8,-92
2020-07-20 16:30:00,155,13.6,28.7,22.6,-92.1
2020-07-20 17:00:00,156,13.6,26.9,22.4,-92
2020-07-20 17:30:00,157,13.7,25.4,22,-92.2
2020-07-20 18:00:00,158,13.4,23.9,21.5,-92.2
2020-07-20 18:30:00,159,13.3,22.6,20.7,-92.1
2020-07-20 19:00:00,160,13.2,21.4,20.2,-92.3
2020-07-20 19:30:00,161,13.2,20.3,19.7,-92.3
2020-07-20 20:00:00,162,13.1,19.4,19.2,-92.5
2020-07-20 20:30:00,163,13,18.6,18.9,-92.6
2020-07-20 21:00:00,164,13,18,18.6,-92.6
2020-07-20 21:30:00,165,13,17.6,18.3,-92.6
2020-07-20 22:00:00,166,13,17.2,18.1,-92.7
2020-07-20 22:30:00,167,13,16.9,17.9,-92.8
2020-07-20 23:00:00,168,13,16.6,17.6,-92.8
2020-07-20 23:30:00,169,12.9,16.4,17.5,-92.7
2020-07-21 00:00:00,170,12.9,16.3,17.3,-92.9
2020-07-21 00:30:00,171,12.9,16.1,17.2,-92.8
2020-07-21 01:00:00,172,12.9,16,17,-92.8
2020-07-21 01:30:00,173,12.9,15.6,16.8,-92.8
2020-07-21 02:00:00,174,12.9,15.2,16.4,-92.9
2020-07-21 02:30:00,175,12.9,14.8,16.2,-93.1
2020-07-21 03:00:00,176,12.9,14.4,15.9,-93
2020-07-21 03:30:00,177,12.9,14.1,15.7,-93.1
2020-07-21 04:00:00,178,12.9,13.9,15.6,-93
2020-07-21 04:30:00,179,12.9,13.7,15.5,-93
2020-07-21 05:00:00,180,12.9,13.5,15.3,-93
2020-07-21 05:30:00,181,12.9,13.4,15.1,-92.8
2020-07-21 06:00:00,182,12.9,13.3,15,-93
2020-07-21 06:30:00,183,12.9,13.4,15,-93
2020-07-21 07:00:00,184,12.9,13.4,14.9,-93.2
2020-07-21 07:30:00,185,12.9,13.4,14.8,-93.1
2020-07-21 08:00:00,186,12.9,13.4,14.9,-93.2
2020-07-21 08:30:00,187,12.9,13.6,14.9,-93.2
2020-07-21 09:00:00,188,12.9,13.5,14.7,-93.3
2020-07-21 09:30:00,189,12.9,13.5,14.7,-93.2
2020-07-21 10:00:00,190,13,13.7,14.8,-93.1
2020-07-21 10:30:00,191,13.1,13.8,14.8,-92.7
2020-07-21 11:00:00,192,13.2,14.1,15.1,-93
2020-07-21 11:30:00,193,13.3,14.3,15.3,-93
2020-07-21 12:00:00,194,13.6,14.8,15.7,-93
2020-07-21 12:30:00,195,13.7,15.5,16.1,-93
2020-07-21 13:00:00,196,13.7,15.6,16.1,-92.7
2020-07-21 13:30:00,197,13.9,15.8,16.3,-92.7
2020-07-21 14:00:00,198,14.3,17,16.9,-92.9
2020-07-21 14:30:00,199,14.2,18.4,17.7,-92.5
2020-07-21 15:00:00,200,14.2,19.3,19.2,-92.2
2020-07-21 15:30:00,201,14.2,19.3,18.4,-92.6
2020-07-21 16:00:00,202,13.9,18.9,17.8,-92.6
2020-07-21 16:30:00,203,13.9,18.5,17.5,-92.7
2020-07-21 17:00:00,204,13.6,17.8,17,-92.7
2020-07-21 17:30:00,205,13.5,17.2,16.7,-92.6
2020-07-21 18:00:00,206,13.4,16.5,16.2,-92.7
2020-07-21 18:30:00,207,13.3,15.7,15.9,-92.8
2020-07-21 19:00:00,208,13.2,15.2,15.6,-93.2
2020-07-21 19:30:00,209,13.1,14.8,15.4,-93
2020-07-21 20:00:00,210,13.1,14.4,15.2,-93
2020-07-21 20:30:00,211,13,14.2,15.1,-93.1
2020-07-21 21:00:00,212,13,14,14.9,-93.2
2020-07-21 21:30:00,213,13,13.9,14.8,-93.2
2020-07-21 22:00:00,214,13,13.8,14.7,-93.2
2020-07-21 22:30:00,215,13,13.7,14.7,-93.2
2020-07-21 23:00:00,216,12.9,13.6,14.4,-93.2
2020-07-21 23:30:00,217,12.9,13.3,14.1,-93.3
2020-07-22 00:00:00,218,12.9,13.2,14.1,-93.4
2020-07-22 00:30:00,219,12.9,13.2,14.1,-93.2
2020-07-22 01:00:00,220,12.9,13.2,14.1,-93.1
2020-07-22 01:30:00,221,12.9,13.2,14.1,-93.2
2020-07-22 02:00:00,222,12.8,13.3,14.2,-93.2
2020-07-22 02:30:00,223,12.8,13.3,14.1,-93.2
2020-07-22 03:00:00,224,12.8,13.2,14,-93.3
2020-07-22 03:30:00,225,12.8,12.9,13.6,-93.2
2020-07-22 04:00:00,226,12.8,12.5,13.3,-93.6
2020-07-22 04:30:00,227,12.8,11.9,12.9,-93.2
2020-07-22 05:00:00,228,12.8,11.4,12.7,-93.7
2020-07-22 05:30:00,229,12.8,11.2,12.5,-93.5
2020-07-22 06:00:00,230,12.9,11.1,12.5,-93.5
2020-07-22 06:30:00,231,12.9,11.3,12.8,-93.5
2020-07-22 07:00:00,232,12.9,11.7,13.2,-93.4
2020-07-22 07:30:00,233,12.9,12.4,13.8,-93.2
2020-07-22 08:00:00,234,13,13.3,14.4,-93.1
2020-07-22 08:30:00,235,13.1,14.6,15.2,-93
2020-07-22 09:00:00,236,13.2,15.8,15.8,-92.8
2020-07-22 09:30:00,237,13.5,17.1,16.7,-92.7
2020-07-22 10:00:00,238,13.6,18.7,18.2,-91.2
2020-07-22 10:30:00,239,14.2,21,19.5,-90.9
2020-07-22 11:00:00,240,14.2,23.7,19.5,-90.8
2020-07-22 11:30:00,241,13.9,24.7,20.4,-90.6
2020-07-22 12:00:00,242,14.1,25.3,22.6,-90.6
2020-07-22 12:30:00,243,14,27.1,24.2,-90.1
2020-07-22 13:00:00,244,13.9,27.7,24.4,-91.2
2020-07-22 13:30:00,245,13.6,27.3,23,-90.2
2020-07-22 14:00:00,246,13.6,27.1,22.5,-91.1
2020-07-22 14:30:00,247,13.5,27.6,22.8,-90.6
2020-07-22 15:00:00,248,13.6,27.3,23.6,-90.1
2020-07-22 15:30:00,249,13.5,28.6,23.5,-91.4
2020-07-22 16:00:00,250,13.5,28.5,22.3,-90.4
2020-07-22 16:30:00,251,13.5,26.9,21.7,-92.1
2020-07-22 17:00:00,252,13.4,25.5,22,-92
2020-07-22 17:30:00,253,13.4,24.2,21.9,-92
2020-07-22 18:00:00,254,13.4,23.1,21.4,-92.5
2020-07-22 18:30:00,255,13.3,22,20.7,-92.1
2020-07-22 19:00:00,256,13.3,21,19.9,-92.4
2020-07-22 19:30:00,257,13.2,19.9,19.3,-92.6
2020-07-22 20:00:00,258,13.1,18.8,18.7,-92.6
2020-07-22 20:30:00,259,13.1,17.7,18,-92.6
2020-07-22 21:00:00,260,13,16.7,17.4,-92.8
2020-07-22 21:30:00,261,13,15.8,16.8,-93.1
2020-07-22 22:00:00,262,13,15.1,16.4,-92.9
2020-07-22 22:30:00,263,13,14.5,16.1,-93.1
2020-07-22 23:00:00,264,13,14,15.7,-93
2020-07-22 23:30:00,265,13,13.6,15.3,-93
2020-07-23 00:00:00,266,12.9,13.2,15,-93
2020-07-23 00:30:00,267,12.9,13,14.8,-93.2
2020-07-23 01:00:00,268,12.9,12.7,14.6,-93.1
2020-07-23 01:30:00,269,12.9,12.5,14.4,-93.1
2020-07-23 02:00:00,270,12.9,12.3,14.3,-93.2
2020-07-23 02:30:00,271,12.9,12,14.1,-93.2
2020-07-23 03:00:00,272,12.9,11.8,13.8,-93.6
2020-07-23 03:30:00,273,12.9,11.6,13.6,-93.2
2020-07-23 04:00:00,274,12.9,11.3,13.4,-93.5
2020-07-23 04:30:00,275,12.8,11.1,13.2,-93.6
2020-07-23 05:00:00,276,12.8,10.9,13.1,-93.3
2020-07-23 05:30:00,277,12.8,10.8,13.1,-93.4
2020-07-23 06:00:00,278,12.9,11,13.2,-93.2
2020-07-23 06:30:00,279,12.9,11.4,13.6,-93.4
2020-07-23 07:00:00,280,12.9,11.9,13.8,-93.4
2020-07-23 07:30:00,281,12.9,12.8,14.3,-93.1
2020-07-23 08:00:00,282,13,14,15,-93.1
2020-07-23 08:30:00,283,13,15,15.8,-92.8
2020-07-23 09:00:00,284,13.1,16.2,16.6,-92.8
2020-07-23 09:30:00,285,13.2,17.5,17.5,-93
2020-07-23 10:00:00,286,13.4,19.4,19.8,-92.4
2020-07-23 10:30:00,287,14.2,21.8,20.5,-91.7
2020-07-23 11:00:00,288,14.1,27,20.9,-91.6
2020-07-23 11:30:00,289,13.8,28.2,21.8,-91.6
2020-07-23 12:00:00,290,14,27.6,23.9,-91.6
2020-07-23 12:30:00,291,13.9,29.2,25.4,-91.1
2020-07-23 13:00:00,292,13.5,29.9,25.8,-91.1
2020-07-23 13:30:00,293,13.5,29.8,24.9,-91.2
2020-07-23 14:00:00,294,13.5,29.7,24.6,-91.4
2020-07-23 14:30:00,295,13.5,29.9,24.5,-91.3
2020-07-23 15:00:00,296,13.5,29.6,26.1,-91.1
2020-07-23 15:30:00,297,13.5,30.6,25.3,-91.4
2020-07-23 16:00:00,298,13.5,30.1,24.2,-91.8
2020-07-23 16:30:00,299,13.5,28.5,23.7,-91.8
2020-07-23 17:00:00,300,13.6,26.8,23.1,-92.2
2020-07-23 17:30:00,301,13.6,25.8,23.4,-92
2020-07-23 18:00:00,302,13.3,24.6,22.7,-92
2020-07-23 18:30:00,303,13.3,23.5,22.2,-92.2
2020-07-23 19:00:00,304,13.2,22.5,21.5,-92.1
2020-07-23 19:30:00,305,13.1,21.6,20.9,-92.3
2020-07-23 20:00:00,306,13.1,20.6,20.3,-92.2
2020-07-23 20:30:00,307,13,19.6,19.6,-92.4
2020-07-23 21:00:00,308,13,18.7,19.1,-92.4
2020-07-23 21:30:00,309,13,17.9,18.7,-92.5
2020-07-23 22:00:00,310,13,17.4,18.3,-92.4
2020-07-23 22:30:00,311,13,17,18.1,-92.6
2020-07-23 23:00:00,312,13,16.8,18,-92.6
2020-07-23 23:30:00,313,12.9,16.7,17.8,-92.8
2020-07-24 00:00:00,314,12.9,16.5,17.6,-92.8
2020-07-24 00:30:00,315,12.9,16.3,17.4,-92.8
2020-07-24 01:00:00,316,12.9,16.1,17.3,-92.6
2020-07-24 01:30:00,317,12.9,16,17.2,-92.8
2020-07-24 02:00:00,318,12.9,15.9,17.1,-92.7
2020-07-24 02:30:00,319,12.9,15.8,17,-92.9
2020-07-24 03:00:00,320,12.9,15.8,16.9,-92.7
2020-07-24 03:30:00,321,12.9,15.7,16.8,-92.7
2020-07-24 04:00:00,322,12.9,15.7,16.8,-92.9
2020-07-24 04:30:00,323,12.9,16,16.9,-92.9
2020-07-24 05:00:00,324,12.9,16.2,16.9,-92.9
2020-07-24 05:30:00,325,12.9,16.6,17.2,-92.4
2020-07-24 06:00:00,326,12.9,17,17.4,-92.7
2020-07-24 06:30:00,327,12.9,17.7,17.9,-92.6
2020-07-24 07:00:00,328,13,18.4,18.4,-92.5
2020-07-24 07:30:00,329,13.1,19.4,19,-92.6
2020-07-24 08:00:00,330,13.2,20.4,19.7,-92.5
2020-07-24 08:30:00,331,13.4,21.5,20.5,-92.4
2020-07-24 09:00:00,332,13.6,22.6,21.3,-92.2
2020-07-24 09:30:00,333,13.7,23.8,22.1,-91.9
2020-07-24 10:00:00,334,13.9,25.1,23.3,-91.4
2020-07-24 10:30:00,335,14,26.5,24.1,-91.4
2020-07-24 11:00:00,336,14,29.5,25,-91.1
2020-07-24 11:30:00,337,13.9,30.6,26,-89.9
2020-07-24 12:00:00,338,13.9,30.9,27.7,-90.8
2020-07-24 12:30:00,339,13.9,32.7,29,-90.7
2020-07-24 13:00:00,340,13.4,33.1,29.3,-89.6
2020-07-24 13:30:00,341,13.4,33.7,29.2,-90
2020-07-24 14:00:00,342,13.4,34.2,29.5,-90.5
2020-07-24 14:30:00,343,13.4,34.9,29.7,-90.6
2020-07-24 15:00:00,344,13.3,34.9,31.2,-90.5
2020-07-24 15:30:00,345,13.3,36.6,30.6,-90.8
2020-07-24 16:00:00,346,13.3,36.5,29.6,-90.9
2020-07-24 16:30:00,347,13.4,34.8,29.1,-91.2
2020-07-24 17:00:00,348,13.4,33.3,28.8,-91.4
2020-07-24 17:30:00,349,13.4,32.2,28.9,-91.2
2020-07-24 18:00:00,350,13.3,31.3,28.4,-91.6
2020-07-24 18:30:00,351,13.2,30.3,27.7,-91.5
2020-07-24 19:00:00,352,13.2,29.4,27.1,-91.5
2020-07-24 19:30:00,353,13.1,28.5,26.6,-91.4
2020-07-24 20:00:00,354,13.1,27.6,26,-91.8
2020-07-24 20:30:00,355,13,26.7,25.5,-91.9
2020-07-24 21:00:00,356,13,26.1,25.1,-91.6
2020-07-24 21:30:00,357,13,25.5,24.8,-91.5
2020-07-24 22:00:00,358,13,25.1,24.6,-91.8
2020-07-24 22:30:00,359,13,24.8,24.4,-91.7
2020-07-24 23:00:00,360,13,24.5,24.1,-92
2020-07-24 23:30:00,361,13,24.2,23.9,-92.1
2020-07-25 00:00:00,362,12.9,23.9,23.7,-92
2020-07-25 00:30:00,363,12.9,23.7,23.5,-92
2020-07-25 01:00:00,364,12.9,23.6,23.4,-91.8
2020-07-25 01:30:00,365,12.9,23.6,23.4,-92
2020-07-25 02:00:00,366,12.9,23.5,23.3,-92
2020-07-25 02:30:00,367,12.9,23.5,23.2,-92
2020-07-25 03:00:00,368,12.9,23.4,23.2,-92.1
2020-07-25 03:30:00,369,12.9,23.4,23.2,-92.1
2020-07-25 04:00:00,370,12.9,23.4,23.2,-92.1
2020-07-25 04:30:00,371,12.9,23.4,23.1,-92.2
2020-07-25 05:00:00,372,12.9,23.3,23,-92
2020-07-25 05:30:00,373,12.9,22.7,22.4,-92.1
2020-07-25 06:00:00,374,12.9,22,22,-92
2020-07-25 06:30:00,375,12.9,21.6,21.8,-92.2
2020-07-25 07:00:00,376,12.9,21.5,21.8,-92.2
2020-07-25 07:30:00,377,12.9,21.5,21.7,-92.3
2020-07-25 08:00:00,378,12.9,21.4,21.7,-92.1
2020-07-25 08:30:00,379,13,21.5,21.7,-92.1
2020-07-25 09:00:00,380,13.2,22.2,22.4,-92
2020-07-25 09:30:00,381,13.4,23.1,23.1,-91.9
2020-07-25 10:00:00,382,13.5,24.3,23.9,-92
2020-07-25 10:30:00,383,13.4,24.5,23.8,-91.8
2020-07-25 11:00:00,384,13.6,24.7,24.1,-91.6
2020-07-25 11:30:00,385,13.7,25.5,24.7,-91.6
2020-07-25 12:00:00,386,14,26.6,25.2,-91.5
2020-07-25 12:30:00,387,13.6,27.2,25.3,-91.5
2020-07-25 13:00:00,388,13.5,26.5,24.7,-91.6
2020-07-25 13:30:00,389,13.7,26,24.5,-91.8
2020-07-25 14:00:00,390,13.7,25.7,24.6,-91.8
2020-07-25 14:30:00,391,14,25.4,24.4,-91.9
2020-07-25 15:00:00,392,14,26.9,26.6,-91.3
2020-07-25 15:30:00,393,14,29.7,27.2,-91.2
2020-07-25 16:00:00,394,13.8,30.1,26.5,-91.2
2020-07-25 16:30:00,395,13.5,29.5,26.3,-91.5
2020-07-25 17:00:00,396,13.5,28.8,26.7,-91.5
2020-07-25 17:30:00,397,13.6,28.4,26.8,-91.4
2020-07-25 18:00:00,398,13.3,27.8,26.1,-91.7
2020-07-25 18:30:00,399,13.3,26.8,25.5,-91.6
2020-07-25 19:00:00,400,13.2,26,25,-91.7
2020-07-25 19:30:00,401,13.1,25.3,24.5,-91.8
2020-07-25 20:00:00,402,13.1,24.5,24,-91.7
2020-07-25 20:30:00,403,13,23.7,23.4,-91.8
2020-07-25 21:00:00,404,13,22.9,22.9,-92.2
2020-07-25 21:30:00,405,13,22.2,22.5,-91.8
2020-07-25 22:00:00,406,13,21.6,22,-92
2020-07-25 22:30:00,407,13,21.1,21.6,-92.1
2020-07-25 23:00:00,408,13,20.7,21.3,-92.3
2020-07-25 23:30:00,409,13,20.3,21.1,-92.2
2020-07-26 00:00:00,410,13,19.9,20.8,-92.2
2020-07-26 00:30:00,411,12.9,19.6,20.6,-92.3
2020-07-26 01:00:00,412,12.9,19.3,20.3,-92.4
2020-07-26 01:30:00,413,12.9,19,20.1,-92.3
2020-07-26 02:00:00,414,12.9,18.9,20,-92.6
2020-07-26 02:30:00,415,12.9,18.8,19.8,-92.5
2020-07-26 03:00:00,416,12.9,19.2,20,-92.4
2020-07-26 03:30:00,417,12.9,20.2,21,-92
2020-07-26 04:00:00,418,12.9,20.3,20.8,-92.4
2020-07-26 04:30:00,419,12.9,20.2,20.6,-92.1
2020-07-26 05:00:00,420,12.9,20.1,20.3,-92.1
2020-07-26 05:30:00,421,12.9,19.8,20.1,-92.1
2020-07-26 06:00:00,422,12.9,19.6,20,-92.3
2020-07-26 06:30:00,423,12.9,19.7,20.1,-92.2
2020-07-26 07:00:00,424,13,20,20.4,-92.2
2020-07-26 07:30:00,425,13.1,20.5,20.7,-92.1
2020-07-26 08:00:00,426,13.2,20.9,21.1,-92.2
2020-07-26 08:30:00,427,13.2,21.3,21.3,-92.1
2020-07-26 09:00:00,428,13.3,21.8,21.6,-91.8
2020-07-26 09:30:00,429,13.5,22.9,22.3,-92
2020-07-26 10:00:00,430,13.7,24,23.6,-91.8
2020-07-26 10:30:00,431,14,25.7,24.4,-91.5
2020-07-26 11:00:00,432,14,29.8,24.7,-91
2020-07-26 11:30:00,433,14,29.8,25.6,-91.3
2020-07-26 12:00:00,434,13.9,29.3,26.3,-91.5
2020-07-26 12:30:00,435,13.9,29.5,27.4,-91.6
2020-07-26 13:00:00,436,13.5,29.7,27.5,-91.4
2020-07-26 13:30:00,437,13.5,30,27.3,-91.6
2020-07-26 14:00:00,438,13.5,30.2,27.3,-91.1
2020-07-26 14:30:00,439,13.5,29.7,26.6,-91.6
2020-07-26 15:00:00,440,13.5,29.8,28.8,-91.3
2020-07-26 15:30:00,441,13.5,31.7,27.5,-91.2
2020-07-26 16:00:00,442,13.5,31.2,25.7,-91.6
2020-07-26 16:30:00,443,13.5,28.9,25.4,-91.7
2020-07-26 17:00:00,444,13.5,27.4,26.2,-91.6
2020-07-26 17:30:00,445,13.5,26.1,25.9,-91.5
