"TOA5","S6_Weir","CR1000X","4737","CR1000X.Std.03.02","CPU:2019.08_S6Weir.CR1x","42030","S6ShelterT"
TIMESTAMP,RECORD,Batt_Volt,GageHouseT,WeirCoverT
TS,RN,V DC,Deg C,Deg C
,,Smp,Smp,Smp
2021-05-16 21:30:00,498,12.98,17.1,17.1
2021-05-16 22:00:00,499,12.98,16.7,16.7
2021-05-16 22:30:00,500,12.97,16.6,16.6
2021-05-16 23:00:00,501,12.97,16.7,16.7
2021-05-16 23:30:00,502,12.97,16.7,16.7
2021-05-17 00:00:00,503,12.96,16.4,16.4
2021-05-17 00:30:00,504,12.96,16.2,16.2
2021-05-17 01:00:00,505,12.96,15.6,15.6
2021-05-17 01:30:00,506,12.96,15.1,15.1
2021-05-17 02:00:00,507,12.95,14.6,14.6
2021-05-17 02:30:00,508,12.95,14,14
2021-05-17 03:00:00,509,12.95,13.5,13.5
2021-05-17 03:30:00,510,12.94,13.1,13.1
2021-05-17 04:00:00,511,12.94,12.8,12.8
2021-05-17 04:30:00,512,12.94,12.6,12.6
2021-05-17 05:00:00,513,12.94,12.4,12.4
2021-05-17 05:30:00,514,12.94,12.1,12.1
2021-05-17 06:00:00,515,12.94,12.1,12.1
2021-05-17 06:30:00,516,12.94,12.7,12.7
2021-05-17 07:00:00,517,12.95,13.8,13.8
2021-05-17 07:30:00,518,12.96,14.8,14.8
2021-05-17 08:00:00,519,12.96,15.8,15.8
2021-05-17 08:30:00,520,12.97,16.9,16.9
2021-05-17 09:00:00,521,13,18.2,18.2
2021-05-17 09:30:00,522,13.06,19.3,19.3
2021-05-17 10:00:00,523,13.12,20.7,20.7
2021-05-17 10:30:00,524,13.46,23.1,23.1
2021-05-17 11:00:00,525,13.98,26.1,26.1
2021-05-17 11:30:00,526,13.87,28.8,28.8
2021-05-17 12:00:00,527,13.86,30.8,30.8
2021-05-17 12:30:00,528,13.65,31.6,31.6
2021-05-17 13:00:00,529,13.58,32.2,32.2
2021-05-17 13:30:00,530,13.58,32.9,32.9
2021-05-17 14:00:00,531,13.54,33.2,33.2
2021-05-17 14:30:00,532,13.22,31.5,31.5
2021-05-17 15:00:00,533,13.22,30.7,30.7
2021-05-17 15:30:00,534,13.25,32.7,32.7
2021-05-17 16:00:00,535,13.24,31.3,31.3
2021-05-17 16:30:00,536,13.14,29.1,29.1
2021-05-17 17:00:00,537,13.1,27.8,27.8
2021-05-17 17:30:00,538,13.09,27.5,27.5
2021-05-17 18:00:00,539,13.07,26.7,26.7
2021-05-17 18:30:00,540,13.06,25.4,25.4
2021-05-17 19:00:00,541,13.05,24.2,24.2
2021-05-17 19:30:00,542,13.04,22.9,22.9
2021-05-17 20:00:00,543,13.03,21.6,21.6
2021-05-17 20:30:00,544,13.03,20.4,20.4
2021-05-17 21:00:00,545,13.02,19.4,19.4
2021-05-17 21:30:00,546,13.02,18.3,18.3
2021-05-17 22:00:00,547,13.01,17.6,17.6
2021-05-17 22:30:00,548,13.01,16.9,16.9
2021-05-17 23:00:00,549,13,16.1,16.1
2021-05-17 23:30:00,550,13,15.4,15.4
2021-05-18 00:00:00,551,13,14.8,14.8
2021-05-18 00:30:00,552,12.99,14.2,14.2
2021-05-18 01:00:00,553,12.99,13.7,13.7
2021-05-18 01:30:00,554,12.99,13.4,13.4
2021-05-18 02:00:00,555,12.98,13,13
2021-05-18 02:30:00,556,12.98,12.5,12.5
2021-05-18 03:00:00,557,12.98,12.2,12.2
2021-05-18 03:30:00,558,12.97,11.7,11.7
2021-05-18 04:00:00,559,12.97,11.4,11.4
2021-05-18 04:30:00,560,12.97,10.9,10.9
2021-05-18 05:00:00,561,12.96,10.5,10.5
2021-05-18 05:30:00,562,12.96,10.3,10.3
2021-05-18 06:00:00,563,12.97,10.4,10.4
2021-05-18 06:30:00,564,12.97,11.1,11.1
2021-05-18 07:00:00,565,12.98,12,12
2021-05-18 07:30:00,566,12.99,13.2,13.2
2021-05-18 08:00:00,567,12.99,14.9,14.9
2021-05-18 08:30:00,568,13.01,16.4,16.4
2021-05-18 09:00:00,569,13.03,17.6,17.6
2021-05-18 09:30:00,570,13.08,18.5,18.5
2021-05-18 10:00:00,571,13.25,19.9,19.9
2021-05-18 10:30:00,572,14.01,22.1,22.1
2021-05-18 11:00:00,573,14.04,24.8,24.8
2021-05-18 11:30:00,574,13.96,27.7,27.7
2021-05-18 12:00:00,575,13.93,29.8,29.8
2021-05-18 12:30:00,576,13.86,30.7,30.7
2021-05-18 13:00:00,577,13.5,31.7,31.7
2021-05-18 13:30:00,578,13.35,32.1,32.1
2021-05-18 14:00:00,579,13.43,31.1,31.1
2021-05-18 14:30:00,580,13.21,28,28
2021-05-18 15:00:00,581,13.18,26.6,26.6
2021-05-18 15:30:00,582,13.17,25.7,25.7
2021-05-18 16:00:00,583,13.16,25.4,25.3
2021-05-18 16:30:00,584,13.15,24.9,24.9
2021-05-18 17:00:00,585,13.12,24.4,24.4
2021-05-18 17:30:00,586,13.1,23.9,23.9
2021-05-18 18:00:00,587,13.09,23.4,23.4
2021-05-18 18:30:00,588,13.07,22.6,22.6
2021-05-18 19:00:00,589,13.06,21.9,21.9
2021-05-18 19:30:00,590,13.06,21.2,21.2
2021-05-18 20:00:00,591,13.05,20.5,20.5
2021-05-18 20:30:00,592,13.05,20,20
2021-05-18 21:00:00,593,13.04,19.7,19.7
2021-05-18 21:30:00,594,13.04,19.5,19.5
2021-05-18 22:00:00,595,13.03,19,19
2021-05-18 22:30:00,596,13.03,18.6,18.6
2021-05-18 23:00:00,597,13.02,18,18
2021-05-18 23:30:00,598,13.02,17.3,17.3
2021-05-19 00:00:00,599,13.02,16.8,16.8
2021-05-19 00:30:00,600,13.01,16.5,16.5
2021-05-19 01:00:00,601,13.01,16.6,16.6
2021-05-19 01:30:00,602,13.01,16.6,16.6
2021-05-19 02:00:00,603,13.01,16.7,16.7
2021-05-19 02:30:00,604,13,16.7,16.7
2021-05-19 03:00:00,605,13,16.6,16.6
2021-05-19 03:30:00,606,13,16.4,16.4
2021-05-19 04:00:00,607,13,16.3,16.3
2021-05-19 04:30:00,608,12.99,16.2,16.2
2021-05-19 05:00:00,609,12.99,16.1,16.1
2021-05-19 05:30:00,610,12.99,16,16
2021-05-19 06:00:00,611,12.99,16.2,16.2
2021-05-19 06:30:00,612,12.98,16.3,16.3
2021-05-19 07:00:00,613,12.98,16.4,16.4
2021-05-19 07:30:00,614,12.98,16.5,16.5
2021-05-19 08:00:00,615,12.98,16.7,16.7
2021-05-19 08:30:00,616,13,17,17
2021-05-19 09:00:00,617,13.01,17.4,17.4
2021-05-19 09:30:00,618,13.01,17.8,17.8
2021-05-19 10:00:00,619,13,18,18
2021-05-19 10:30:00,620,13.01,18.2,18.2
2021-05-19 11:00:00,621,13.02,18.5,18.5
2021-05-19 11:30:00,622,13.08,18.9,18.9
2021-05-19 12:00:00,623,13.37,20.3,20.3
2021-05-19 12:30:00,624,13.32,23.7,23.7
2021-05-19 13:00:00,625,13.35,23.8,23.8
2021-05-19 13:30:00,626,13.28,24.2,24.2
2021-05-19 14:00:00,627,13.65,24.2,24.2
2021-05-19 14:30:00,628,13.25,24,24
2021-05-19 15:00:00,629,13.22,24.4,24.4
2021-05-19 15:30:00,630,13.26,24.7,24.7
2021-05-19 16:00:00,631,13.24,25.4,25.4
2021-05-19 16:30:00,632,13.15,24.2,24.2
2021-05-19 17:00:00,633,13.13,23.7,23.7
2021-05-19 17:30:00,634,13.11,23.1,23.1
2021-05-19 18:00:00,635,13.09,22.8,22.8
2021-05-19 18:30:00,636,13.07,22.2,22.2
2021-05-19 19:00:00,637,13.05,21.6,21.6
2021-05-19 19:30:00,638,13.04,21.1,21.1
2021-05-19 20:00:00,639,13.03,20.5,20.5
2021-05-19 20:30:00,640,13.02,20,20
2021-05-19 21:00:00,641,13.01,19.7,19.7
2021-05-19 21:30:00,642,13.01,19.4,19.4
2021-05-19 22:00:00,643,13,19.1,19.1
2021-05-19 22:30:00,644,12.99,18.9,18.9
2021-05-19 23:00:00,645,12.99,18.8,18.8
2021-05-19 23:30:00,646,12.98,18.7,18.7
2021-05-20 00:00:00,647,12.98,18.7,18.7
2021-05-20 00:30:00,648,12.98,18.6,18.6
2021-05-20 01:00:00,649,12.97,18.6,18.6
2021-05-20 01:30:00,650,12.97,18.5,18.5
2021-05-20 02:00:00,651,12.97,18.2,18.2
2021-05-20 02:30:00,652,12.96,18,18
2021-05-20 03:00:00,653,12.96,17.7,17.7
2021-05-20 03:30:00,654,12.96,17.6,17.6
2021-05-20 04:00:00,655,12.96,17.7,17.7
2021-05-20 04:30:00,656,12.96,17.7,17.7
2021-05-20 05:00:00,657,12.95,17.6,17.6
2021-05-20 05:30:00,658,12.95,17.6,17.6
2021-05-20 06:00:00,659,12.95,17.8,17.8
2021-05-20 06:30:00,660,12.95,17.9,17.9
2021-05-20 07:00:00,661,12.95,18,18
2021-05-20 07:30:00,662,12.96,18.2,18.2
2021-05-20 08:00:00,663,12.96,18.4,18.4
2021-05-20 08:30:00,664,12.97,18.7,18.7
2021-05-20 09:00:00,665,12.98,19,19
2021-05-20 09:30:00,666,12.97,19.3,19.3
2021-05-20 10:00:00,667,12.98,19.2,19.2
2021-05-20 10:30:00,668,12.99,19.5,19.5
2021-05-20 11:00:00,669,12.99,19.7,19.7
2021-05-20 11:30:00,670,13,20,20
2021-05-20 12:00:00,671,13.05,19.7,19.7
2021-05-20 12:30:00,672,13.18,20.8,20.8
2021-05-20 13:00:00,673,13.12,21,21
2021-05-20 13:30:00,674,13.14,21.3,21.3
2021-05-20 14:00:00,675,13.2,21.2,21.2
2021-05-20 14:30:00,676,13.15,21.5,21.5
2021-05-20 15:00:00,677,13.09,21.3,21.3
2021-05-20 15:30:00,678,13.15,21.2,21.2
2021-05-20 16:00:00,679,13.13,21.6,21.6
2021-05-20 16:30:00,680,13.1,21.2,21.2
2021-05-20 17:00:00,681,13.07,21.2,21.2
2021-05-20 17:30:00,682,13.05,20.8,20.8
2021-05-20 18:00:00,683,13.03,20.4,20.4
2021-05-20 18:30:00,684,13.01,20,20
2021-05-20 19:00:00,685,12.99,19.7,19.7
2021-05-20 19:30:00,686,12.98,19.5,19.5
2021-05-20 20:00:00,687,12.97,19.2,19.2
2021-05-20 20:30:00,688,12.96,18.8,18.8
2021-05-20 21:00:00,689,12.96,18.4,18.4
2021-05-20 21:30:00,690,12.95,18.2,18.2
2021-05-20 22:00:00,691,12.95,18.1,18.1
2021-05-20 22:30:00,692,12.95,18.2,18.2
2021-05-20 23:00:00,693,12.95,18.5,18.5
2021-05-20 23:30:00,694,12.94,18.4,18.4
2021-05-21 00:00:00,695,12.94,18.3,18.3
2021-05-21 00:30:00,696,12.94,18.3,18.3
2021-05-21 01:00:00,697,12.94,18.4,18.4
2021-05-21 01:30:00,698,12.94,18.3,18.3
2021-05-21 02:00:00,699,12.94,18.4,18.4
2021-05-21 02:30:00,700,12.94,18.2,18.2
2021-05-21 03:00:00,701,12.94,18.3,18.3
2021-05-21 03:30:00,702,12.94,18.3,18.3
2021-05-21 04:00:00,703,12.94,18.1,18.1
2021-05-21 04:30:00,704,12.93,17.9,17.9
2021-05-21 05:00:00,705,12.94,17.8,17.8
2021-05-21 05:30:00,706,12.94,17.7,17.7
2021-05-21 06:00:00,707,12.94,17.8,17.8
2021-05-21 06:30:00,708,12.95,18,18
2021-05-21 07:00:00,709,12.96,18.3,18.3
2021-05-21 07:30:00,710,12.97,18.6,18.6
2021-05-21 08:00:00,711,12.96,18.9,18.9
2021-05-21 08:30:00,712,12.97,19.3,19.3
2021-05-21 09:00:00,713,13,19.9,19.9
2021-05-21 09:30:00,714,13.02,20.3,20.3
2021-05-21 10:00:00,715,13.11,20.9,20.9
2021-05-21 10:30:00,716,13.34,21.6,21.6
2021-05-21 11:00:00,717,13.42,23.9,23.9
2021-05-21 11:30:00,718,13.42,26,26
2021-05-21 12:00:00,719,13.99,26.4,26.4
2021-05-21 12:30:00,720,13.38,26.9,26.9
2021-05-21 13:00:00,721,13.98,26.6,26.6
2021-05-21 13:30:00,722,13.36,28.1,28.1
2021-05-21 14:00:00,723,13.95,28.9,28.9
2021-05-21 14:30:00,724,13.26,28,28
2021-05-21 15:00:00,725,13.21,26.5,26.5
2021-05-21 15:30:00,726,13.22,27.3,27.3
2021-05-21 16:00:00,727,13.18,26.6,26.6
2021-05-21 16:30:00,728,13.15,25.6,25.6
2021-05-21 17:00:00,729,13.12,25.4,25.4
2021-05-21 17:30:00,730,13.11,25.3,25.3
2021-05-21 18:00:00,731,13.1,24.8,24.8
2021-05-21 18:30:00,732,13.08,24,24
2021-05-21 19:00:00,733,13.07,23.4,23.4
2021-05-21 19:30:00,734,13.06,22.9,22.9
2021-05-21 20:00:00,735,13.06,22.2,22.2
2021-05-21 20:30:00,736,13.05,21.6,21.6
2021-05-21 21:00:00,737,13.05,21.1,21.1
2021-05-21 21:30:00,738,13.04,20.7,20.7
2021-05-21 22:00:00,739,13.04,20.3,20.3
2021-05-21 22:30:00,740,13.03,19.9,19.9
2021-05-21 23:00:00,741,13.03,19.6,19.6
2021-05-21 23:30:00,742,13.03,19.4,19.4
2021-05-22 00:00:00,743,13.02,19.2,19.2
2021-05-22 00:30:00,744,13.02,19,19
2021-05-22 01:00:00,745,13.02,18.8,18.8
2021-05-22 01:30:00,746,13.01,18.5,18.5
2021-05-22 02:00:00,747,13.01,18.4,18.4
2021-05-22 02:30:00,748,13.01,18.4,18.4
2021-05-22 03:00:00,749,13,18.3,18.3
2021-05-22 03:30:00,750,13,18.3,18.2
2021-05-22 04:00:00,751,13,18.1,18.1
2021-05-22 04:30:00,752,13,18,18
2021-05-22 05:00:00,753,12.99,17.9,17.9
2021-05-22 05:30:00,754,13,17.9,17.9
2021-05-22 06:00:00,755,13,18.3,18.3
2021-05-22 06:30:00,756,13,18.8,18.8
2021-05-22 07:00:00,757,13.02,19.6,19.6
2021-05-22 07:30:00,758,13.02,20.2,20.2
2021-05-22 08:00:00,759,13.04,20.8,20.8
2021-05-22 08:30:00,760,13.03,21.4,21.4
2021-05-22 09:00:00,761,13.06,22,22
2021-05-22 09:30:00,762,13.08,22.5,22.5
2021-05-22 10:00:00,763,13.12,23.2,23.2
2021-05-22 10:30:00,764,13.32,24,24
2021-05-22 11:00:00,765,13.37,25.9,25.9
2021-05-22 11:30:00,766,13.32,26.3,26.3
2021-05-22 12:00:00,767,13.16,25.5,25.5
2021-05-22 12:30:00,768,13.19,25,25
2021-05-22 13:00:00,769,13.14,24.8,24.8
2021-05-22 13:30:00,770,13.15,24.9,24.9
2021-05-22 14:00:00,771,13.14,24.6,24.6
2021-05-22 14:30:00,772,13.09,24.1,24.1
2021-05-22 15:00:00,773,13.09,23.6,23.6
2021-05-22 15:30:00,774,13.07,23.8,23.8
2021-05-22 16:00:00,775,13.04,23.3,23.3
2021-05-22 16:30:00,776,13.03,22.6,22.6
2021-05-22 17:00:00,777,13.02,21.8,21.8
2021-05-22 17:30:00,778,13.01,21,21
2021-05-22 18:00:00,779,13,20,20
2021-05-22 18:30:00,780,12.99,19.3,19.3
2021-05-22 19:00:00,781,12.99,18.8,18.8
2021-05-22 19:30:00,782,12.98,18.5,18.5
2021-05-22 20:00:00,783,12.98,17.9,17.9
2021-05-22 20:30:00,784,12.97,17.2,17.2
2021-05-22 21:00:00,785,12.97,16.5,16.5
2021-05-22 21:30:00,786,12.97,16.1,16.1
2021-05-22 22:00:00,787,12.96,15.7,15.7
2021-05-22 22:30:00,788,12.96,15.5,15.5
2021-05-22 23:00:00,789,12.96,15.4,15.4
2021-05-22 23:30:00,790,12.95,15.3,15.3
2021-05-23 00:00:00,791,12.95,15.3,15.3
2021-05-23 00:30:00,792,12.95,15.1,15.1
2021-05-23 01:00:00,793,12.94,14.9,14.9
2021-05-23 01:30:00,794,12.95,14.9,14.9
2021-05-23 02:00:00,795,12.94,14.8,14.8
2021-05-23 02:30:00,796,12.94,14.3,14.3
2021-05-23 03:00:00,797,12.94,13.8,13.8
2021-05-23 03:30:00,798,12.94,13.5,13.5
2021-05-23 04:00:00,799,12.93,13.3,13.3
2021-05-23 04:30:00,800,12.93,13.1,13.1
2021-05-23 05:00:00,801,12.93,12.7,12.7
2021-05-23 05:30:00,802,12.93,12.5,12.5
2021-05-23 06:00:00,803,12.93,12.3,12.3
2021-05-23 06:30:00,804,12.93,11.9,11.9
2021-05-23 07:00:00,805,12.93,11.5,11.5
2021-05-23 07:30:00,806,12.93,11.1,11.1
2021-05-23 08:00:00,807,12.95,10.7,10.7
2021-05-23 08:30:00,808,12.95,10.3,10.3
2021-05-23 09:00:00,809,12.96,10.1,10.1
2021-05-23 09:30:00,810,12.96,10,10
2021-05-23 10:00:00,811,12.95,10.1,10.1
2021-05-23 10:30:00,812,12.96,9.9,9.9
2021-05-23 11:00:00,813,12.95,9.8,9.8
2021-05-23 11:30:00,814,12.96,9.4,9.4
2021-05-23 12:00:00,815,12.96,9.4,9.4
2021-05-23 12:30:00,816,12.96,9.4,9.4
2021-05-23 13:00:00,817,12.95,9.3,9.3
2021-05-23 13:30:00,818,12.99,9.6,9.6
2021-05-23 14:00:00,819,12.97,9.8,9.8
2021-05-23 14:30:00,820,13,10,10
2021-05-23 15:00:00,821,13.04,10.5,10.5
2021-05-23 15:30:00,822,13.03,10.6,10.6
2021-05-23 16:00:00,823,13.02,10.6,10.6
2021-05-23 16:30:00,824,13.01,10.6,10.6
2021-05-23 17:00:00,825,12.99,10.6,10.6
2021-05-23 17:30:00,826,12.96,10.3,10.3
2021-05-23 18:00:00,827,12.94,9.8,9.8
2021-05-23 18:30:00,828,12.92,9.4,9.4
2021-05-23 19:00:00,829,12.91,9.2,9.2
2021-05-23 19:30:00,830,12.9,8.9,8.9
2021-05-23 20:00:00,831,12.9,8.8,8.8
2021-05-23 20:30:00,832,12.9,8.6,8.6
2021-05-23 21:00:00,833,12.9,8.4,8.4
2021-05-23 21:30:00,834,12.89,8.3,8.3
2021-05-23 22:00:00,835,12.89,8.1,8.1
2021-05-23 22:30:00,836,12.89,8,8
2021-05-23 23:00:00,837,12.89,7.9,7.9
2021-05-23 23:30:00,838,12.89,7.7,7.7
2021-05-24 00:00:00,839,12.89,7.5,7.5
2021-05-24 00:30:00,840,12.89,7.5,7.5
2021-05-24 01:00:00,841,12.89,7.5,7.5
2021-05-24 01:30:00,842,12.89,7.4,7.4
2021-05-24 02:00:00,843,12.88,7.4,7.4
2021-05-24 02:30:00,844,12.88,7.3,7.3
2021-05-24 03:00:00,845,12.88,7.4,7.4
2021-05-24 03:30:00,846,12.88,7.5,7.5
2021-05-24 04:00:00,847,12.88,7.5,7.5
2021-05-24 04:30:00,848,12.88,7.6,7.6
2021-05-24 05:00:00,849,12.88,7.8,7.8
2021-05-24 05:30:00,850,12.88,8.1,8.1
2021-05-24 06:00:00,851,12.88,8.3,8.3
2021-05-24 06:30:00,852,12.89,8.6,8.6
2021-05-24 07:00:00,853,12.9,9.1,9.1
2021-05-24 07:30:00,854,12.93,9.7,9.7
2021-05-24 08:00:00,855,12.93,10.4,10.4
2021-05-24 08:30:00,856,12.93,11,11
2021-05-24 09:00:00,857,12.95,11.7,11.7
2021-05-24 09:30:00,858,12.95,12.5,12.5
2021-05-24 10:00:00,859,12.96,13.1,13.1
2021-05-24 10:30:00,860,12.92,13.2,13.2
2021-05-24 11:00:00,861,12.92,13.2,13.2
2021-05-24 11:30:00,862,13,13.7,13.7
2021-05-24 12:00:00,863,13.06,14.9,14.9
2021-05-24 12:30:00,864,13.35,16.2,16.2
2021-05-24 13:00:00,865,14.28,19.7,19.7
2021-05-24 13:30:00,866,14.21,22.9,22.9
2021-05-24 14:00:00,867,14.09,24.4,24.4
2021-05-24 14:30:00,868,13.27,23.2,23.2
2021-05-24 15:00:00,869,13.2,22.9,22.9
2021-05-24 15:30:00,870,13.22,25.2,25.2
2021-05-24 16:00:00,871,13.2,24.1,24.1
2021-05-24 16:30:00,872,13.14,23,23
2021-05-24 17:00:00,873,13.12,22.5,22.5
2021-05-24 17:30:00,874,13.11,22.2,22.2
2021-05-24 18:00:00,875,13.09,21.4,21.4
2021-05-24 18:30:00,876,13.08,20.7,20.7
2021-05-24 19:00:00,877,13.07,19.9,19.9
2021-05-24 19:30:00,878,13.06,18.9,18.9
2021-05-24 20:00:00,879,13.05,18,18
2021-05-24 20:30:00,880,13.04,17,17
2021-05-24 21:00:00,881,13.03,16.5,16.5
2021-05-24 21:30:00,882,13.03,15.8,15.8
2021-05-24 22:00:00,883,13.02,15.3,15.3
2021-05-24 22:30:00,884,13.01,14.8,14.8
2021-05-24 23:00:00,885,13,14.3,14.3
2021-05-24 23:30:00,886,12.99,14,14
2021-05-25 00:00:00,887,12.98,13.7,13.7
2021-05-25 00:30:00,888,12.98,13.4,13.4
2021-05-25 01:00:00,889,12.97,13.1,13.1
2021-05-25 01:30:00,890,12.96,12.9,12.9
2021-05-25 02:00:00,891,12.95,12.7,12.7
2021-05-25 02:30:00,892,12.94,12.5,12.5
2021-05-25 03:00:00,893,12.94,12.4,12.4
2021-05-25 03:30:00,894,12.93,12.2,12.2
2021-05-25 04:00:00,895,12.93,11.9,11.9
2021-05-25 04:30:00,896,12.92,11.8,11.8
2021-05-25 05:00:00,897,12.92,11.7,11.7
2021-05-25 05:30:00,898,12.92,11.7,11.7
2021-05-25 06:00:00,899,12.92,12,12
2021-05-25 06:30:00,900,12.93,12.3,12.3
2021-05-25 07:00:00,901,12.93,13.4,13.4
2021-05-25 07:30:00,902,12.94,15.1,15.1
2021-05-25 08:00:00,903,12.95,16.5,16.5
2021-05-25 08:30:00,904,12.96,17.7,17.7
2021-05-25 09:00:00,905,12.97,18.8,18.8
2021-05-25 09:30:00,906,13,19.9,19.9
2021-05-25 10:00:00,907,13.1,20.6,20.6
2021-05-25 10:30:00,908,13.33,21.8,21.8
2021-05-25 11:00:00,909,13.6,24.1,24.1
2021-05-25 11:30:00,910,13.96,26.3,26.3
2021-05-25 12:00:00,911,13.93,27.7,27.7
2021-05-25 12:30:00,912,13.91,27.7,27.7
2021-05-25 13:00:00,913,13.91,27.8,27.8
2021-05-25 13:30:00,914,13.46,28.5,28.5
2021-05-25 14:00:00,915,13.46,28.2,28.2
2021-05-25 14:30:00,916,13.25,26.4,26.4
2021-05-25 15:00:00,917,13.21,26.2,26.2
2021-05-25 15:30:00,918,13.22,27.4,27.4
2021-05-25 16:00:00,919,13.16,25.1,25.1
2021-05-25 16:30:00,920,13.15,23.6,23.6
2021-05-25 17:00:00,921,13.14,22.7,22.7
2021-05-25 17:30:00,922,13.12,21.7,21.7
2021-05-25 18:00:00,923,13.11,20.7,20.7
2021-05-25 18:30:00,924,13.09,19.9,19.9
2021-05-25 19:00:00,925,13.08,19.1,19.1
2021-05-25 19:30:00,926,13.07,18.5,18.5
2021-05-25 20:00:00,927,13.07,17.7,17.7
2021-05-25 20:30:00,928,13.06,17.2,17.2
2021-05-25 21:00:00,929,13.05,16.6,16.6
2021-05-25 21:30:00,930,13.05,15.7,15.7
2021-05-25 22:00:00,931,13.04,14.4,14.4
2021-05-25 22:30:00,932,13.04,12.6,12.6
2021-05-25 23:00:00,933,13.03,11.5,11.5
2021-05-25 23:30:00,934,13.03,10.8,10.8
2021-05-26 00:00:00,935,13.03,10.2,10.2
2021-05-26 00:30:00,936,13.02,9.3,9.3
2021-05-26 01:00:00,937,13.02,9,9
2021-05-26 01:30:00,938,13.01,8.5,8.5
2021-05-26 02:00:00,939,13.01,7.9,7.9
2021-05-26 02:30:00,940,13,7,7
2021-05-26 03:00:00,941,13,6.5,6.5
2021-05-26 03:30:00,942,12.99,5.8,5.8
2021-05-26 04:00:00,943,12.99,5.4,5.4
2021-05-26 04:30:00,944,12.98,4.9,4.9
2021-05-26 05:00:00,945,12.98,4.6,4.6
2021-05-26 05:30:00,946,12.98,4.2,4.2
2021-05-26 06:00:00,947,12.98,4.1,4.1
2021-05-26 06:30:00,948,13,4.1,4.1
2021-05-26 07:00:00,949,13,4.4,4.4
2021-05-26 07:30:00,950,13.03,4.5,4.5
2021-05-26 08:00:00,951,13.05,4.7,4.7
2021-05-26 08:30:00,952,13.08,5,5
2021-05-26 09:00:00,953,13.1,5.3,5.3
2021-05-26 09:30:00,954,13.14,5.6,5.6
2021-05-26 10:00:00,955,13.17,6.3,6.3
2021-05-26 10:30:00,956,13.38,7.3,7.3
2021-05-26 11:00:00,957,13.53,8.1,8.1
2021-05-26 11:30:00,958,14.53,9.4,9.4
2021-05-26 12:00:00,959,14.45,10.7,10.7
2021-05-26 12:30:00,960,14.43,12.2,12.2
2021-05-26 13:00:00,961,14.03,13.7,13.7
2021-05-26 13:30:00,962,14.38,14,14
2021-05-26 14:00:00,963,13.97,14.4,14.4
2021-05-26 14:30:00,964,13.35,12.8,12.8
2021-05-26 15:00:00,965,13.28,14,14
2021-05-26 15:30:00,966,13.32,16.2,16.2
2021-05-26 16:00:00,967,13.28,14.5,14.5
2021-05-26 16:30:00,968,13.19,12.8,12.8
2021-05-26 17:00:00,969,13.16,12.3,12.3
2021-05-26 17:30:00,970,13.14,12.4,12.4
2021-05-26 18:00:00,971,13.12,11.8,11.8
2021-05-26 18:30:00,972,13.11,11,11
2021-05-26 19:00:00,973,13.09,10.5,10.5
2021-05-26 19:30:00,974,13.07,10,10
2021-05-26 20:00:00,975,13.06,9.6,9.6
2021-05-26 20:30:00,976,13.05,9.1,9.1
2021-05-26 21:00:00,977,13.04,8.4,8.4
2021-05-26 21:30:00,978,13.04,7.9,7.9
2021-05-26 22:00:00,979,13.03,7.5,7.5
2021-05-26 22:30:00,980,13.02,7,7
2021-05-26 23:00:00,981,13.01,6.3,6.3
2021-05-26 23:30:00,982,13.01,5.7,5.7
2021-05-27 00:00:00,983,13,5,5
2021-05-27 00:30:00,984,12.99,4.5,4.5
2021-05-27 01:00:00,985,12.98,4.4,4.4
2021-05-27 01:30:00,986,12.97,4.2,4.2
2021-05-27 02:00:00,987,12.97,3.8,3.8
2021-05-27 02:30:00,988,12.96,3.7,3.7
2021-05-27 03:00:00,989,12.95,3.6,3.6
2021-05-27 03:30:00,990,12.94,3.6,3.6
2021-05-27 04:00:00,991,12.94,3.5,3.5
2021-05-27 04:30:00,992,12.93,3.4,3.4
2021-05-27 05:00:00,993,12.93,3.4,3.4
2021-05-27 05:30:00,994,12.93,3.4,3.4
2021-05-27 06:00:00,995,12.94,3.4,3.4
2021-05-27 06:30:00,996,12.95,3.7,3.7
2021-05-27 07:00:00,997,12.97,4.1,4.1
2021-05-27 07:30:00,998,13,4.7,4.7
2021-05-27 08:00:00,999,13.02,5.2,5.2
2021-05-27 08:30:00,1000,13.06,6,6
2021-05-27 09:00:00,1001,13.12,6.7,6.7
2021-05-27 09:30:00,1002,13.2,7.6,7.6
2021-05-27 10:00:00,1003,13.36,8.3,8.3
2021-05-27 10:30:00,1004,13.43,9.4,9.4
2021-05-27 11:00:00,1005,13.58,10.5,10.5
2021-05-27 11:30:00,1006,13.57,10.7,10.7
2021-05-27 12:00:00,1007,13.52,11.1,11.1
2021-05-27 12:30:00,1008,13.52,11.6,11.6
2021-05-27 13:00:00,1009,14.42,12,12
2021-05-27 13:30:00,1010,14.46,12.1,12.1
2021-05-27 14:00:00,1011,13.55,12.6,12.6
2021-05-27 14:30:00,1012,13.38,12.1,12.1
2021-05-27 15:00:00,1013,13.36,11.9,11.9
2021-05-27 15:30:00,1014,13.29,11.7,11.7
2021-05-27 16:00:00,1015,13.26,11.2,11.2
2021-05-27 16:30:00,1016,13.26,11.2,11.2
2021-05-27 17:00:00,1017,13.21,11.3,11.3
2021-05-27 17:30:00,1018,13.18,11,11
2021-05-27 18:00:00,1019,13.15,10.9,10.9
